W|branco|chileno dona paula los cardos sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|brasileiro bebber sauvignon blanc 4 garrafas|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|brasileiro bebber giardino sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|brasileiro bebber giardino sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=868
W|branco|brasileiro bebber giardino chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|brasileiro bebber giardino chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=870
W|branco|brasileiro aurora chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|brasileiro arteviva sinonimos sauvignon blanc vale dos vinhedos rs|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|brasileiro arteviva juju chardonnay vale dos vinnhedos rs|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|brasileiro altos paraiso alvarinho barricado single vineyard 2023 edicao limitada encosta da serra do sudeste camaqua rs|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|brasileiro almejo classico chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|brasileiro almaden gewurztraminer|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|brasileiro almaden chenin muscat|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|brasileiro 1936 de mesa|??|w|??|??|??|1936|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|branco vulcanico 2021 acores|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
X|=668
W|branco|brancaia il bianco 2021 igt bianco toscana italia|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bramito della sala umbria igt antinori|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|brama biancu gentile ile de beaute 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bracco bosca ombu sauvignon blanc 2023|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bouzeron aligote marnes blanches 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bouzereau meursault vieux clos monopole|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bouzereau meursault 1 er cru perrieres|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bouza coco chardonnay albarino|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bouza chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bouza albarino|??|w|albarino|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne tonnerre 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne tonnerre 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne les croix blanches chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne joseph drouhin|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautescotes de nuits blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautescotes de nuits blanc 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautescotes de nuits blanc 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=897
W|branco|bourgogne hautescotes de nuits blanc 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautescotes de beaune la justice 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautescotes de beaune blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautes cotes nuits blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautes cotes de nuits chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautes cotes de nuits chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco|=903
W|branco|bourgogne hautes cotes de nuits blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautes cotes de nuits blanc 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautes cotes de beaune les alouettes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautes cotes de beaune blanc 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautes cotes de beaune blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne hautes cotes de beaune blanc 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne forgets patrick javillier|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne du sud 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne cuvee des forgets patrick javillier|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne cotes dauxerre chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne cote dor les grandes gouttes sans sulfite 2022|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|bourgogne cote dor les grandes gouttes 2022|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|bourgogne cote dor les grandes gouttes 2021|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|bourgogne cote dor la monatine sans sulfite 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne cote dor clos des six ouvrees monopole 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne cote dor blanc lameroses 2022|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|branco|bourgogne chardonnay scritch 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay les charmes 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay les charmes 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay les charmes 2019|??|w|chardonnay|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay lameroses 2020|??|p|chardonnay|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|branco|bourgogne chardonnay lameroses 2019|??|p|chardonnay|??|??|2019|12.5|??|medio|saladas, sushi, petiscos|seco
W|branco|bourgogne chardonnay jean claude boisset|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=928
W|branco|bourgogne chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=930
W|branco|bourgogne chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=930
W|branco|bourgogne chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco|=933
W|branco|bourgogne chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco|=933
W|branco|bourgogne chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco|=936
W|branco|bourgogne chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco|=936
W|branco|bourgogne chardonnay 2019|??|w|chardonnay|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay 2018|??|w|chardonnay|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay 2017|??|w|chardonnay|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay 2016|??|w|chardonnay|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc les nongelettes 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc les hauts de la combe 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc les hauts de la combe 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc les croix blanches 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc les croix blanches 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc les croix blanches 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc les croix blanches 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc cuvee roche 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote vieilles vignes 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote vieilles vignes 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote vieille vigne 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote vieille vigne 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote temps qui passe 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote scritch 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote saint urbain 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote saint urbain 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote mont embrase 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote les plumes sans sulfite 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote les plumes sans sulfite 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote les plumes 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote le chene du court 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote le chene du cort 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote en rateaux 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote clos des perrieres la combe 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote clos des perrieres la combe 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote antichtone 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote acquaviva 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=975
W|branco|bourgogne aligote 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=975
W|branco|bourgogne aligote 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=975
W|branco|bourgogne aligote 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=979
W|branco|bourgogne aligote 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=979
W|branco|bourgogne aligote 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco|=982
W|branco|bourgogne aligote 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco|=982
W|branco|bourgogne aligote 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco|=985
W|branco|bourgogne aligote 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco|=985
W|branco|bourgogne aligote 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bourgogne aligote 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco|=989
W|branco|bourgogne aligote 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco|=989
W|branco|bouchard aine fils chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|botijo garnacha blanca valdejalon igp 2021|??|w|garnacha|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|botijo blanco valdejalon igp 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|botijo blanco valdejalon garnacha blanca 2022|??|w|garnacha|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|bota velha douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|bota velha 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|boschendal 1685 chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|borgogno era ora riesling langhe piemonte|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|borges reserva 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|bordeaux les ormeaux|fr|w|??|bordeaux|??|NV|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|bordeaux blanc sec de suduiraut 2019|fr|w|??|bordeaux|??|2019|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|bordeaux blanc sec de suduiraut 2018|fr|w|??|bordeaux|??|2018|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|bons ventos vinho verde doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
