1. W|cao|agata arinto amphora 2024 0|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
919. W|cap|de faugeres 2015 cotes de castillon la mouleyre|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
920. W|cap|de faugeres 2017 castillon cotes de bordeaux|fr|r|??|bordeaux|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|cap|de mourlin|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
922. W|cap|de nit blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
923. W|cap|de nit blanc 2021 11|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
924. W|cap|de nit negre|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
925. W|cap|de nit vermell|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
926. W|cap|de pera do montsant|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
927. W|cap|de pera do montsant|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco|=926
928. W|cap|de pera do montsant vallformosa|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
929. W|cap|de pera do terra alta|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
930. W|cap|de pera do terra alta|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco|=929
931. W|cap|de pera do terra alta vallformosa|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
932. W|cap|de pera terra alta|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
933. W|cap|de ruc blanco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
934. W|cap|de ruc negre tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
935. W|cap|del priu 2019 pasini san giovanni|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
936. W|cap|des graves|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
937. W|cap|engel weiss|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
938. W|cap|est|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
939. W|cap|est|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|cap|fizz illahe winery willamette valley|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
941. W|cap|gris grenache rose pays doc|??|p|grenache|??|??|2021|12|doc|leve|carne vermelha, massas, queijos curados|seco
942. W|cap|gris rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
943. W|cap|gris rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=942
944. W|cap|gris rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=942
945. W|cap|insula red blend|??|r|red blend|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
946. W|cap|it|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|cap|kettlebell rack|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. X
949. W|cap|la grande suff grun|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
950. W|cap|maritime 2023 chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
951. W|cap|maritime 2023 pinot noir|??|r|pinot noir|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
952. W|cap|maritime chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
953. W|cap|maritime chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=952
954. W|cap|maritime chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=952
955. W|cap|maritime chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=952
956. W|cap|maritime chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=952
957. W|cap|maritime chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=952
958. W|cap|maritime chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
959. W|cap|maritime chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
960. W|cap|maritime chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=959
961. W|cap|maritime chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
962. W|cap|maritime chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=961
963. W|cap|maritime chardonnay upper hemelenaarde valley africa do sul branco|??|w|chardonnay|??|??|2023|12.5|do|medio|peixes, frutos do mar, saladas|seco
964. W|cap|maritime coastal 2024 chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
965. W|cap|maritime coastal 2024 pinot noir|??|r|pinot noir|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|cap|maritime coastal chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
967. W|cap|maritime coastal chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=966
968. W|cap|maritime coastal chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=966
969. W|cap|maritime coastal chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=966
970. W|cap|maritime coastal chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=966
971. W|cap|maritime coastal chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
972. W|cap|maritime coastal chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
973. W|cap|maritime coastal chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
974. W|cap|maritime coastal chardonnay branco|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
975. W|cap|maritime coastal chardonnay x6|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
976. W|cap|maritime coastal pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
977. W|cap|maritime coastal pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=976
978. W|cap|maritime coastal pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=976
979. W|cap|maritime coastal pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=976
980. W|cap|maritime coastal pinot noir|??|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
981. W|cap|maritime coastal pinot noir|??|r|pinot noir|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
982. W|cap|maritime coastal pinot noir|??|r|pinot noir|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|cap|maritime coastal pinot noir|??|r|pinot noir|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=982
984. W|cap|maritime pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
985. W|cap|maritime pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=984
986. W|cap|maritime pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=984
987. W|cap|maritime pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=984
988. W|cap|maritime pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=984
989. W|cap|maritime pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=984
990. W|cap|maritime pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=984
991. W|cap|maritime pinot noir|??|r|pinot noir|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
992. W|cap|maritime pinot noir|??|r|pinot noir|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
993. W|cap|maritime pinot noir|??|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
994. W|cap|maritime pinot noir|??|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=993
995. W|cap|maritime pinot noir|??|r|pinot noir|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|cap|maritime pinot noir coastal|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|cap|maritime pinot noir coastal|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=996
998. W|cap|maritime pinot noir upper hemelenaarde valley africa do sul tinto|??|r|pinot noir|??|??|2020|13.5|do|medio|carne vermelha, massas, queijos curados|seco
999. W|cap|maritime pinot noir upper hemelenaarde valley africa do sul tinto|??|r|pinot noir|??|??|2023|13.5|do|medio|carne vermelha, massas, queijos curados|seco
1000. W|cap|maritime south coast chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
