W|vino|j stavek bodro 2020 cabernet sauvignon merlot dry round and cheeky bordeaux blend in another words bodro from moravia|fr|r|cabernet sauvignon|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|dry
W|vino|gran enemigo chacayes cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=925
W|vino|gran enemigo chacayes botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo chacayes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo cabernet franc gualtallary single vineyards|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo blend botella personalizado gratis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo blend botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=932
W|vino|gran enemigo blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=932
W|vino|gran enemigo agrelo cabernet franc x personalizado gratis|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo agrelo cabernet franc x|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo agrelo cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo agrelo cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=937
W|vino|gran elias mora 2001|??|r|??|??|??|2001|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran edicion 120 syrahcabernet sauvignon 12 700cc|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran dominio reserva 1997|??|r|??|??|??|1997|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran dominio crianza 1999|??|r|??|??|??|1999|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran corte blend de terroirs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=944
W|vino|gran coronas reserva 1994|??|r|??|??|??|1994|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas reserva 1987|??|r|??|??|??|1987|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas reserva 1975|??|r|??|??|??|1975|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas reserva 1969|??|r|??|??|??|1969|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas reserva 1964|??|r|??|??|??|1964|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas gran reserva 1976|??|r|??|??|??|1976|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas gran reserva 1973|??|r|??|??|??|1973|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas etiqueta negra gran reserva 1981|??|r|??|??|??|1981|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas etiqueta negra gran reserva 1962|??|r|??|??|??|1962|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas cabernet reserva 1993|??|r|??|??|??|1993|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas cabernet reserva 1992|??|r|??|??|??|1992|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran coronas 1955|??|r|??|??|??|1955|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran condal reserva 1970|??|r|??|??|??|1970|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran condal crianza 1983|??|r|??|??|??|1983|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran condal crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran condal 1987|??|r|??|??|??|1987|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran colegiata original|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran colegiata crianza 2000|??|r|??|??|??|2000|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran colegiata crianza 1994|??|r|??|??|??|1994|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran clot dels oms xarello bl|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran clot dels oms chardon bla|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran clot dels oms|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran clos barrica blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran clos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran claustro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran chaman 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran chaman 14 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran cermeno crianza 1998|??|r|??|??|??|1998|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran celebracion rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|gran celebracion blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran caus rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|gran caus organico blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran caus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran canto andino cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran ca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran ca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=980
W|vino|gran brindis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran bousquet malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran bousquet cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran blanco tacama x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran bazan blanco 1994|??|r|??|??|??|1994|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran barquero oloroso 25 anos|??|f|??|??|??|NV|15|??|encorpado|sobremesas; queijos azuis|dry
W|vino|gran aria gran reserva carmenere malbec 750cc x6|??|r|malbec|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran aria gran reserva carmenere malbec 750cc|??|r|malbec|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran alma negra tinto x1500cc ernesto catena vineyards|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran alma negra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran alma negra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=991
W|vino|gran allegranza tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran albina vendimia 2004|??|r|??|??|??|2004|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran albina reserva 2016|??|r|??|??|??|2016|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran albina reserva 2015|??|r|??|??|??|2015|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran albina reserva 2009|??|r|??|??|??|2009|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran albina reserva 2005|??|r|??|??|??|2005|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran albina reserva 1996|??|r|??|??|??|1996|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran 120 red blend 6 x 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
