W|gaja|gaia rey|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta sugarille brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=868
W|gaja|pieve santa restituta sugarille brunello di montalcino docg vino rosso|it|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa sugarille brunello di mont|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa sugarille brunello di mont|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=871
W|gaja|pieve sugarille brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=874
W|gaja|promis 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis toscana igt 1|it|r|??|tuscany|??|2021|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis 20222023 toscana igt 0|it|r|??|tuscany|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis ca marcanda|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis ca marcanda|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis ca marcanda|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis ca marcanda in gift tube 45 05|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis ca marcanda toscana 14 075|it|r|??|tuscany|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis ca marcanda toscana igt|it|r|??|tuscany|??|2021|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis igp toscana|it|r|??|tuscany|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis toscana|it|r|??|tuscany|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis toscana|it|r|??|tuscany|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=887
W|gaja|promis toscana|it|r|??|tuscany|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=887
W|gaja|promis toscana|it|r|??|tuscany|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=887
W|gaja|promis toscana igt|it|r|??|tuscany|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis toscana igt|it|r|??|tuscany|??|2022|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|promis toscana rosso igp ca marcanda|it|r|??|tuscany|??|2023|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rennina|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rennina brunello di montalcino pieve santa restituta|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rennina brunello|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rennina brunello di montalcino|it|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rennina brunello di montalcino|it|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=897
W|gaja|restituta brunello di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|restituta sugarville|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rey|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rey|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rey|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rey langhe dop gaja prezzo su richiesta|it|r|??|langhe|langhe|2020|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rey langhe dop gaja prezzo su richiesta|it|r|??|langhe|langhe|2021|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rey|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rey gaja|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rey langhe dop gaja prezzo su richiesta|it|r|??|langhe|langhe|2022|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rey langhe dop gaja|it|r|??|langhe|langhe|2023|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossibass bianco dop cl 75|??|w|??|??|??|nv|12.5|dop|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossibass piedmont white dry135 075|it|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossj bass 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossj bass|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossj bass|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossj bass blanc|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossj bass chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossj bass chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossj bass chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossj bass chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossj bass chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=919
W|gaja|rossj bass langhe|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossj bass langhe|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossj bass langhe chardonnay|it|w|chardonnay|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossj bass langhe doc 6 x|it|r|??|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossj bass langhe dop|it|r|??|langhe|langhe|nv|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossj bass langhe dop half btls|it|r|??|langhe|langhe|nv|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=927
W|gaja|rossjbass|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass 0750|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass 20202021|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe dop|it|r|??|langhe|langhe|2021|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=936
W|gaja|rossjbass|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=936
W|gaja|rossjbass|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=936
W|gaja|rossjbass piemonte|it|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass 20222023|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=942
W|gaja|rossjbass|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=942
W|gaja|rossjbass|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=942
W|gaja|rossjbass langhe dop|it|r|??|langhe|langhe|2023|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass bianco dop|??|w|??|??|??|nv|12.5|dop|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossjbass chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossjbass chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossjbass chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossjbass chardonnaysauvignon blanc|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossjbass chardonnaysauvignon blanc|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossjbass langhe|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=954
W|gaja|rossjbass langhe|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=954
W|gaja|rossjbass langhe 0|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe 1|it|r|??|langhe|langhe|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe|it|r|??|langhe|langhe|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe|it|r|??|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe 0|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe bianco|it|w|??|langhe|langhe|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossjbass langhe bianco chardonnay|it|w|chardonnay|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|rossjbass langhe doc|it|r|??|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe doc|it|r|??|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=966
W|gaja|rossjbass langhe doc|it|r|??|langhe|langhe|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe doc|it|r|??|langhe|langhe|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|rossjbass langhe dop 494 z|it|r|??|langhe|langhe|2022|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|san lorenzo barbaresco docg 100 nebbiolo 0|it|r|nebbiolo|barbaresco|barbaresco|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|sauv blanc alteni|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaja|sito moresco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|sito moresco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|gaja|sito moresco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|gaja|sito moresco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|gaja|sito moresco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|gaja|sito moresco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|gaja|sito moresco|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|sito moresco|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|sito moresco|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|sito moresco|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|gaja|sito moresco langhe|it|r|??|langhe|langhe|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|sito moresco langhe|it|r|??|langhe|langhe|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=983
W|gaja|sito moresco langhe|it|r|??|langhe|langhe|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=983
W|gaja|sito moresco|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|sito moresco|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=986
W|gaja|sito moresco|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|sito moresco|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=988
W|gaja|sito moresco|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=988
W|gaja|sito moresco|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=988
W|gaja|sito moresco 202021|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|sito moresco 20202122 langhe doc tinto 0|it|r|??|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|sito moresco|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|sito moresco|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
W|gaja|sito moresco|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
W|gaja|sito moresco|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
W|gaja|sito moresco|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
W|gaja|sito moresco|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
W|gaja|sito moresco|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
