W|rose|periquita|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|capoani 2025|??|p|??|??|??|2025|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|canto x decimo 2024 alentejo|pt|p|??|alentejo|??|2024|12.5|DO|medio|saladas, sushi, petiscos|seco
X|=537
W|rose|canfo petit verdot|??|p|petit verdot|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|camino de chile pinot noir|cl|p|pinot noir|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|camino de chile pinot noir|cl|p|pinot noir|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=987
W|rose|caminhos cruzados colheita 2020 dao|pt|p|??|dao|??|2020|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|camaleao alvarinho touriga nacional 2024 vinhos verdes|??|p|??|??|??|2024|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|calvet varietals cinsault|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|calvet du anjou|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|calvet cotes de provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|callia|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|caliterra reserva syrah|??|p|syrah|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|calamares|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|calamares|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=996
W|rose|cala rey rosado tempranillo|??|p|tempranillo|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cala rey rosado 13 aromas frutados harmonizacao peixes e frutos do mar|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cais da ribeira|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|caiado 2024 alentejo|pt|p|??|alentejo|??|2024|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|cabriz colheita selecionada dao kit 4 garrafas|pt|p|??|dao|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|cabriz colheita selecionada dao|pt|p|??|dao|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|cabriz colheita selecionada dao|pt|p|??|dao|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco|=1003
