W|gevreychambertin|premier cru champeaux tres vieilles vignes|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gewurztraminer|grains nobles|??|w|??|??|??|2008|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gran cru steiner maceration domaine pierre frick|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gran reserva morande|??|w|??|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru|??|w|??|??|??|2015|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru rosacker|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru altenberg bergheim domaine fernand engel|??|w|??|??|??|2020|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru altenberg de bergbeten|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru altenberg de bergheim gustave lorentz|??|w|??|??|??|2013|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru altenberg old vines alsace grand cru gustave lorentz bouteille|fr|w|??|??|??|2011|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru aoc alsazia vino bianco amabile francia cave de ribeauville|??|w|??|??|??|nv|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru brand cave de turckheim 140|??|w|??|??|??|2020|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru brand albert boxler frankrijk elzas wit|??|w|??|??|??|2019|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru brand cave de turckheim|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru dopff irion sporen 202223|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru eichberg|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru eichberg|??|w|??|??|??|2020|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru eichberg domaine schneider paul|??|w|??|??|??|2021|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru eichberg domaine schneider paul|??|w|??|??|??|2022|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru eichberg wolfberger|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru frankstein|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru frankstein alsace hubert beck|fr|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru froehn cave de beblenheim|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru furstentum domaine weinbach|??|w|??|??|??|2022|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru furstentum domaine weinbach|??|w|??|??|??|2023|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru furstentum domaine weinbach|??|w|??|??|??|2024|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru goldert clos saintimer la chapelle ernest burn blanc|??|w|??|??|??|2019|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru h kieffer bl|??|w|??|??|??|2022|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru hatschbourg jean weingand|??|w|??|??|??|1996|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru hatschbourg joseph cattin|??|w|??|??|??|2021|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru hengst|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru hengst|??|w|??|??|??|2011|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru hengst vendange tardive domaine josmeyer|??|w|??|??|??|2001|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kaefferkopf|??|w|??|??|??|2016|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kaefferkopf geschickt|??|w|??|??|??|2017|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kaefferkopf henri ehrhart|??|w|??|??|??|2021|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kaefferkopf etienne simonis blanc|??|w|??|??|??|2023|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kaefferkopf alsace|fr|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kaefferkopf henri ehrhart|??|w|??|??|??|2023|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kanslerberg|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kessler|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kessler|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kessler|??|w|??|??|??|2022|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kessler selection de grains nobles alsace gewurztraminer blanc domaine dirlercade|fr|w|??|??|??|2011|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kirchberg de barr|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kirchberg de barr bio domaine hering aoc alsace|fr|w|??|??|??|nv|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kitterle domaine schlumberger|??|w|??|??|??|2012|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kitterle|??|w|??|??|??|2021|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru kitterle|??|w|??|??|??|2022|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru mambourg|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru mambourg domaine weinbach|??|w|??|??|??|2016|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru mambourg michel fonne|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru marckrain|??|w|??|??|??|2020|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru meyerfonne wineckschlossberg|??|w|??|??|??|2023|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru osterberg andre kientzler blanc|??|w|??|??|??|2019|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru pfersigberg|??|w|??|??|??|2022|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru pfersigberg paul ginglinger alsace frankrig|fr|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru pfingstberg|??|w|??|??|??|2020|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru pfingstberg vendanges tardives domaine haegelin|??|w|??|??|??|2015|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru praelatenberg|??|w|??|??|??|2022|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru rosacker|??|w|??|??|??|2013|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru schoenenbourg|??|w|??|??|??|2016|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru schoenenbourg|??|w|??|??|??|2017|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru shoenenbourg|??|w|??|??|??|2017|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru spiegel|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru spiegel alsace gewurztraminer blanc domaine dirlercade|fr|w|??|??|??|2015|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru sporen de riquewihr sigil|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru sporen vendages tardives domaine meyer fonne|??|w|??|??|??|2017|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru steingrubler sec wunsch mann|??|w|??|??|??|2023|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru vendanges tardives lorentz|??|w|??|??|??|1994|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru vorbourg|??|w|??|??|??|2023|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru vorbourg vendanges tardives schlegel boeglin blanc|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru winzenberg hubert meyer|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru zinnkoepfle bio vendanges tardives domaine leon boesch|??|w|??|??|??|2022|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru zotzenberg|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand cru zotzenberg|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco|=964
W|gewurztraminer|grand cru zotzenberg|??|w|??|??|??|2022|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grand reserve|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grande reserve|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grande reserve|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|granite de dambachlaville beckhartweg|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grapillon feudo di san maurizio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grd cru brand dopff2017 c6|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grossi laue|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gruss|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gt fruchtig|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|haguenau|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hart cuvee caroline domaine schoffit ml 750 cod bpa82|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hauller alsace|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hautnah mitterberg igt|??|w|??|??|??|nv|12.5|igt|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|heimbourg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|heimbourg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=980
W|gewurztraminer|hengst alsace grand cru andre ehrhart|fr|w|??|??|??|2022|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hengst grand cru|??|w|??|??|??|1997|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hengst grand cru|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hengst grand cru|??|w|??|??|??|2020|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hengst grand cru|??|w|??|??|??|2021|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|henri kieffer bl|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|henry fuchs alsazia|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|herrenweg de turckheim vieilles vignes domaine zindhumbrecht|??|w|??|??|??|2008|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|heuben steinbach|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hieronymus und alexander gutswein weingut rappenhof|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hlun|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hlun|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=992
W|gewurztraminer|hlun sandbichler|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hlun sandbichler|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=994
W|gewurztraminer|hoffstatter|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hofstatter kolbenhof|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hofstatter kolbenhof|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=997
W|gewurztraminer|hohenstein dolomiti biologico baron longo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|hospice de colmar|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
