W|ginebra|boodles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gio|barba fontanelle|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gio|barba montepulciano dabruzzo old vines|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gio|caixa com 6 garrafas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gio|marca trevigiana pinot grigio no added sulphur 125|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gio|pinot grigio|??|w|pinot grigio|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gio|porro bresaola zero zero 70g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gio|prosecco doc vino frizzante|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gio|romato rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gio|romato rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=980
W|gio|rosato pinot grigio|??|p|pinot grigio|??|??|2017|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gio|rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gio|test product|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gioca|ora|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giocaia|il base|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giocato|brda merlotcabernet sauvignon red|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giocato|brda pinot grigio white|??|w|pinot grigio|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giocato|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giocato|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giocato|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=990
W|giocato|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=990
W|giocato|pinot grigio 25|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giocato|pinot grigio slovenia|si|w|pinot grigio|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giocato|sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giocheremo|con i fiori abruzzo doc pecorino|??|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|giocheremo|con i fiori abruzzo doc pecorino|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|giocheremo|con i fiori pecorino doc torre dei beati|??|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|giocheremo|con i fiori pecorino torre dei beati vin biologique|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giochessa|giochessa|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
