W|dalamara naoussa|naoussa|gr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton pink|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=938
W|dalton pink|moscato 20|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton pink|moscato 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton pinot|gris|fr|w|pinot gris|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton red|blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton red|blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=943
W|dalton red|blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=943
W|dalton res|cab sauv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton reserve|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|dalton reserve|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco|=947
W|dalton reserve|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco|=947
W|dalton reserve|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco|=947
W|dalton reserve|cabernet sauvignon 2016 kosher red wine|fr|r|cabernet sauvignon|??|??|2016|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|dalton reserve|cabernet sauvignon 2021|fr|r|cabernet sauvignon|??|??|2021|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|dalton reserve|merlot|fr|r|merlot|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|dalton reserve|merlot 17|fr|r|merlot|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|dalton reserve|merlot 2018|fr|r|merlot|??|??|2018|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|dalton reserve|sauvignon blanc 2021|fr|w|sauvignon blanc|??|??|2021|12.5|RESERVE|medio|peixe, frutos do mar|seco
W|dalton reserve|shiraz|fr|r|shiraz|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|dalton reserve|shiraz|fr|r|shiraz|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco|=957
W|dalton reserve|shiraz 2016 kosher red wine|fr|r|shiraz|??|??|2016|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|dalton reserve|shiraz 2017|fr|r|shiraz|??|??|2017|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|dalton rose|rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|dalton sauvignon|blanc fume|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton single|vineyard cabernet sauvignon meron 2014|fr|r|cabernet sauvignon|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton single|vineyard elkosh cabarnet suvignon 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton single|vineyard elkosh shiraz 2017|fr|r|shiraz|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton single|vineyard zivon cabernet sauvignon 2018|fr|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton single|vineyard zivon cabernet sauvignon kosher red wine|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton single|vineyard zivon cabernet sauvignon kosher red wine|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=967
W|dalton smocked|ruffle tank top brown tulum|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton sparkling|brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dalton tinto|tinto|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton unoaked|chard|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton unoaked|chardonnay israel kosher 2017|fr|w|chardonnay|??|??|2017|12.5|??|medio|peixe, frutos do mar|seco
S
W|dalton white|blend|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton white|of earth|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton wild|one chenin blanc|fr|w|chenin blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton wild|one chenin blanc galilee 2024|fr|w|chenin blanc|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dalton winery|galilee canaan red 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton winery|galilee chardonnay unoaked 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalton winery|galilee fume blanc oak aged 2023|fr|w|??|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalton winery|paradisia orange wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton winery|paradisia orange wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=982
W|dalton zivon|cabernet sauvignon 17 library wine|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|daluar blanco|y rosado demi sec|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|demi-sec
W|dalva|10 anos|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalva|10 anos dry white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalva|10 anos dry white port|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalva|10 anos porto|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos|doce
W|dalva|10 anos porto|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos|doce|=989
W|dalva|10 anos porto antiga|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos|doce
W|dalva|10 anos tawny porto|pt|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos|doce
W|dalva|10 ar dry white|ar|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalva|10 ar tawny|ar|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalva|10 ar tawny|ar|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=994
W|dalva|10 ars|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalva|10 ars 12 fl|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalva|10 ars dry white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalva|10 ars dry white port|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalva|10 ars tawny|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
