W|gran legado|tinto suave|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo italy|it|r|montepulciano|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo italy|it|r|montepulciano|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo italy|it|r|montepulciano|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=909
W|gran sasso|montepulciano dabruzzo 3990 z|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo colline teramane alta quota|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo doc|it|r|montepulciano|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo doc|it|r|montepulciano|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=913
W|gran sasso|montepulciano dabruzzo doc|it|r|montepulciano|??|??|2016|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo doc|it|r|montepulciano|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo doc|it|r|montepulciano|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo doc 6|it|r|montepulciano|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo italy|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo italy|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=919
W|gran sasso|montepulciano doc|it|r|montepulciano|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|pecorino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pecorino white dry 125 075|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pecorino alta quota|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pecorino alta quota|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=924
W|gran sasso|pecorino alta quota igp|??|w|??|??|??|2023|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pecorino alta quota terre di chieti|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pecorino terre di chieti alta quota|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=929
W|gran sasso|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=929
W|gran sasso|pinot grigio italy|it|w|pinot grigio|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio italy|it|w|pinot grigio|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio italy|it|w|pinot grigio|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio italy|it|w|pinot grigio|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio italy|it|w|pinot grigio|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio italy|it|w|pinot grigio|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio italy|it|w|pinot grigio|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio italy|it|w|pinot grigio|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio|??|w|pinot grigio|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio|??|w|pinot grigio|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio 6|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|pinot grigio igp|??|w|pinot grigio|??|??|nv|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|primitivo|??|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|primitivo puglia igp|it|r|primitivo|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|primitivo puglia igp|it|r|primitivo|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco|=945
W|gran sasso|primitivo puglia igp|it|r|primitivo|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco|=945
W|gran sasso|retro sangiovese|??|r|sangiovese|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|sangiovese igt|??|r|sangiovese|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|sangiovese igt|??|r|sangiovese|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco|=949
W|gran sasso|trebbiano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|trebbiano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=951
W|gran sasso|trebbiano d abruzzo vendemmia ddoc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|trebbiano dabruzzo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|trebbiano dabruzzo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=954
W|gran sasso|trebbiano dabruzzo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=954
W|gran sasso|trebbiano dabruzzo doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|trebbiano dabruzzo doc|??|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|trebbiano dabruzzo italy|it|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran secreto|malbec reserva|??|r|malbec|??|??|2007|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran seleccion|gran seleccion|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran seleccion|gran seleccion|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|gran seleccion|gran seleccion|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|gran seleccion|gran seleccion|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|gran seleccion|gran seleccion|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|gran seleccion|gran seleccion|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|gran seleccion|gran seleccion|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|gran seleccion|gran seleccion|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|gran seleccion|gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran seleccion|gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|gran seleccion|gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|gran seleccion|gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|gran seleccion|gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|gran seleccion|gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|gran seleccion|gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|gran seleccion|gran reserva hnos perez pascuas|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran seleccion|ocucaje italia|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gran selezione|gran selezione|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran selezione|gran selezione|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran selezione|single bottle|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran selezione|wooden case|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran selezione|single bottle|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran selezione|chianti classico docg|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gran selezione|single bottle|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran selezione|cancello rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran selezione|chianti classico|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran selezione|chianti classico nittardi 1550|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran selezione|pursosangue|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sello|bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sello|espagne castilla|es|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sello|macabeo verdejo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sello|organico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sello|tempranillo garnacha|es|r|tempranillo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sello|tempranillo syrah|es|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sello|tempranillo syrah|es|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=995
W|gran sello|tempranillo syrah 14|es|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran serpaia|gran serpaia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran serpaia|di endrizzi doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gran siesta|adobe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
