W|francois ducrot|auguste orange vdf 2023|fr|r|??|??|??|2023|13.5|VDF|encorpado|carne vermelha, queijo|seco
W|francois saintlo|hey gro 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|hey gro 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|le bois guyon 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|le bois guyon 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|les bois guyon 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|les palennes 2019 cabernet franc|fr|r|cabernet franc|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|les palennes 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|les pouches 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|les pouches 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|les pouches chenin blanc 2021|fr|w|chenin blanc|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|francois saintlo|les pouches maceration 2019 chenin blanc|fr|w|chenin blanc|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|francois saintlo|les pouches maceration 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|les pouches maceration 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|les pouches maceration 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=859
W|francois saintlo|les pouches maceration 2021 chenin blanc|fr|w|chenin blanc|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|francois saintlo|les pouches maceration 2021 chenin blanc|fr|w|chenin blanc|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco|=861
W|francois saintlo|les pouches maceration 2022 chenin blanc|fr|w|chenin blanc|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois saintlo|les pouches maceration amphore 1 2020 chenin blanc|fr|w|chenin blanc|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois saintlo|pouant 2020 chenin blanc|fr|w|chenin blanc|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois saintlo|pouches maceration deuxieme amphore 2020 chenin blanc|fr|w|chenin blanc|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois saintlo|saint lopet pet nat 2018|fr|s|??|??|??|2018|12|??|medio|aperitivos, frutos do mar|brut
W|francois saintlo|unis de bois guyon 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|unis de bois guyon 2022 mag|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|unis de bois guyon pineau daunis 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|vin de france red grolleau hey gro 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|vin de france red les palennes cabernet franc 2020|fr|r|cabernet franc|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois schmitt|cremant blanc de blancs|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois schmitt|la colline aux cailloux alsace 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois seconde|champagne brut grand cru|fr|s|??|champagne|champagne|NV|12|GRAND CRU|medio|aperitivos, frutos do mar|brut
W|francois seconde|champagne brut grand cru|fr|s|??|champagne|champagne|NV|12|GRAND CRU|medio|aperitivos, frutos do mar|brut|=875
W|francois seconde|champagne grand cru brut champagne france|fr|s|??|champagne|champagne|NV|12|GRAND CRU|medio|aperitivos, frutos do mar|brut
W|francois seconde|clavier composition brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois seconde|coteaux champenois sillery grand cru blanc|fr|w|??|??|??|NV|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois seconde|coteaux champenois sillery grand cru rouge|fr|r|??|??|??|NV|13.5|GRAND CRU|encorpado|carne vermelha, queijo|seco
W|francois seconde|coteaux champenois sillery rouge|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois seconde|grand cru brut|fr|s|??|??|??|NV|12|GRAND CRU|medio|aperitivos, frutos do mar|brut
W|francois seconde|grand cru brut|fr|s|??|??|??|NV|12|GRAND CRU|medio|aperitivos, frutos do mar|brut|=882
W|francois seconde|grand cru brut champagne france nv|fr|s|??|champagne|champagne|NV|12|GRAND CRU|medio|aperitivos, frutos do mar|brut
W|francois seconde|grand cru brut nv|fr|s|??|??|??|NV|12|GRAND CRU|medio|aperitivos, frutos do mar|brut
W|francois seconde|grand cru brut rose|fr|s|??|??|??|NV|12|GRAND CRU|medio|aperitivos, frutos do mar|brut
W|francois seconde|grand cru brut rose champagne france nv|fr|s|??|champagne|champagne|NV|12|GRAND CRU|medio|aperitivos, frutos do mar|brut
W|francois seconde|grand cru integral zero dosage|fr|r|??|??|??|NV|13.5|GRAND CRU|encorpado|carne vermelha, queijo|seco
W|francois seconde|la loge blanc de noirs 2018 basar|fr|w|??|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois seconde|nv coteaux champenois sillery blanc still|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|francois seconde|nv coteaux champenois sillery rouge still|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois seconde|puisieulx grand cru les petites vignes|fr|r|??|??|??|NV|13.5|GRAND CRU|encorpado|carne vermelha, queijo|seco
W|francois seconde|rose 2018 basar|fr|p|??|??|??|2018|13.5|??|medio|frutos do mar, saladas|seco
W|francois seconde|sermiers 1er cru blanc de blancs|fr|w|??|??|??|NV|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois seconde|sillery grand cru blanc de blancs 2017|fr|w|??|??|??|2017|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois seconde|sillery grand cru la loge blanc de noirs|fr|w|??|??|??|NV|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois sehedic|cidre brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois sehedic|cidre brut 12|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois sehedic|cidre brut 12|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=898
W|francois sehedic|cidre brut 20|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois sehedic|cidre pays fouesnantais nv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois thienpont|blanc 2018|fr|w|??|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois thienpont|bordeaux blanc 2018 magnum|fr|w|??|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois thienpont|la violette du manoir 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois v|niekerk magnum pinotage 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois vallois|reserve demisec|fr|r|??|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|demi-sec
W|francois van|niekerk pinotage|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois van|niekerk pinotage 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois van|niekerk pinotage 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois van|niekerk pinotage 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=909
W|francois van|niekerk pinotage 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=909
W|francois van|niekerk pinotage 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois van|niekerk pinotage 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=912
W|francois van|niekerk pinotage 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois van|niekerk pinotage vintage trilogy|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|villard|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|certitude crozes hermitage bot|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|collines rhodaniennes syrah lappel des sereines 2022|fr|r|syrah|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|condrieu|fr|w|viognier|rhone|condrieu|NV|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu condrieu de poncins 2020|fr|w|viognier|rhone|condrieu|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu de poncins 2020|fr|w|viognier|rhone|condrieu|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu deponcins|fr|w|viognier|rhone|condrieu|NV|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu deponcins 2022|fr|w|viognier|rhone|condrieu|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu le grand vallon|fr|w|viognier|rhone|condrieu|NV|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu le grand vallon|fr|w|viognier|rhone|condrieu|NV|12.5|??|medio|peixe, frutos do mar|seco|=925
W|francois villard|condrieu le grand vallon 2018|fr|w|viognier|rhone|condrieu|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu le grand vallon 2022|fr|w|viognier|rhone|condrieu|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu les terrases du palat|fr|w|viognier|rhone|condrieu|NV|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu les terrasses du palat 135vol 2022|fr|w|viognier|rhone|condrieu|2022|13.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu les terrasses du palat 2017|fr|w|viognier|rhone|condrieu|2017|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu les terrasses du palat 2020|fr|w|viognier|rhone|condrieu|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu les terrasses du palat 2022|fr|w|viognier|rhone|condrieu|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu terrasses du palat 2022|fr|w|viognier|rhone|condrieu|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|condrieu terrasses du palat 2023|fr|w|viognier|rhone|condrieu|2023|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|contours de deponcins viognier|fr|w|viognier|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|cornas jouvet|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|cornas jouvet 13vol 2021|fr|r|??|??|??|2021|13|??|encorpado|carne vermelha, queijo|seco
W|francois villard|cornas jouvet 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|cornas jouvet 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=939
W|francois villard|cote rotie le gallet blanc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|cote rotie le gallet blanc 2020|fr|w|??|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|cote rotie le gallet blanc 2021|fr|w|??|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|coterotie la brocarde 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|coterotie le gallet blanc 125vol 2022|fr|w|??|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|coterotie le gallet blanc 2019|fr|w|??|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|coterotie le gallet blanc 2020|fr|w|??|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|coterotie le gallet blanc 2021|fr|w|??|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|coterotie le gallet blanc 2022|fr|w|??|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|coterotie le gallet blanc 2023|fr|w|??|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|coterotie le gallet blanc 2023|fr|w|??|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=950
W|francois villard|cour de recre crozes hermitage bot|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|crozedhermitage certitude rouge 125vol 2021|fr|r|??|??|??|2021|12.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|crozes hermitage certitude 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|crozeshermitage certitude 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|crozeshermitage certitude 2022 rhone valley france|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|crozeshermitage cour de recre blanc 13vol 2022|fr|w|??|??|??|2022|13|??|medio|peixe, frutos do mar|seco
W|francois villard|crozeshermitage les malfondieres 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|jouvet cornas syrah bot|fr|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|la sirene blanche 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|la sirene blanche collines rhodaniennes blanc 2024|fr|w|??|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|lappel des sereines 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|lappel des sereines 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=962
W|francois villard|lappel des sereines 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|lappel des sereines 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=964
W|francois villard|lappel des sereines 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|lappel des sereines 2022 igp collines rhodaniennes|fr|r|??|??|??|2022|13.5|IGP|encorpado|carne vermelha, queijo|seco
W|francois villard|lappel des sereines 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|lappel des sereines 2023 rhone valley france|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|lappel des sereines syrah|fr|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|lappel des sereines syrah|fr|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=970
W|francois villard|lappel des sereines syrah 2020|fr|r|syrah|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|lappel des sereines syrah 2021|fr|r|syrah|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|lappel des sereines syrah 2022|fr|r|syrah|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|lappel des sereines syrah 2022|fr|r|syrah|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=974
W|francois villard|lappel des sereines syrah 2022|fr|r|syrah|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=974
W|francois villard|lappel des sereines syrah 2023|fr|r|syrah|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|lappel des sereines syrah bot|fr|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|le gallet blanc 2022 coterotie|fr|w|??|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|le gallet blanc 2023 coterotie stmichelsurrhone france 13|fr|w|??|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|les contours de deponcins 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|les contours de deponcins viognier 2023|fr|w|viognier|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|les contours de deponcins viognier igp collines rhodaniennes 2023|fr|w|viognier|??|??|2023|12.5|IGP|medio|peixe, frutos do mar|seco
W|francois villard|les contours de mairlant 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|les contours de mairlant 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|les contours de mairlant marsanne roussanne 2021|fr|w|marsanne, roussanne|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|les contours de mairlant marsanne roussanne 2023|fr|w|marsanne, roussanne|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|les contours de mairlant marsanne roussanne 2023 occ of 6 bottles|fr|w|marsanne, roussanne|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|les contours de mairlant white blend|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|les malfondieres 2023 vin de crozeshermitage|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|les terrasses du palat 2022 condrieu|fr|w|viognier|rhone|condrieu|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|mairlant saint joseph 2018|fr|r|syrah|rhone|saint-joseph|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|marsanne roussanne collines rhodaniennes les contours de mairlant 2023|fr|w|marsanne, roussanne|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|marsanne roussanne version saintperay rhone france 2022|fr|w|marsanne, roussanne|rhone|saint-peray|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|marsanneroussanne contours de mairlant|fr|r|marsanne, roussanne|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|marsanneroussanne les contours de mairlant 13vol 2022|fr|r|marsanne, roussanne|??|??|2022|13|??|encorpado|carne vermelha, queijo|seco
W|francois villard|poivre et sol 2023 vin de saintjoseph|fr|r|syrah|rhone|saint-joseph|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois villard|quintessence viognier 1999|fr|w|viognier|??|??|1999|12.5|??|medio|peixe, frutos do mar|seco
W|francois villard|saint joseph gran reflet 13vol 2012|fr|r|syrah|rhone|saint-joseph|2012|13|??|encorpado|carne vermelha, queijo|seco
W|francois villard|saint joseph mairlant 2018|fr|r|syrah|rhone|saint-joseph|2018|13.5|??|encorpado|carne vermelha, queijo|seco
