W|lammidia|miscela bianco 20 abruzzo|it|r|??|abruzzo|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc lambrusco del fondatore cleto chiarli|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=898
W|lambrusco di|sorbara doc lambrusco del fondatore cleto chiarli|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=898
W|lambrusco di|sorbara doc lambrusco del fondatore cleto chiarli|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=898
W|lambrusco di|sorbara doc lambrusco del fondatore cleto chiarli|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=898
W|lambrusco di|sorbara doc il serraglio serraglio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc il serraglio serraglio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=903
W|lambrusco di|sorbara doc il serraglio magnum serraglio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc il serraglio magnum serraglio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=905
W|lambrusco di|sorbara doc fondo malatesta cleto chiarli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc ciso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc cantina di soliera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc cantina di soliera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=909
W|lambrusco di|sorbara doc amabile 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc rimosso 0|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc 1 giacobazzi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara divino doc cantina divinja|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara divino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara ddr metodo classico cantina della volta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara brutrosso|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco di|sorbara brut silvia zucchi in purezza|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lambrusco di|sorbara a giuseppe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara 36 met class cantina della volta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|modena x amabile|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|modena spumante dry pruno nero 0|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco di|modena secco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|modena operapura|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|modena ko cantina di carpi e sorbara emiliaromagna italien|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|modena dop amabile|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|modena doc spumante dry pruno nero cleto chiarli|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco di|modena doc spumante dry pruno nero cleto chiarli|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=928
W|lambrusco di|modena doc spumante dry pruno nero cleto chiarli|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=928
W|lambrusco di|modena doc spumante dry cleto chiarli|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco di|modena doc spumante brut metodo classico grosso paltrinieri|??|s|??|??|??|2021|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lambrusco di|modena doc spumante brut metodo classico grosso paltrinieri|??|s|??|??|??|2021|12|??|leve|aperitivos; frutos do mar; canapes|brut|=932
W|lambrusco di|modena doc spumante brut metodo classico grosso paltrinieri|??|s|??|??|??|2021|12|??|leve|aperitivos; frutos do mar; canapes|brut|=932
W|lambrusco di|modena doc spumante brut metodo classico grosso paltrinieri|??|s|??|??|??|2021|12|??|leve|aperitivos; frutos do mar; canapes|brut|=932
W|lambrusco di|modena cantina della pioppa nv emiliaromagna italy|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|modena by cantina della pioppa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|modena brut opera02|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lambrusco di|modena amabile|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|modena|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|grasparossa doc cantina di soliera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|grasparossa doc cantina di soliera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=941
W|lambrusco di|grasparossa di castelvetro rive dei ciliegi vezzelli|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|grasparossa cavicchioli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|grasparossa amabile gala|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|grasparossa amabile doc cantina di soliera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|grasparossa amabile doc cantina di soliera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=946
W|lambrusco di|castelvetro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|demisec montelocco|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|demi-sec
W|lambrusco|demilia amabile donna linda branco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemillia rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia rosso frizzante igt falcorubens col fondo terraquilia|??|s|??|??|??|2019|12|igt|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|dellemilia rosso frizzante igt falcorubens col fondo terraquilia|??|s|??|??|??|2019|12|igt|leve|aperitivos; frutos do mar; canapes|seco|=952
W|lambrusco|dellemilia rosso frizzante igt falcorubens col fondo terraquilia|??|s|??|??|??|2019|12|igt|leve|aperitivos; frutos do mar; canapes|seco|=952
W|lambrusco|dellemilia rosso frizzante igt falconero zero terraquilia|??|s|??|??|??|2019|12|igt|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|dellemilia rosso frizzante igt falconero zero terraquilia|??|s|??|??|??|2019|12|igt|leve|aperitivos; frutos do mar; canapes|seco|=955
W|lambrusco|dellemilia rosso frizzante igt falconero zero terraquilia|??|s|??|??|??|2019|12|igt|leve|aperitivos; frutos do mar; canapes|seco|=955
W|lambrusco|dellemilia rosso frizzante igt falconero zero terraquilia|??|s|??|??|??|2019|12|igt|leve|aperitivos; frutos do mar; canapes|seco|=955
W|lambrusco|dellemilia rosso decordi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia rosso amabile villa fabrizia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia rose maranello|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco|dellemilia rosa dei venti podere cipolla di denny bini|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia rosa dei venti podere cipolla di denny bini|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia ponente 270 podere cipolla di denny bini|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia ponente 270 podere cipolla di denny bini|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia picol ross tenuta la piccola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia ogni giorno 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia nero di cio tenuta la piccola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia libeccio 225 podere cipolla di denny bini|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia igt vino frizzante rosso|??|s|??|??|??|NV|12|igt|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|dellemilia igt vino frizzante rosato|??|s|??|??|??|NV|12|igt|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|dellemilia igt vino frizzante bianco|??|s|??|??|??|NV|12|igt|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|dellemilia igt solco paltrinieri emilia romagna italy nv|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia igt solco paltrinieri|??|r|??|??|??|2024|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia igt solco paltrinieri|??|r|??|??|??|2024|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=974
W|lambrusco|dellemilia igt solco paltrinieri|??|r|??|??|??|2024|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=974
W|lambrusco|dellemilia igt solco paltrinieri|??|r|??|??|??|2024|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=974
W|lambrusco|dellemilia igt solco paltrinieri|??|r|??|??|??|2024|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=974
W|lambrusco|dellemilia igt s giuseppe bianco|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia igt rosso s giuseppe|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia igt rosso dolce|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia igt rose|??|p|??|??|??|NV|12.5|igt|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco|dellemilia igt cl 75 otello nero di lambrusco linea 1813 cantine ceci|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia igt camillo donati|??|r|??|??|??|2024|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia igp senzafondo lusvardi|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia igp senzafondo lusvardi|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; massas; queijos|seco|=985
W|lambrusco|dellemilia igp senzafondo lusvardi|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; massas; queijos|seco|=985
W|lambrusco|dellemilia igp lusvardi rose lusvardi|??|p|??|??|??|NV|12.5|igp|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco|dellemilia igp lusvardi rose lusvardi|??|p|??|??|??|NV|12.5|igp|leve|saladas; peixes grelhados; massas leves|seco|=988
W|lambrusco|dellemilia igp lusvardi rose lusvardi|??|p|??|??|??|NV|12.5|igp|leve|saladas; peixes grelhados; massas leves|seco|=988
W|lambrusco|dellemilia igp lusvardi brut lusvardi|??|s|??|??|??|NV|12|igp|leve|aperitivos; frutos do mar; canapes|brut
W|lambrusco|dellemilia igp lusvardi brut lusvardi|??|s|??|??|??|NV|12|igp|leve|aperitivos; frutos do mar; canapes|brut|=991
W|lambrusco|dellemilia igp lusvardi brut lusvardi|??|s|??|??|??|NV|12|igp|leve|aperitivos; frutos do mar; canapes|brut|=991
W|lambrusco|dellemilia frizzante|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|dellemilia festa nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia bianco maranello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia bianco amabile villa fabrizia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dellemilia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dell emilia tramontino rosato secco|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco|dell emilia tinto amabile|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
