W|do|porto ceremony ruby|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|casillero del diablo cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=863
W|casillero del diablo cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=863
W|casillero del diablo blanc cabernet|cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo blanc cabernet|cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=869
W|casillero del diablo black cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo black cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=871
W|casillero del diablo belight sauvigon blanc|blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo belight sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casillero del diablo belight sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=874
W|casillero del diablo belight sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=874
W|casillero del diablo belight sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=874
W|casillero del diablo belight|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|casillero del diablo belight|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=878
W|casillero del diablo belight|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=878
W|casillero del diablo belight|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=878
W|casillero del diablo belight|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=878
W|casillero del diablo belight red|red|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo belight red|red|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=883
W|casas del toqui|single estate sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casas del toqui|single estate sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=885
W|casas del toqui|single estate chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casas del toqui se sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casas del toqui|pinot noir|??|r|pinot noir|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casas del toqui|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|casas del toqui|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=890
W|casas del toqui|carmenere|??|r|carmenere|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casas del toqui|carmenere|??|r|carmenere|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=892
W|casas del toqui|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casas del toqui|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=894
W|casas del bosque|pinot noir|??|r|pinot noir|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casas del bosque|carmenere|??|r|carmenere|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casas del bosque|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casas del bosque la trampa|trampa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casas del bosque|syrah mega promocao|??|r|syrah|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casas del bosque|syrah|??|r|syrah|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casas del bosque|syrah|??|r|syrah|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=901
W|casas del bosque|syrah|??|r|syrah|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=901
W|casas del bosque|pinot noir super oferta|??|r|pinot noir|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casas del bosque|pinot noir|??|r|pinot noir|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=896
W|casas del bosque|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|casas del bosque|carmenere super oferta|??|r|carmenere|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casas del bosque|carmenere|??|r|carmenere|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=897
W|casas del bosque|carmenere|??|r|carmenere|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=897
W|casas del bosque|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=898
W|casas del bosque|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=898
W|casas del bosque|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=898
W|casas del bosque|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=898
W|casas del bosque|gran bosque cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casas del bosque collection sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casas del bosque collection chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casas del bosque collection carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casas del bosque collection carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=917
W|casas del bosque collection cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casas del bosque chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casas del bosque botanic series pinot noir|rose|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|casal miranda verde|doc branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casal miranda verde|doc branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=922
W|casal mendes verde|verde|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casal mendes|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|casal mendes|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=925
W|casal mendes|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=925
W|casal garcia verde|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casal garcia verde|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=928
W|casal garcia|tinto 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casal garcia|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casal garcia|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=931
W|casal garcia|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=931
W|casal garcia|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=931
W|casal garcia sweet verde|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casal garcia sweet|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|casal garcia sweet|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=936
W|casal garcia sweet|sweet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casal garcia sweet|sweet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=938
W|casal garcia|rose 1x|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|casal garcia|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|casal garcia|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=941
W|casal garcia|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=941
W|casal garcia|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=941
W|casal garcia fruitzy strawberry morango|morango|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casal garcia fruitzy passion fruit maracuja|maracuja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casal garcia|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casal garcia|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=947
W|casal garcia|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=947
W|casal garcia|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=947
W|casal garcia|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=947
W|casa valduga terroir sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casa valduga terroir sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=952
W|casa valduga terroir pinot noir|noir|??|r|pinot noir|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga terroir pinot noir|noir|??|r|pinot noir|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=954
W|casa valduga terroir pinot noir|noir|??|r|pinot noir|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=954
W|casa valduga terroir merlot|rose|??|p|merlot|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|casa valduga terroir merlot|merlot|??|r|merlot|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga terroir merlot|merlot|??|r|merlot|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=958
W|casa valduga terroir gewurztraminer|gewurztraminer|??|r|??|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga terroir exclusivo viogner|viogner|??|r|??|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga terroir exclusivo tannat|tannat|??|r|tannat|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga terroir exclusivo tannat|tannat|??|r|tannat|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=962
W|casa valduga terroir exclusivo tannat|tannat|??|r|tannat|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=962
W|casa valduga terroir exclusivo syrah viognier|viognier|??|w|syrah|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casa valduga terroir exclusivo riesling renano|renano|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|casa valduga terroir exclusivo gewurztraminer|gewurztraminer|??|r|??|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga terroir chardonnay|branco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casa valduga terroir chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casa valduga terroir cabernet sauvignon|tinto|??|r|cabernet sauvignon|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga terroir cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga terroir cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=971
W|casa valduga terroir cabernet franc|franc|??|r|cabernet franc|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga terroir cabernet franc|franc|??|r|cabernet franc|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=973
W|casa valduga storia|gran reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casa valduga raizes corte|gran reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casa valduga raizes cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga origem sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casa valduga origem|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|casa valduga origem|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=979
W|casa valduga origem merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga origem merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=981
W|casa valduga origem merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=981
W|casa valduga origem merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=981
W|casa valduga origem merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=981
W|casa valduga origem elegance cabernet sauvignon meio seco|seco|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga origem elegance cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga origem elegance cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=987
W|casa valduga origem elegance cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=987
W|casa valduga origem chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casa valduga origem chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=990
W|casa valduga origem carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga origem carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=992
W|casa valduga origem cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga origem cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=994
W|casa valduga origem cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=994
W|casa valduga naturelle|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|casa valduga naturelle|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa valduga naturelle|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|casa valduga naturelle|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec|=999
W|casa valduga naturelle|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|casa valduga naturelle|tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casa valduga naturelle|branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|casa valduga naturelle frisante|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
