W|vinho|tinto holminhos 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cote des roses pinot noir pays doc|??|r|pinot noir|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cote des roses pinot noir pays doc|??|r|pinot noir|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??|=847
W|vinho|tinto frances cote des roses pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances confidences de prieure lichine 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances comtesse saint hilaire bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances comtesse saint hilaire|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances comtesse amandine bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances comte de castaniere|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances claude val|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances clarion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances clarion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=856
W|vinho|tinto frances chavalier de caylus pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateu rigaud faugeres|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chatelet desclos bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chatel beauval bordeaux jolimont|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateauneuf du pape pasquier desvignes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateauneuf du pape eguigal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau tuquet de gaillard aoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau tour du roc milon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau soliel puisseguin saintemilion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau soleil puisseguin saintemilion aoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau saint martin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau ricaud bordeaux 2016|fr|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau reserve de la comtesse pauillac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau rahoul aoc graves|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau pontetfumet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau piquaud bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau piquaud bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=873
W|vinho|tinto frances chateau picon la reserve bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau picon la reserve bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=875
W|vinho|tinto frances chateau peyruchet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau peyraud blaye cotes de bourdeaux aoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau pey latour bordeaux superieur|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau notre pere bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau maucaillou 2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau margerots bordeaux superier|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau mareil medoc cru bourgeois|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau louvie veyry|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau lou anne bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau lilian ladouys st estephe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau lilian ladouys st estephe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=886
W|vinho|tinto frances chateau les hautsconseillants pomerol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau le puy emilien|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau la rose gadis bordeaux|fr|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vinho|tinto frances chateau la courtiade bordeaux superieur|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau la castillonne|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau hautmyles medoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau grandpuy ducasse 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau grandpuy ducasse 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??|=894
W|vinho|tinto frances chateau gaudin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau fradin bourdeaux|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau dupray saintemilion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau ducasse graves|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau dubois claverie bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau du grand puch bordeaux superior|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau des combes saint emilion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau de vien cotes de bourg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau de macard bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau de la riviere fronsac aoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau de la riviere fonsac aoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau de come saintestephe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau de come saintestephe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=907
W|vinho|tinto frances chateau dauzac 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau dagel extremis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau dagel caudios|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau dagel caudios|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=911
W|vinho|tinto frances chateau cuvelier fils tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau cotes de chambeau|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau clou du pin bordeau superior|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau chaubinet aoc bordeaux seco|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau cazeau la reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau cap lousteau|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau calvimont graves rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau calvimont graves|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau bonnin la fleur blanchon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau bois la charbonniere bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau bellevue rougier bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau bellegrave pomerol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau bel air cabernet sauvignon garrafa|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau bel air 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau beausejour becot 2012|??|r|??|??|??|2012|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau auzias montagne noire|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau auzias malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau auzias la cite des vents minervois|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau auzias la cite des vents languedoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau auzias instinct marin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau auzias instinct marin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=932
W|vinho|tinto frances chateau auzias gran vin minervois|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau auzias gran vin languedoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chateau auzias gran vin languedoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=935
W|vinho|tinto frances chapoutier pays doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chapoutier luberon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chapoutier cotes du rhone|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chapelle du clos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chapelle de potensac 2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances chais du moulin sf 2020 11|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances ch pierre bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cest la vie pinot noir syrah|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cest la vie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cent vignes beaune premier cru grand vin bourgogne pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cellier du rhone cotes du rhone|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cave de cairanne gigondas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cave de cairanne chateauneuf du pape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances calvet varietals pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances calvet varietals merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances calvet varietals cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances calvet varietals cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=952
W|vinho|tinto frances calvet saint emilion vieux chateau des jouans|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances calvet cotes du rhone|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances calvet chateauneufdupape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances calvet chateauneuf du pape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances calvet chateauneuf du pape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=957
W|vinho|tinto frances calvet bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cairanne secret de campane vin de pays de la mediterranee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cairanne le pas de la beaume cotes du rhone|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cairanne le chene noir cotes du rhone villages|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cairanne grande reserve rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cairanne grande reserve rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=963
W|vinho|tinto frances cabernet syrah jp chenet|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cabernet sauvignon chateau haut la pierriere|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bourgonha chatel buis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bourgogne vincent girardin pinot noir 2022|??|r|pinot noir|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bourgogne pinot noir abel pinchard|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bourgogne passetoutgrains|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bourgogne dufouleur pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bourgogne cotes de nuits|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances boudeaux les carbonnieres|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bordeaux superieur chateau de macard reserve|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bordeaux signatures rouge|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bordeaux signatures rouge|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=975
W|vinho|tinto frances bordeaux roc la graviere|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bordeaux prestige|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bordeaux merlot cabernet sauvignon calve prestige|fr|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bordeaux chateau la rose gadis|fr|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vinho|tinto frances blason de bourgogne pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances blason de bourgogne pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=981
W|vinho|tinto frances blason de bourgogne|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances blason capelviel reserve syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances belle vie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances belle vie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=985
W|vinho|tinto frances baron de rothschild mouton cadet reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances baron darignac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bad boy bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances bad boy bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=989
W|vinho|tinto frances art de vivre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances art de vivre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=991
W|vinho|tinto frances ardeche syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances ardeche pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances ardeche merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances abbotts les fruits sa pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances a j lebegue bordeaux elegance|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances a j lebegue bordeaux elegance|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=997
W|vinho|tinto franca les jamelles blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto franca la roche|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
