W|vino|flor de maig blanco capcanes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso rosado chandon brut|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=928
W|vino|espumoso rosado celebracion|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado canan|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado calvet celebration brut|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso rosado balero espumoso rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosa prosec mionetto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso rosa nuit doree|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso roganto de nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso rivarose rosado brut|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso riunitte rose lambrusco|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso riunite prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso riunite espumoso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso riunite espumoso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=940
W|vino|espumoso riunite espumoso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=940
W|vino|espumoso riunite botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso riunite blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso riunite blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=944
W|vino|espumoso riunite blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=944
W|vino|espumoso riunite blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=944
W|vino|espumoso riunite blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=944
W|vino|espumoso riunite|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso riunite|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=949
W|vino|espumoso riunite|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=949
W|vino|espumoso riunite|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=949
W|vino|espumoso riunite|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=949
W|vino|espumoso ricci curbastro franciacorta saten brut docg|??|s|??|??|??|NV|11.5|docg|medio|aperitivos; frutos do mar|brut
W|vino|espumoso ricci curbastro franciacorta rose brut docg|??|p|??|??|??|NV|11.5|docg|medio|aperitivos; frutos do mar|brut
W|vino|espumoso ricci curbastro franciacorta brut docg|??|s|??|??|??|NV|11.5|docg|medio|aperitivos; frutos do mar|brut
W|vino|espumoso riccadonna ruby|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso riccadonna ruby|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=957
W|vino|espumoso riccadonna ruby|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=957
W|vino|espumoso riccadonna prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso riccadonna prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=960
W|vino|espumoso riccadonna asti italia|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso riccadonna asti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso riccadonna asti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=963
W|vino|espumoso riccadonna asti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=963
W|vino|espumoso riccadona prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso ricarddonna ruby italia|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso ribeauville giersberger cremant d alsace francia|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rene barbier cava reserva semiseco|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|??
W|vino|espumoso recaredo turo den mota brut nature xarello|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso recaredo terrers brut nature magnum blend|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso recaredo terrers brut nature gran reserva|??|s|??|??|??|NV|11.5|gran reserva|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso recaredo terrers brut nature gran reserva|??|s|??|??|??|NV|11.5|gran reserva|medio|aperitivos; frutos do mar|brut nature|=972
W|vino|espumoso recaredo terrers brut nature blend|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso recaredo serral del vell brut nature blend|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso recaredo serral del vell brut nature alt penedes|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso recaredo intens rosat brut nature gran reserva|??|s|??|??|??|NV|11.5|gran reserva|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso recaredo intens rosat brut nature gran reserva|??|s|??|??|??|NV|11.5|gran reserva|medio|aperitivos; frutos do mar|brut nature|=977
W|vino|espumoso recaredo intens rosat brut nature|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso recaredo intens rosat 2021 corpinnat espana|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso raventos de nit sparkling conca del riu anoia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso raventos de nit sparkling conca del riu anoia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=981
W|vino|espumoso raventos blanc de blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso raventos blanc de blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=983
W|vino|espumoso rare rose blend|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rare millesime chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|espumoso rare magnum|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso radacini blanc de cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso quinta da raza pet nat tinto|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso quinta da raza pet nat rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso quinta da raza pet nat naranja|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso quinta da raza pet nat blanco|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso puerta del lobo espumoso brut finca|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso proyecto vinicola wineimal reindeer semisec rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso proyecto vinicola wineimal reindeer semisec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso proyecto vinicola wineimal reindeer brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso provetto rosado sec|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso prossecco martini 2 copas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso prossecco martini 2 copas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=998
W|vino|espumoso prossecco martini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
