1. W|carpano|classico rosso vermouth|??|r|??|??|??|NV|13.5|classico|medio|carne vermelha, massas, queijos curados|seco
892. W|carrara|charger plate|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|carrara|collection|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
894. W|carrara|dinner plate|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
895. W|carrara|marmor bianco carrera 3 x 6 m|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
896. W|carrara|marmorgolv sjalvhaftande kakelplattor|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|carrara|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
898. X
899. X
900. X
901. X
902. W|carraria|carraria|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|carrariawasyucarraria|cabernet franc|??|r|cabernet franc|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
904. W|carraro|capsules decaff nespresso compatible 10pcs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|carraro|capsules dolci arabica nespresso compatible 10pcs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|carraro|capsules ristretto nespresso compatible 10pcs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
907. W|carraro|primo mattino szemes kave 1kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|carraroa|ribera del duero 2018 organic|es|r|??|ribera del duero|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. X
910. W|carrascal|carrascal|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
911. W|carrascal|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
912. W|carrascal|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
913. W|carrascal|corte tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
914. W|carrascal|corte tinto|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
915. W|carrascal|corte tinto bodega weinert mendoza argentina|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
916. W|carrascal|fino en rama|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
917. W|carrascal|malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
918. W|carrascal|malbec|??|r|malbec|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
919. W|carrascal|malbec bodega weinert mendoza argentina|ar|r|malbec|mendoza|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
920. W|carrascal|roxanne brut cava valencia|es|s|??|??|??|NV|12|ava|leve|frutos do mar, aperitivos, sushi|brut
921. W|carrascal|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
922. W|carrascal|tinto 1 em cx madeira|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
923. W|carrascas|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
924. W|carrascas|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
925. W|carrascas|viognier|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
926. W|carrasqueira|vinho novo lisboa tinto|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
927. W|carrasvinas|blanco verdejo|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
928. W|carrasvinas|dorado|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
929. W|carrasvinas|dorado pozaldez|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
930. W|carrasvinas|dorado verdejo|??|w|??|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco
931. W|carrasvinas|felix|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
932. W|carrasvinas|felix verdejo|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
933. W|carrasvinas|fermentado barrica|??|r|??|??|??|2023|13.5|do|medio|carne vermelha, massas, queijos curados|seco
934. W|carrasvinas|fermentado en barrica|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
935. W|carrasvinas|magnum blanco verdejo|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
936. W|carrasvinas|rueda verdejo|es|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
937. W|carrasvinas|rueda verdejo|es|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
938. W|carrasvinas|verdejo|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
939. W|carrasvinas|verdejo|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
940. W|carrasvinas|verdejo|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
941. W|carrasvinas|verdejo fermentado barrica|??|w|??|??|??|2024|12.5|do|medio|peixes, frutos do mar, saladas|seco
942. W|carrat|rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
943. W|carrau|carrau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
944. W|carrau|carrau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=943
945. W|carrau|premium|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
946. W|carrau|tannat tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|carrau|tradicion 1752 tannat|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|carrau|ysem gran reserva tannat|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
949. W|carrau|ysem roble tannat|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
950. W|carraudes|de lafite pauillac|fr|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
951. W|carravacas|de primicia reserva rioja|es|r|??|rioja|??|2015|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
952. W|carravalseca|reserva|??|r|??|??|??|2018|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
953. W|carravel|adega algueira|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
954. W|carravid|ribera del duero spain tempranillo blend|es|r|tempranillo|ribera del duero|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
955. W|carre|125|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
956. W|carre|125gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
957. W|carre|24 epices gewurze 24 verschiedene tafelchen 108g dolfin belgien|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
958. W|carre|blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
959. W|carre|blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=958
960. W|carre|bueno cream 100|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
961. W|carre|champagneflute|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
962. W|carre|choco cream 100|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|carre|croquant cu lapte|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|carre|croquant neagra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. W|carre|dastres|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|carre|daurillac|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
967. W|carre|de brebis organic|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
968. W|carre|de cerdo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. W|carre|de cerdo kg|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
970. W|carre|de cerdo x 500 g|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
971. W|carre|de lune domaine scarlata|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
972. W|carre|decouverte 16 chocolats artisanaux|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
973. W|carre|des courtes famille scarlata|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
974. X
975. W|carre|di agnello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|carre|di suino etrusco taglio pregiato per arrosto e griglia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
977. W|carre|di vitello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|carre|du berry 9oz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|carre|du berry with herbs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
980. W|carre|freres champagne le champ des maladries|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
981. W|carre|freres champagne le champ des maladries doos prijs|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
982. W|carre|freres le champ des maladries|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|carre|freres le champ des maladries|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=982
984. W|carre|freres le champ des maladries|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=982
985. W|carre|freres le champ jeanvrai|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|carre|freres le champ jeanvrai|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
987. W|carre|freres le champ jeanvrai|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=986
988. W|carre|freres les maladries|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
989. W|carre|freres les maladries|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
990. W|carre|freres les maladries|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=989
991. W|carre|freres les maladries champagne france|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
992. W|carre|freres les maladries champagne france|fr|s|??|champagne|??|2021|12|??|leve|frutos do mar, aperitivos, sushi|brut
993. X
994. X
995. W|carre|kanzel with mirabelle plum|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|carre|kolye|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|carre|pistachio cream 100|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
998. W|carre|suino 1kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
999. W|carre|suino 500g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
1000. W|carre|suino bisteca congelada pedaco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
