W|lan|culmen x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammsbrau|weie alkoholfrei bio 10x 05 liter mehrweg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammsbrau|naturradler alkoholfrei bio 10x 033 liter mehrweg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammsbrau|glutenfrei alkoholfrei bio 10x 033 liter mehrweg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammsbrau|dunkle weie alkoholfrei bio 10x 05 liter mehrweg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammsbrau|bio glutenfrei 10x 033 liter mehrweg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammsbrau|bio alkoholfrei 20x 033 liter mehrweg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammsbrau|alkoholfrei bio 10x 033 liter mehrweg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammpflanzerl|lammpflanzerl|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammour|riesling trocken rheingau|de|w|riesling|rheingau|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lammlinschindler|weiburgunder cabernet blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammlinschindler|spatburgunder alte reben|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammlinschindler|mauchenfrauenberg spatburgunder|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammlinschindler|mauchenfrauenberg chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lammlinschindler|mauchen gutedel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammlinschindler|mauchen grauburgunder|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammlinschindler|mauchen chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lammlinschindler|mauchen blaufrankisch|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammlinschindler|frauenfels|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammlinschindler|extra brut rose|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|extra brut
W|lammlin|schindler rose sekt|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lammler|fellbach lemberger trocken vdpgrosses gewachs|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammlende|lammlende|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammkarree|lammkarree|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|zeus faber white wine|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|zeus faber abruzzo white|it|r|??|abruzzo|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|velluto|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|sciatto l bianco|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|sciambagn frizzante|??|s|??|??|??|2017|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lammidia|sciambagn|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosso rosh|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosso carbo vdt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosso carbo abruzzo red|it|r|??|abruzzo|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosso carbo|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosso carbo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosso anfora abruzzo|it|r|??|abruzzo|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosso anfora|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosso anfora|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosso anfora|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=959
W|lammidia|rosso anfora|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosso anfora|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosso anfora|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosh vdt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosh rosso|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosh abruzzo vino rosso|it|r|??|abruzzo|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosh abruzzo red|it|r|??|abruzzo|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosh abruzzo|it|r|??|abruzzo|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosh|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosh|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosh|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosh|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=971
W|lammidia|rosh|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=971
W|lammidia|rosh|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosh|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|rosh|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=975
W|lammidia|possibilmente|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|possibilimente|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|pinot nero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|pino nero|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|pec 500|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|paparazza abruzzo sparkling|it|s|??|abruzzo|??|2022|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lammidia|paparazza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|paparazza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=983
W|lammidia|panda vdt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|panda rose|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lammidia|panda|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|panda|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|panda|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|paisley vino bianco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|paisley abruzzo white|it|r|??|abruzzo|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|moon tonic vdt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|moon tonic bianco abruzzo italy|it|r|??|abruzzo|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|moon tonic|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|moon tonic|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|moon tonic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|moon tonic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=996
W|lammidia|miscella bianca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|miscela vdt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammidia|miscela rose|??|p|??|??|??|2018|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
