W|gomas|trolli mordiscos g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia crianza rioja doca bottles|es|r|??|rioja|rioja|2017|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia crianza rioja doca bottles|es|r|??|rioja|rioja|2018|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia crianza rioja doca bottles|es|r|??|rioja|rioja|2019|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia de viura rioja do bottles|es|r|??|rioja|rioja|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia graciano rioja doca bottles|es|r|??|rioja|rioja|2017|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia gran reserva rioja doca|es|r|??|rioja|rioja|nv|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia iii ac rioja doca|es|r|??|rioja|rioja|nv|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia reserva rioja|es|r|??|rioja|rioja|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia reserva rioja doca|es|r|??|rioja|rioja|nv|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia reserva rioja doca bottles|es|r|??|rioja|rioja|2017|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia rioja reserva|es|r|??|rioja|rioja|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia rose tempranillo rioja do bottles|es|p|tempranillo|rioja|rioja|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gonzalez|byass beronia tempranillo rioja doca bottles|es|r|tempranillo|rioja|rioja|2019|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass beronia verdejo rueda do bottles|es|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonzalez|byass beronia vinas viejas rioja doca bottles|es|r|??|rioja|rioja|nv|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass cava vilarnau brut reserva|es|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|gonzalez|byass cava vilarnau rose|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gonzalez|byass cream sherry matusalem vors nv jerez spain|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass cream solera 1847|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass cristina|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass cristina|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=909
W|gonzalez|byass cristina medium palomino fino pedro ximenez 7 years nv|??|f|palomino|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass cristina sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass croft twist aperitivo refrescante bajo en alcohol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass cuatro palmas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass del duque 30 year old amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass del duque amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass del duque amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=916
W|gonzalez|byass del duque amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=916
W|gonzalez|byass del duque amontillado 30 year vors jerez spain|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass del duque amontillado 30y 215 37|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass del duque amontillado 30y sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass del duque amontillado 375mls|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass del duque amontillado sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass del duque amontillado vors|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass del duque amontillado vors sherry wei trocken jerez spanien 12|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass del duque amontillado vors sherry wei trocken jerez spanien 3|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass del duque amontillado vors sherry wei trocken jerez spanien 6|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass del duque vors amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass do jerez blanc|es|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonzalez|byass do jerez blanc|es|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=929
W|gonzalez|byass do jerez blanc|es|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=929
W|gonzalez|byass do jerez blanc|es|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=929
W|gonzalez|byass dos palmas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass elegante amontillado sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass elegante cream sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass elegante cream sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=935
W|gonzalez|byass elegante dry fino sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass elegante fino|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass elegante fino dry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass elegante fino nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass elegante fino sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass elegante fino sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=941
W|gonzalez|byass elegante fino sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=941
W|gonzalez|byass elegante medium dry sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass finca constancia parcela 23 tierra de castilla do bottles|es|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass finca constancia tierra de castilla do bottles|es|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass fino sherry tio pepe|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass fino sherry una palma nv release|??|f|??|??|??|2021|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass fino tio pepe|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass fino tio pepe fino|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass fragantia 55 moscato tierra de castilla do bottles|es|r|moscato|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass fragantia 55 syrah rose tierra de castilla do bottles|es|p|syrah|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gonzalez|byass jerez apostoles medium|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass jerez fino tio pepe rama nv|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass jerez tio pepe seco|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass la concha|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass la miranda garnacha blanca somontano doca 75cl bottles|??|w|garnacha|??|??|2020|12.5|doca|medio|peixes, frutos do mar, saladas|seco
W|gonzalez|byass la miranda secastilla somontano doca bottles|es|r|??|??|??|nv|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass lenor palo cortado sherry wei secco trocken jerez spanien 12|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass lenor palo cortado sherry wei secco trocken jerez spanien 3|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass lenor palo cortado sherry wei secco trocken jerez spanien 6|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor 12 anos palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor 12 anos palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=962
W|gonzalez|byass leonor palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=964
W|gonzalez|byass leonor palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=964
W|gonzalez|byass leonor palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=964
W|gonzalez|byass leonor palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=964
W|gonzalez|byass leonor palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=964
W|gonzalez|byass leonor palo cortado 12 year|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado 12 year old|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado 12 years|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado 12 years old sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado 12 years sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado 12 yo|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado 20|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado jerezxerezsherry do|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado palomino 12 years nv|??|f|palomino|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado sherry wei trocken seco jerez spanien 12|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado sherry wei trocken seco jerez spanien 3|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonor palo cortado sherry wei trocken seco jerez spanien 6|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass leonorpalo cortado sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass lepanto gran reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass lepanto oloroso viejo|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass lepanto pedro ximenez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass lepanto solera gran reserva sherry|??|f|??|??|??|nv|20|reserva|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass matusalem|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass matusalem|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=989
W|gonzalez|byass matusalem 30 anos 37|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass matusalem 30 year old oloroso|us|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass matusalem cream jerezxerezsherry do|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass matusalem cream nv sherry|us|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass matusalem cream palomino px muy viejo vors 30 years nv|us|r|palomino|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass matusalem oloroso 30yo vors spain|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass matusalem oloroso 375mls|us|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass matusalem oloroso rare old sweet 6 case|us|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass matusalem oloroso sherry|us|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass matusalem olorosopx cream sherry|us|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
