1. W|casa silva|gran terroir los lingues cabernet sauvignon x|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
839. W|casa vino|tilbyder|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
840. W|casa vista|sauvignon blanc white dry|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
841. W|casa vittorino|prosecco millesimato brut|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
842. W|casa vittorino valdobbiadene|docg prosecco superiore|it|s|??|??|??|NV|12|docg|leve|aperitivos, frutos do mar, sushi|brut
843. W|casa viva|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
844. W|casa viva|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=843
845. W|casa viva|carmenere 2018|pt|r|carmenere|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
846. W|casa viva|carmenere 202022|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
847. W|casa viva|carmenere 2022|pt|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
848. W|casa viva|carmenere 2022|pt|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=847
849. W|casa viva|carmenere valle central 2022|pt|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
850. W|casa viva|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
851. W|casa viva|reserva premium cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
852. W|casa viva|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
853. W|casa viva valle central|carmenere 2020 chile|pt|r|carmenere|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
854. W|casa viva valle central|carmenere 2022 chile|pt|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
855. W|casa wallace dolcetto dovada|doc 2016|pt|r|??|??|??|2016|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
856. W|casa william fevre espino|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
857. W|casa yague abrazo|nature 2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
858. W|casa yague|chardonnay 2022|pt|w|chardonnay|??|??|2022|12.5|??|leve|frutos do mar, peixes, saladas|seco
859. W|casa yague|pinot noir 2024|pt|r|pinot noir|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
860. W|casa yague|sauvignon blanc 2022|pt|w|sauvignon blanc|??|??|2022|12.5|??|leve|frutos do mar, peixes, saladas|seco
861. W|casa zuffada metodo|classico pinot nero pas dose|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
862. W|casa zuffada metodo|classico pinot nero pas dose|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=861
863. X
864. W|casabel lisboa|2021|pt|r|??|lisboa|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
865. W|casabel lisboa|2022|pt|r|??|lisboa|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|casabel lisboa|2023|pt|r|??|lisboa|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
867. W|casabel|tinto lisboa|pt|r|??|lisboa|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|casabella corte barocca|pinot grigio brut|pt|s|pinot grigio|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
869. W|casabella montemartini gutturnio superiore|red semi dry 13 075|pt|r|??|??|??|NV|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
870. W|casabianca|2024 075|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
871. W|casabianca asolo|prosecco docg brut 11 0|it|s|??|??|??|NV|12|docg|leve|aperitivos, frutos do mar, sushi|brut
872. W|casabianca asolo|prosecco superiore docg brut|it|s|??|??|??|NV|12|docg|leve|aperitivos, frutos do mar, sushi|brut
873. W|casabianca asolo|prosecco superiore extra dry 11 0|it|s|??|??|??|NV|12|superiore|leve|aperitivos, frutos do mar, sushi|brut
874. W|casabianca chianti colli|senesi|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
875. W|casabianca chianti colli senesi|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
876. W|casabianca chianti colli senesi riserva|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
877. W|casabianca|prosecco treviso extra dry|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
878. W|casabianca valdobbiadene|prosecco superiore millesimato dry|it|s|??|??|??|NV|12|superiore|leve|aperitivos, frutos do mar, sushi|brut
879. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=879
881. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=879
882. W|casablanca|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
883. W|casablanca|2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
884. W|casablanca|2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=883
885. W|casablanca|380|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|casablanca cefiro cool|reserve cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
887. W|casablanca cefiro cool|reserve merlot|pt|r|merlot|??|??|NV|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
888. W|casablanca cefiro cool|reserve pinot noir 2024|pt|r|pinot noir|??|??|2024|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
889. W|casablanca cocina de|marruecos|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
890. W|casablanca|dress|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|casablanca fiesta de la vendimia|2026|pt|r|??|??|??|2026|13.5|??|medio|carne vermelha, massas, queijos curados|seco
892. W|casablanca market marrakesh spiced green|olives|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|casablanca market moroccan nonpareil|capers|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
894. W|casablanca market moroccan olive|tapenade|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
895. W|casablanca market moroccan purple|olives|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
896. W|casablanca market preserved|lemons|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|casablanca|monastrell|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
898. W|casablanca nimbus single vineyard|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
899. W|casablanca|pinot noir montes limited selection chile|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
900. W|casablanca|rose spumante sparkling wine|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
901. W|casablanca se prepara para la 12a fiesta de la vendimia|2026 con anuncio de artistas|pt|r|??|??|??|2026|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|casablanca shoe pouch in nylon oxford|material|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|casablanca teapot|0|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
904. W|casablanca|valley|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|casablanca vino spumante|sparkling wine|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
906. W|casaboa|red label tinto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
907. W|casaboa|reserva homenagem red|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
908. W|casaboli|primitivo riserva barsento|pt|r|primitivo|??|??|NV|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
909. W|casaboli|primitivo riserva gioia del colle doc barsento|pt|r|primitivo|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
910. W|casaboli|primitivo riserva gioia del colle puglia doc|pt|r|primitivo|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
911. W|casaboli|primitivo riserva gioia del colle puglia doc|pt|r|primitivo|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco|=910
912. W|casaca acolchada cabalero|justo|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
913. W|casaca|cabernet merlot wine|pt|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
914. W|casaca|cabernet sauvignon wine|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
915. W|casaca cortaviento hombre zip|aereal|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
916. W|casaca deportiva hitec hombre|rainjacket|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
917. W|casaca deportiva hitec hombre|shell|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
918. W|casaca deportiva hitec mujer|snow|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
919. W|casaca deportiva mujer alpes|hitec|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
920. W|casaca full blocks hypnotic|hombre|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|casaca hombre amc|cortaviento|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
922. W|casaca hombre amc cortaviento|r1|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
923. W|casaca hombre amc puff|clicol|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
924. W|casaca hombre hypnotic new|cascamo|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
925. W|casaca hombre madison padding bomber manga|larga|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
926. W|casaca hombre madison padding plumas manga|larga|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
927. W|casaca hombre malabar bomber|cuello|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
928. W|casaca hombre pachepad|aereal|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
929. W|casaca|merlot wine|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
930. W|casaca mujer amc|corta|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
931. W|casaca mujer amc|islandia|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
932. W|casaca mujer coat|malabar|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
933. W|casaca mujer corta|malabar|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
934. W|casaca mujer hypnotic green|print|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
935. W|casaca mujer hypnotic|pink|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
936. W|casaca mujer hypnotic|winner|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
937. W|casaca mujer malabar|andy|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
938. W|casaca mujer malabar|pocket|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
939. W|casaca mujer pocket|malabar|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|casaca mujer trenchy|malabar|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
941. W|casaca mujer zafin|club|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
942. W|casaca mujer zafin|spain|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
943. W|casaca|personalizada|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
944. W|casaca|premium cabernet sauvignon wine|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
945. W|casaca|premium shiraz wine|pt|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
946. W|casaca reversible para hombre gs|sprouse|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|casaca shade|hypnotic|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|casaca|shiraz wine|pt|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
949. W|casaca|thb|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
950. W|casacina galarin|barbera dasti|pt|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
951. W|casaco|rose ice|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
952. W|casacorba candida|espumante brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
953. W|casacorba|espumante brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
954. W|casacorba|espumante brut rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
955. W|casacorba|espumante moscatel|pt|s|moscatel|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
956. W|casacorba|espumante moscatel rose|pt|p|moscatel|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
957. W|casacorba expressoes|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
958. W|casacorba expressoes|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
959. W|casacorba expressoes|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=958
960. W|casacorba expressoes|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
961. W|casacorba expressoes|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=960
962. W|casacorba expressoes|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
963. W|casacorba expressoes|rose cabernet franc|pt|p|cabernet franc|??|??|NV|12.5|??|encorpado|saladas, aves, queijos leves|seco
964. W|casacorba expressoes|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
965. W|casacorba expressoes|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=964
966. W|casacorba terroir|cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
967. W|casacorba terroir|cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=966
968. W|casacorba terroir|cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=966
969. W|casacorba terroir|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
970. W|casacorba terroir|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=969
971. W|casacorba terroir|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=969
972. W|casacorba terroir|espumante nature|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
973. W|casacorba terroir|marselan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
974. W|casacorba terroir|marselan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=973
975. W|casacorba terroir|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|casacorba terroir|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
977. W|casacorba terroir|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
978. W|casacorba terroir|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=977
979. W|casacorba|vicenzo|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
980. W|casacorba|vicenzo|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=979
981. W|casacorba vicenzo|gran reserva 2020|pt|r|??|??|??|2020|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
982. W|casada|grand cuvee|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|casadei|armonia|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
984. W|casadei armonia|igt msyrahautochtone bio 2022|pt|r|syrah|??|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
985. W|casadei armonia|igt msyrahautochtone bio 2023|pt|r|syrah|??|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
986. W|casadei armonia toscana|igt 2019|pt|r|??|toscana|??|2019|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
987. W|casadei|cabernet franc filare 18 2021|pt|r|cabernet franc|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
988. W|casadei|cabernet franc igt filare 18 2020|pt|r|cabernet franc|??|??|2020|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
989. W|casadei|cabernet franc igt filare 18 2021|pt|r|cabernet franc|??|??|2021|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
990. W|casadei filare|18 cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
991. W|casadei filare|cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
992. W|casadei gsm sogno mediterraneo|toscana|pt|r|??|toscana|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
993. W|casadei incanto|igt toscana bianco sauvignonsemillon bio 2022|pt|r|??|toscana|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
994. W|casadei incanto|igt toscana bianco sauvignonsemillon bio 2023|pt|r|??|toscana|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
995. W|casadei incanto|igt toscana bianco sauvignonsemillon bio 2024|pt|r|??|toscana|??|2024|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
996. W|casadei|petit verdot igt filare 41 bio 2019|pt|r|petit verdot|??|??|2019|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
997. W|casadei sogno mediterraneo|2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
998. W|casadei sogno mediterraneo|igt syrahgrenachemourvedre bio 2020|pt|r|syrah, grenache, mourvedre|??|??|2020|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
999. W|casadei sogno mediterraneo|igt syrahgrenachemourvedre bio demeter 2022|pt|r|syrah, grenache, mourvedre|??|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
1000. W|casadei sogno mediterraneo|red blend|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
