1. W|carl|joseph hoch deidesheimer leinhohle tba riesling|??|w|riesling|??|??|1976|12.5|??|leve|peixes, frutos do mar, saladas|seco
900. W|carlo|viglione barolo bussia|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=899
901. W|carlo|viglione barolo bussia|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=899
902. W|carlo|viglione barolo bussia|it|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|carlo|viglione barolo bussia|it|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
904. W|carlo|viglione barolo cannubi muscadel|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|carlo|viglione barolo cannubi muscadel|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|carlo|viglione barolo cannubi muscadel|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=905
907. W|carlo|viglione barolo cannubi muscadel|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=905
908. W|carlo|viglione barolo cannubi muscatel|it|w|muscat|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
909. W|carlo|viglione barolo cannubi muscatel|it|w|muscat|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=908
910. W|carlo|viglione barolo cannubi muscatel|it|w|muscat|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
911. W|carlo|zenegaglia pinot grigio garda|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
912. W|carlomagno|appassimento 14|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
913. W|carlomagno|carlos serres|??|r|??|??|??|1966|13.5|??|medio|carne vermelha, massas, queijos curados|seco
914. W|carlomagno|fiano 125|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
915. W|carlomagno|fiano puglia italy|it|w|??|puglia|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
916. W|carlomagno|primitivo appassimento|??|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
917. W|carlomagno|primitivo appassimento puglia italy|it|r|primitivo|puglia|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
918. W|carlomagno|primitivo puglia|it|r|primitivo|puglia|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
919. W|carlon|carlon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
920. W|carlone|davide|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|carlone|davide boca|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
922. W|carlone|davide boca nebbiolo vespolina|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
923. W|carlone|davide colline novaresi croatina|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
924. W|carlone|primitivo di manduria|??|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
925. W|carlone|primitivo di manduria cantina sampietrana puglia italy 2022 145|it|r|primitivo|puglia|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
926. W|carlos|1|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
927. W|carlos|1|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=926
928. W|carlos|1|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=926
929. W|carlos|1 130 aniversario|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
930. W|carlos|1 amontillado|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
931. W|carlos|1 amontillado|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=930
932. W|carlos|1 amontillado|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=930
933. W|carlos|1 amontillado gran reserva|??|f|??|??|??|NV|20|do|encorpado|sobremesas, queijos azuis, foie gras|doce
934. W|carlos|1 gran reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
935. W|carlos|1 gran reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=934
936. W|carlos|1 pedro ximenez|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
937. W|carlos|1 px|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
938. W|carlos|1 solera gran reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
939. W|carlos|1 xo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|carlos|100 natural tenis topu dekoratif resim cercevesi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
941. W|carlos|1er|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
942. W|carlos|alonso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
943. W|carlos|alonso quintela tawny 37|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
944. W|carlos|alonso quintela tawny 37|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=943
945. W|carlos|alves|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
946. W|carlos|bacaflor el ultimo academico|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|carlos|basso 2020 dos fincas cabernet malbec|??|r|malbec|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
948. W|carlos|basso 2022 dos fincas malbec|??|r|malbec|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
949. W|carlos|basso dos fincas cab merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
950. W|carlos|basso dos fincas malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
951. W|carlos|basso dos fincas malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=950
952. W|carlos|basso reservado cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|do|encorpado|carne vermelha, massas, queijos curados|seco
953. W|carlos|basso reservado malbec|??|r|malbec|??|??|NV|13.5|do|encorpado|carne vermelha, massas, queijos curados|seco
954. W|carlos|basso signature petit verdot|??|r|petit verdot|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
955. W|carlos|conde reserva especial doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
956. W|carlos|dunkelberg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
957. W|carlos|giacosa 2020 barbaresco|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
958. W|carlos|i|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
959. W|carlos|i|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=958
960. W|carlos|i|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=958
961. W|carlos|i|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=958
962. W|carlos|i|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=958
963. W|carlos|i|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=958
964. W|carlos|i|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=958
965. W|carlos|i 130 aniversario|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|carlos|i|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=958
967. W|carlos|i 38o|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
968. W|carlos|i 40|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. X
970. W|carlos|i 40 gb i 07 40 8410337017169|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
971. W|carlos|i amontillado|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
972. W|carlos|i amontillado|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=971
973. W|carlos|i amontillado|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=971
974. W|carlos|i amontillado 403 gb i 07 403 8410337089166|??|f|??|??|??|NV|20|do|encorpado|sobremesas, queijos azuis, foie gras|doce
975. W|carlos|i anos 70 caja dorada|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|carlos|i anos 70 caja muhlberg una sola botella|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
977. W|carlos|i botella anos 60 caja granate|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|carlos|i felipao 0 editie limitata|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|carlos|i gran reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
980. W|carlos|i gran reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=979
981. W|carlos|i gran reserva 40 0 w kartoniku|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
982. W|carlos|i imperial|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|carlos|i imperial|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=982
984. W|carlos|i imperial|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=982
985. W|carlos|i imperial|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=982
986. W|carlos|i imperial 38o|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
987. W|carlos|i imperial gran reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
988. W|carlos|i imperial solera gran reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
989. W|carlos|i imperial xo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
990. W|carlos|i imperial xo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=989
991. W|carlos|i imperial xo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=989
992. W|carlos|i imperial xo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=989
993. W|carlos|i imperial xo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=989
994. W|carlos|i imperial xo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=989
995. W|carlos|i imperial xo 40 gb i 07 40 8410337016810|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|carlos|i legacy collection|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|carlos|i light|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
998. W|carlos|i light|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=997
999. W|carlos|i limited edition x felipao|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
1000. W|carlos|i miniatura|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
