1. W|cape|heights cinsault rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
873. W|capellini|au ble dur 135mm 500g bio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
874. W|capellini|de cecco n 9|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
875. W|capellini|divella 500g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
876. W|capellini|igt liguori|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
877. W|capellini|italiano 500g divella|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
878. W|capellini|no1 rummo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. X
880. W|capellini|riscossa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
881. W|capellini|riscossa 500 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
882. W|capellini|semi integral a lepeautre 500g bio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
883. W|capellini|wheat 135mm 500g organic|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
884. W|capelo|con rosa preservada|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
885. W|capemay|crush it 6 pk|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|capemay|cut form the same cloth 4pk|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
887. W|capemay|grove 6pk can|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
888. W|capemay|the bog 6pk can|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
889. W|capensis|capensis|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
890. W|capensis|capensis|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|capensis|capensis chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
892. W|capensis|cabernet sauvignon silene stellenbosch|za|r|cabernet sauvignon|stellenbosch|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
893. W|capensis|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
894. W|capensis|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=893
895. W|capensis|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=893
896. W|capensis|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=893
897. W|capensis|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=893
898. W|capensis|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=893
899. W|capensis|chardonnay|??|w|chardonnay|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
900. W|capensis|chardonnay|??|w|chardonnay|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco|=899
901. W|capensis|chardonnay|??|w|chardonnay|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
902. W|capensis|chardonnay|??|w|chardonnay|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco|=901
903. W|capensis|chardonnay|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
904. W|capensis|chardonnay|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco|=903
905. W|capensis|chardonnay|??|w|chardonnay|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
906. W|capensis|chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
907. W|capensis|chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
908. W|capensis|chardonnay branco|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
909. W|capensis|chardonnay silene stellenbosch|za|w|chardonnay|stellenbosch|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
910. W|capensis|chardonnay western cape|za|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
911. W|capensis|chardonnay western cape|za|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
912. W|capensis|chardonnay western cape|za|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=911
913. W|capensis|chardonnay western cape south africa|za|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
914. W|capensis|fijnbosch chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
915. W|capensis|fijnbosch chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
916. W|capensis|fijnbosch chardonnay branco|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
917. W|capensis|fijnbosch chardonnay western cape|za|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
918. W|capensis|silene 2019 chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
919. W|capensis|silene cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
920. W|capensis|silene cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
921. W|capensis|silene cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=920
922. W|capensis|silene chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
923. W|capensis|silene chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=922
924. W|capensis|silene chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=922
925. W|capensis|silene chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=922
926. W|capensis|silene chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
927. W|capensis|silene chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=926
928. W|capensis|silene chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
929. W|capensis|silene chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
930. W|capensis|silene chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=929
931. W|capensis|silene chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=929
932. W|capensis|silene chardonnay 2022 96 points|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
933. W|capensis|silene chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
934. W|capensis|silene chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=933
935. W|capensis|silene chardonnay branco 2020 cx 3uni|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
936. W|capensis|silene chardonnay western cape|za|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
937. W|capeography|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
938. W|capeography|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=937
939. W|caper|189 kgs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|caper|berries 350g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
941. W|caper|kinrara distillery|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
942. W|caper|plant fruit la palma saporiti 370 g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
943. W|caper|powder|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
944. W|caperatif|soet vermoed|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
945. W|caperberries|caperberries|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
946. W|caperberries|150g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|caperberries|2kg jar|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|caperberries|345g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
949. W|caperberries|alcaparron 150g jar|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
950. W|caperberries|fino in aceto|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
951. W|caperberries|in brine 300g bernal|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
952. W|caperdonich|17 years sv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
953. W|caperdonich|18 years old peated|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
954. W|caperdonich|18 years peated|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
955. W|caperdonich|18 yo peated|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
956. W|caperdonich|18yo peated single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
957. W|caperdonich|18yo peated single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=956
958. W|caperdonich|18yo peated single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=956
959. W|caperdonich|18yo peated small batch release|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
960. W|caperdonich|42 ar rarest of the rare cask 2611 498|??|r|??|??|??|1968|13.5|??|medio|carne vermelha, massas, queijos curados|seco
961. W|caperdonich|20 years sherrywood cask cadenhead cask strength 570|??|f|??|??|??|1977|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
962. W|caperdonich|19772017 39 year old cadenheads 175th anniversary 504|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|caperdonich|the recollection series 2 private collection gm|??|r|??|??|??|1979|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|caperdonich|private collection gm|??|r|??|??|??|1982|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. W|caperdonich|21 ars 515 old particular douglas laing s|??|r|??|??|??|1992|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|caperdonich|19942011 17 year old the nectar of the daily drams|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
967. W|caperdonich|26 year old the octave duncan taylor|??|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco
968. W|caperdonich|20 ar 541 vallich mallet|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. W|caperdonich|20 ars 1992 ad rattray 594|??|r|??|??|??|1992|13.5|??|medio|carne vermelha, massas, queijos curados|seco
970. W|caperdonich|20 year old 2000 signatory vintage cask strength collection|??|r|??|??|??|2000|13.5|??|medio|carne vermelha, massas, queijos curados|seco
971. W|caperdonich|21 ans first fill|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
972. W|caperdonich|21 years|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
973. W|caperdonich|21 years|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=972
974. W|caperdonich|21 years old abv 48 peated|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
975. W|caperdonich|21 yo 19922014 douglas laing old particular dl10282 515|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|caperdonich|21y vintage 2000 bottled|??|r|??|??|??|2000|13.5|??|medio|carne vermelha, massas, queijos curados|seco
977. W|caperdonich|21yo peated single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|caperdonich|21yo peated speyside single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|caperdonich|21yo single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
980. W|caperdonich|23 year old batch 6 tbwc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
981. W|caperdonich|25 years old 48|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
982. W|caperdonich|25yo peated single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|caperdonich|25yo peated single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=982
984. X
985. W|caperdonich|27yo kartonik|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|caperdonich|28 yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
987. W|caperdonich|30yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
988. W|caperdonich|35 yo 19682013 mackillops choice single cask sherry 43|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
989. W|caperdonich|43 ans 1979 private collection gm|??|r|??|??|??|1979|13.5|??|medio|carne vermelha, massas, queijos curados|seco
990. W|caperdonich|50 year old duncan taylor|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
991. W|caperdonich|fassdeckel|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
992. W|caperdonich|octave 1992 23 ars speyside 480 sherry cask duncan taylor|??|f|??|??|??|1992|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
993. W|caperdonich|peated 18 years|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
994. W|caperdonich|peated 1995 26yo 491 0|??|r|??|??|??|1995|13.5|??|medio|carne vermelha, massas, queijos curados|seco
995. W|caperdonich|peated 25 years|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|caperdonich|peated 25 years old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|caperdonich|peated 27yo kartonik|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
998. W|caperdonich|signatory 2000 20yo 581|??|r|??|??|??|2000|13.5|??|medio|carne vermelha, massas, queijos curados|seco
999. W|caperdonich|the duchess cask 30900 25 yrs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
1000. W|capere|capere|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
