W|vino|espumoso prospritz cinzano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso casillero del diablo devils brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso casillero del diablo devils brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=926
W|vino|espumoso casillero del diablo devils brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=926
W|vino|espumoso casillero del diablo devil s brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso casanova rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso casanova blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso casal de ventozela pet nat blend|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso casa emiliana espumoso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso casa doma rose botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso casa doma rosada|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso casa doma brut botella|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso casa doma blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso casa de piedra espuma de piedra blanc de blanc de noirs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cantina di sorbara di modena rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cantina di sorbara di modena rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=939
W|vino|espumoso cantina di sorbara di modena il duomo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cantina di sorbara di modena il duomo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=941
W|vino|espumoso cantina di sorbara bianco dell emilia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cantina di sorbara bianco dell emilia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=943
W|vino|espumoso candiotin fresa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso candiotin chicle|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso campini di mare tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso campini di mare rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso calvet celebration rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso calvet celebration brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso calvet celebration brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso calvet celebration blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso ca del bosco prestige cuvee franciacorta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso brut vintage cuvee|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso brut sala vive|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso brut petillant|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso brut nature finca|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso brut chandon|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso brut champbrule|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso brut baron rothberg 750c|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso brut baron de rothberg airen|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso brut andre|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso bruma la vedette chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|espumoso bressia sylvestra la vie en rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso bressia sylvestra extrasecco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso brachetto piemonte doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso brachetto piemonte doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??|=966
W|vino|espumoso bouchard af brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso bottega white gold italia|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso bottega white gold|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso bottega vino del amore|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso bottega rose gold pinot noir|??|p|pinot noir|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso bottega rose gold italia|it|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso bottega rose gold botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso bottega rose gold|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso bottega prosecco gold botella|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso bottega prosecco extra dry botella|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra dry
W|vino|espumoso bottega prosecco brut botella|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso bottega petalo il vino dellamore moscato italia|it|r|moscato|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vino|espumoso bottega mimos moscato|??|r|moscato|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vino|espumoso bottega millesimato brut botella|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso bottega gold italia|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso bottega gold|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso bottega brut white gold botella|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso bortolomiol valdobbiadene|it|r|??|veneto|valdobbiadene|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso bortolomiol filanda rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso bortolomiol bandarossa prosecco extra dry|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra dry
W|vino|espumoso bornos verdejo brut|??|s|verdejo|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso bornos frizzante rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso bornos frizzante blanco verdejo|??|s|verdejo|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso bollicina gold rose donnafugata sicilia italia|it|p|??|sicilia|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso bodega salomon vivaracho rose fruite|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso blue nun sparkling gold espumoso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso blue nun rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso blue nun gold 24k|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso blue nun gold|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso blue nun gold|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=996
W|vino|espumoso blue nun gold|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=996
W|vino|espumoso blue nun blue|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso blanco tresor cuvee gran reserva pere ventura|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
