W|gh|mumm champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|ghisolfi|barolo bussia bricco visette|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=891
W|ghisolfi|barolo bussia bricco visette red wine 19 2019case only|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghisolfi|barolo monforte dalba|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghisolfi|barolo monforte dalba|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=894
W|ghisolfi|barolo monforte dalba|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=894
W|ghisolfi|barolo riserva ciabot minat|it|r|??|barolo|barolo|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghisolfi|barolo riserva fantini|it|r|??|barolo|barolo|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghisolfi|langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghisu|vermentino di gallura|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghiveci|de legume 400g moldova in bucate|md|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|decorativ plastic cu miner 10cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|decorativ plastic cu miner 8cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|decorativ plastic cu ochelari 10cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|decorativ plastic cu ochelari 7cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|decorativ plastic fetita ingidurata 10cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|decorativ plastic ingusta lunga 42cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|decorativ plastic pisica 8cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|decorativ plastic ulcior 16cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori ancient 423245m 485|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori cu cirlig 3926245m 491|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori geo no1 11968m 471|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori geo no2 15511588cm 472|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori geo no3 16513510m 473|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori gloria 1 cu palet alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori gloria cu palet alb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori kapitone no3 175155m 437|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori kapitone no4 2018m 439|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori mia 1 portocaliu|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|ghiveci|pu flori mia 1 transparent|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori mia 1 violet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori mia 2 albastru fumuriu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori mia 2 transparent|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori nostalgia no1 131213m 467|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori nostalgia no2 1615155cm 468|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori nostalgia no3 1816175cm 469|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori orchid prizma no114910115cm 774|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori orchid prizma no215510513cm 775|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori prizma no1 1011515m 474|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori prizma no2 151011m 475|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghiveci|pu flori stone no3 175155m 443|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghizzano|nambrot|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghm|garnacha|??|r|garnacha|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghmartel|brut prestige|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghmartel|co blanc de blancs|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghmartel|co blanc de blancs brut champagne aoc|fr|s|??|champagne|??|nv|12|aoc|leve|aperitivos, frutos do mar, canapes|brut
W|ghmartel|prestige brut branco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghmartel|prestige brut champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghmartel|prestige brut champagne 2poharral|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghmumm|ghmumm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghmumm|ghmumm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=940
W|ghmumm|ghmumm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=940
W|ghmumm|champagne brut rose|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghmumm|champagne cordon rouge|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|ghmumm|champagne cordon rouge brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghmumm|champagne flutes gift pack france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|ghmumm|champagne gbx|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|ghmumm|champagne grand cordon nv france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|ghmumm|cordon champagne rouge nv france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|ghmumm|cordon rouge abv 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghmumm|cordon rouge abv 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=950
W|ghmumm|cordon rouge abv 12 bottles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghmumm|cordon rouge abv 12 bottles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=952
X
W|ghmumm|cordon rouge brut champagne nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghmumm|cordon rouge champagne brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghmumm|cordon rouge champagne double jeroboam france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
X
W|ghmumm|cordon rouge champagne white brut 125 075|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghmumm|demisec|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghmumm|grand cordon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghmumm|grand cordon brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghmumm|grand cordon champagne rose champagne nv france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|ghmumm|grand cordon rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ghmumm|grand cordon rouge 6 skrzynka|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghmumm|indulgence|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghmumm|millesime champagne brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghmumm|rose nv brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghorabande|ver loja|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghosn|brunier and hebrard massaya le colombier|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|ghost|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|bat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|bear napa proprietary red wine|us|r|??|california|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|beverage napkin one only paper|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghost|blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=975
W|ghost|blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=975
W|ghost|blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=975
W|ghost|block napa estate cabernet sauvignon|us|r|cabernet sauvignon|california|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block single vineyard cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block oakville estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block oakville estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block single vineyard cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block cabernet sauvignon oakville organic|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block cabernet sauvignon single vineyard yountville 6cs|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block ghost block single vineyard cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block oakville estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block sauvignon blanc morgaen lee yountville|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghost|block zinfandel|??|r|zinfandel|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block sauvignon blanc morgaen lee yountville|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghost|block cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=992
W|ghost|block cabernet sauvignon|??|r|cabernet sauvignon|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block cabernet sauvignon estate|??|r|cabernet sauvignon|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block cabernet sauvignon estate|??|r|cabernet sauvignon|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block cabernet sauvignon estate|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block cabernet sauvignon estate napa|us|r|cabernet sauvignon|california|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block cabernet sauvignon napa valley estate|us|r|cabernet sauvignon|california|napa valley|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghost|block cabernet sauvignon oakville organic|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
