W|pedra cancela touriga nacional|rose 2018|??|p|??|??|??|2018|12.5|??|medio|saladas, sushi, petiscos|seco
W|occasione|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|oboe vinha da parcela|tinto 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oboe vinha da parcela|tinto 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oboe vinha da parcela|branco 0|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|oboe touriga nacional|tinto 2019 0|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oboe superior|tinto 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oboe superior|branco 2019 0|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|oboe som de barrica|tinto 2017 0|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oboe som de barrica|branco 1|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|oboe som de barrica|branco 0|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|oboe grande escolha rotulo preto|tinto 2011 1|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oboe 17|tinto 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa|tinto pinotage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa|tinto cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa shiraz|tinto|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa shiraz|shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa shiraz|shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=918
W|obikwa shiraz|shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=918
W|obikwa pinotage|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa pinotage 1x|1x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa pinotage|pinotage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa pinotage|pinotage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=923
W|obikwa pinotage|pinotage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=923
W|obikwa pinotage|pinotage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=923
W|obikwa merlot|tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa merlot|tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=927
W|obikwa merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=929
W|obikwa chenin blanc|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|obikwa chenin blanc|blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa chenin blanc|blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=932
W|obikwa chenin blanc|blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=932
W|obikwa cabernet sauvignon|tinto|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa cabernet sauvignon|tinto|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=935
W|obikwa cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|obikwa cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=937
W|obikwa cab sauvignon 1x|1x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|o trator|blend dom candido|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|o tal vinho da lixa|tinto vinhao|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|o leao|tinto vik mega promocao|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|o leao red|blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|o gaucho|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|nzl ribbonwood sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nuva|do valencia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nunzi conti|chianti classico docg riserva 2012|it|r|??|toscana|chianti|2012|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|nuna|rose chakana|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nuna malbec chakana|chakana|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuna bonarda chakana|chakana|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|numina salentein pinot noir tto 1x|1x|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|numina salentein petit verdot tto 1x|1x|??|r|petit verdot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|numbered|edition soto de onatil rose rioja|es|p|??|rioja|??|NV|12.5|DOCa|medio|saladas, sushi, petiscos|seco
W|numbered|edition soto de onatil doca rose rioja|es|p|??|rioja|??|NV|12.5|DOCa|medio|saladas, sushi, petiscos|seco
W|numbered|edition soto de onatil doc rioja|es|r|??|rioja|??|NV|13.5|DOCa|medio|carnes vermelhas, massas, queijos curados|seco
W|numbered|edition soto de onatil|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|numbered|edition rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|numanthia|tinto 1x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|numanthia|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|numanthia|numanthia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuits st georges les charbonnieres jean claude boisset|boisset|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuits st georges 1er|cru boudots gerard mugneret|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuits|saint georges les charmois tto 1x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuits|saint georges h gouges 2015 tto 1x|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuits|saint georges 1er cru les chaines carteaux domaine dupasquier|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuiton beaunoy puligny montrachet|montrachet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuevo siglo|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|nuevo siglo red|blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuevo siglo malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuevo siglo cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuestro verdejo|do rueda|??|w|verdejo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nuestro verdejo|verdejo|??|w|verdejo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|nuestro roble|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuestro roble 8 meses tempranillo|tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuestro|tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|nuestro crianza|tinto|??|r|??|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuestro crianza 15 meses tempranillo|tempranillo|??|r|tempranillo|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuestro 8 meses|do ribera del duero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuestro 8 meses|do ribera del duero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=978
W|nuestro 20 meses|do ribera del duero|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|nuestro 20 meses|do ribera del duero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuestro 20 meses|meses|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuestro 15 meses|do ribera del duero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nuestro 15 meses crianza|do ribera del duero|??|r|??|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nubia toscana rosato|igt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nozzole il pareto folonari|folonari|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|noventa y cuatro historico|carmenere 2021|??|r|carmenere|??|??|2021|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|novecento malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|novecento|chianti classico reserva docg 2010|it|r|??|toscana|chianti|2010|14.5|DOCG|encorpado|carnes vermelhas, massas, queijos curados|seco
W|novecento|chianti classico reserva docg|it|r|??|toscana|chianti|NV|14.5|DOCG|encorpado|carnes vermelhas, massas, queijos curados|seco
W|novecento chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|novecento cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|novas|syrah|??|r|syrah|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|novas|carmenere organico tinto|??|r|carmenere|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|novas|cabernet sauvignon tinto|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|novak limited|edition rara neagra rotulo preto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|novak limited|edition pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|novak limited|edition feteasca neagra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|novak limited|edition 2 red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|novak chardonnay riesling alb de onitcani|onitcani|??|w|chardonnay|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|nova ancellotta|ancellotta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nostrofruto cabernet sauvignon|2023|??|r|cabernet sauvignon|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nostalgia alvarinho|alvarinho|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|nossa calcario|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
