W|guiborat|prisme|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotesdurhone rose|fr|p|??|??|??|2017|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guigal|cotesdurhone rose|fr|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guigal|cotesdurhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotesdurhone rouge 20|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotesdurhone rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotesdurhone rouge 21|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozes hermitage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozes hermitage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=898
W|guigal|crozes hermitage 135|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozes hermitage|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozes hermitage|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozes hermitage|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozes hermitage blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|crozes hermitage blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=904
W|guigal|crozes hermitage blanc|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|crozes hermitage blanc|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=906
W|guigal|crozes hermitage rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozes hermitage rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=908
W|guigal|crozes hermitage rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=908
W|guigal|crozes hermitage rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=908
W|guigal|crozes hermitage rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=908
W|guigal|crozes hermitage rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=908
W|guigal|crozes hermitage rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=908
W|guigal|crozes hermitage rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozes hermitage rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=915
W|guigal|crozes hermitage rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=915
W|guigal|crozes hermitage rouge|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozes hermitage rouge|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=918
W|guigal|crozes hermitage rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozeshermitage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozeshermitage rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|crozeshermitage rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=922
W|guigal|crozeshermitage rouge|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|dampuis cote rotie|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage blanc ex voto|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|ermitage ex voto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage ex voto|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage ex voto|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage ex voto|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage ex voto|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage ex voto|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage ex voto|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=932
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2005|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2007|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2009|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2010|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2010|12.5|??|medio|peixes, frutos do mar, saladas|seco|=937
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2010|12.5|??|medio|peixes, frutos do mar, saladas|seco|=937
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco|=943
W|guigal|ermitage ex voto blanc|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|ermitage ex voto damaged label|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage ex voto red|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage ex voto red|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage ex voto rouge|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage ex voto rouge|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage exvoto|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ermitage exvoto rouge|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ex voto blanc|??|w|??|??|??|2010|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|ex voto hermitage btl|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ex voto hermitage rouge|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|ex voto rouge|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|exvoto rouge|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|gigondas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|gigondas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|guigal|gigondas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|guigal|gigondas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|guigal|gigondas|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|gigondas|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=962
W|guigal|gigondas|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=962
W|guigal|gigondas|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=962
W|guigal|gigondas|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=962
W|guigal|gigondas|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|gigondas|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=967
W|guigal|gigondas|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=967
W|guigal|gigondas|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=967
W|guigal|gigondas|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|gigondas|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=971
W|guigal|gigondas rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|gigondas rouge|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=485
W|guigal|hermitage|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=977
W|guigal|hermitage|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=977
W|guigal|hermitage|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=980
W|guigal|hermitage|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=982
W|guigal|hermitage|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=982
W|guigal|hermitage blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|hermitage blanc ex voto|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|hermitage ex voto|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage ex voto|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage ex voto|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage ex voto|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage ex voto|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=992
W|guigal|hermitage rouge|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage rouge|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage rouge|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage rouge|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=996
W|guigal|hermitage rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|hermitage rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=998
W|guigal|la doriane condrieu|fr|r|condrieu|rhone|condrieu|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
