W|casa valduga naturelle|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|cantina di bertiolo villa san martino pinot grigio venezie|doc|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|cantina di bertiolo villa san martino pinot grigio venezie|doc|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=880
W|cantina di bertiolo cabert pinot grigio friuli|doc|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|cantina da serra|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|cantina cecchi morelino di scansano riserva|riserva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cantina cecchi morelino di scansano|scansano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cantina birgi tria nero davola|doc tinto 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cantarutti pinot grigio friuli grave|doc|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|cantanhede m|tinto portugues adega cantanhede|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|canonico|tinto suave joao paulo ii|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|canonico|tinto seco joao paulo ii gradus vocatus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|canonico|rose suave joao paulo ii|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|canonico|rose licoroso|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|canonico joao paulo ii|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|cannonau di sardegna nuraghe supramonte|2020 tinto italia|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cannonau di sardegna nuraghe supramonte|supramonte|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cannonau da sardenha|doc pirovano italiano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cannion|cabernet sauvignon 2024|??|r|cabernet sauvignon|??|??|2024|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|cannion|cabernet sauvignon 2024|??|r|cabernet sauvignon|??|??|2024|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=897
W|cancao|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cancao|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cancao|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|cancao|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|canalicchio di sopra vigna montosoli brunello di montalcino|docg 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|canalicchio di sopra vigna la casaccia brunello di montalcino|docg 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|canalicchio di sopra vigna la casaccia brunello di montalcino|docg 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|canalicchio di sopra rosso di montalcino|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|canalicchio di sopra rosso di montalcino|doc 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|canalicchio di sopra brunello di montalcino|docg 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|canalicchio di sopra brunello di montalcino|docg 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|canalicchio di sopra brunello di montalcino|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|canal flores malbec|single vineyard reserva 2014|??|r|malbec|??|??|2014|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|canal flores malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima tosquia|tosquia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima tosquia|tosquia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=913
W|campos de cima selecao da familia irene antonietta|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|campos de cima selecao da familia 3 bocas|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima los amics|amics|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima irene antonietta|antonietta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima guriazita|guriazita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|campos de cima cepas viognier|viognier|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|campos de cima cepas viognier|viognier|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=921
W|campos de cima cepas chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|campos de cima cepas chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=923
W|campos de cima cepas cabernet franc|franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima cabernet franc|franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima assinatura tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima assinatura tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=927
W|campos de cima assinatura ruby cabernet|cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima assinatura|blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima assinatura|blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=930
W|campos de cima assinatura|assinatura|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima aprochego|aprochego|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campos de cima aprochego|aprochego|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=933
W|campos de cima 3 bocas|bocas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campolargo viognier verdelho|branco 2023|??|w|viognier|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|campolargo pinot blanc|branco 2021|??|w|pinot blanc|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|campolargo bical|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|campolargo bical arinto|branco 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|campolargo baga|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campodelsole san maglorio sangiovese superiore|dop|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campodelsole durano romagna|dop superiore|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marino|tinto primitivo di manduria|it|r|primitivo|puglia|manduria|NV|13.5|DOP|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marino luccarelli primitivomerlot|tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marina salento malvasia nera|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marina primitivo merlot|tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marina primitivo merlot|igp|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marina primitivo merlot|igp|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=947
W|campo marina primitivo di|manduria tinto|it|r|primitivo|puglia|manduria|NV|13.5|DOP|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marina primitivo di|manduria|it|r|primitivo|puglia|manduria|NV|13.5|DOP|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marina primitivo di|manduria|it|r|primitivo|puglia|manduria|NV|13.5|DOP|medio|carnes vermelhas, massas, queijos curados|seco|=950
W|campo marina malvasia nera salento|salento|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marina luccarelli primitivo di|manduria tinto|it|r|primitivo|puglia|manduria|NV|13.5|DOP|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marina luccarelli malvasia nera|igp|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marina luccarelli malvasia nera|nera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo marina lucarelli malvasia nera salento|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo madonna montresor cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo largo|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|campo largo|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=958
W|campo largo|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo largo|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=960
W|campo largo|tinto frisante suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|campo largo|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|campo largo|rosado|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|campo largo|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|campo largo|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|campo della fiera sangiovese|tinto|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo della fiera sangiovese|sangiovese|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campo della fiera|classico superiore branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|campo da porta|dao|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|campo casalin amarone|tinto|??|r|??|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campillo|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|campillo fermentado em barrica|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|campillo crianza|tinto|??|r|??|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campelo loureiro verde|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|campelo loureiro|doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campelo adamado|doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campagnola soave|classico 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|campaccio rosso toscano|igt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|camolas selection|premium bco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|camolas|tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|camolas|tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=981
W|camolas|rose|??|p|??|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|camolas|branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|camolas|premium rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|camolas|premium branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|camolas grande escolha castelao|castelao|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|camolas grande escolha|1931|??|r|??|??|??|1931|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|camolas clo|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|camins del priorat|2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|caminos sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|camino real|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|camino owners|owners|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|camino de|chile sauvignon blanc reserva|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|camino de|chile sauvignon blanc reserva|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=994
W|camino de|chile sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|camino de|chile sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=996
W|camino de|chile sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=996
W|camino de|chile sauvign blanc|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|camino de|chile sauvign blanc|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=999
W|camino de|chile rosado|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|camino de|chile rosado|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=1001
W|camino de|chile pinot noir|cl|r|pinot noir|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|camino de|chile pinot noir|cl|r|pinot noir|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=1003
