W|grolsch|biervat 50 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|syrah stonewashed stoney vine vineyard walla walla valley|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|vineyards petillant naturel semillon|??|w|semillon|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grosgrain|vineyards petit grosgrain|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosik|rekawice gumowe domowe s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosik|sciereczki uniwersalne 10 sztuk|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosik|scierki domowe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosik|torebki sniadaniowe papierowe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosik|torebki sniadaniowe z klipsami 100 sztuk|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosik|worki na smieci 10szt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosik|zmywak spiralny 1szt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|fumin vigne merletta valle daoste|pt|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|vallee daoste petite arvine vigne rovettaz|pt|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|gamay vallee daoste|pt|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine vigne rovettaz valle daoste|pt|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|torrette vallee daoste|pt|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|vallee daoste petite arvine|pt|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|vallee daoste pinot noir|pt|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|vallee daoste premetta|pt|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|gamay vallee daoste|pt|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine vigne rovettaz valle daosta|pt|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grosjean|chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=937
W|grosjean|chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=937
W|grosjean|cornalin vigne rovettaz vallee daoste|pt|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|cornalin vigne rovettaz vallee daoste|pt|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|doc valle daosta chardonnay le vin de michel|pt|w|chardonnay|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|grosjean|doc valle daosta pinot noir vigne tzeriat|pt|r|pinot noir|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres cornalin vigna rovettaz organic doc|??|r|??|??|??|2017|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres cornalin vigna rovettaz organic doc|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres cornalin vigna rovettaz organic doc|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres fumin doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres gamay doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres petite arvine vigna rovettaz organic doc|??|r|??|??|??|2017|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres petite arvine vigna rovettaz organic doc|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres petite arvine vigna rovettaz organic doc|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres petite arvine vigne rovettaz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres vallee daoste gamay|pt|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres vallee daoste gamay|pt|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres vallee daoste petite arvine vigne rovettaz|pt|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres vallee daoste pinot noir|pt|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres vallee daoste pinot noir|pt|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=957
W|grosjean|freres vallee daoste pinot noir|pt|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres vallee daoste premetta|pt|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres vallee daoste torrette|pt|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|freres vallee daoste torrette|pt|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|fumin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|fumin vallee daoste doc|pt|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|fumin vigne merletta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|fumin vigne merletta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=965
W|grosjean|fumin vigne merletta vallee daoste|pt|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|fumin vigne merletta vallee daoste italy|pt|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|gamay|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|gamay|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|grosjean|gamay|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|grosjean|gamay|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|grosjean|gamay doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|gamay vallee daosta|pt|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|mas du jario blanc de noir extra brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grosjean|mas du jario blanc de noir extra brut|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grosjean|montmary extra brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grosjean|moscato petit grain|??|r|moscato|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine chatel argent|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine les freres|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine les freres|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=982
W|grosjean|petite arvine les freres|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=982
W|grosjean|petite arvine vallee d aoste|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine vallee d aoste|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=985
W|grosjean|petite arvine vigne rovettaz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine vigne rovettaz|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine vigne rovettaz|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine vigne rovettaz|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine vigne rovettaz valle daoste|pt|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|petite arvine vigne rovettaz vallee daostei white dry 125 075|pt|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grosjean|pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=936
W|grosjean|pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=936
W|grosjean|pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=936
W|grosjean|pinot noir doc vigna tzeriat|??|r|pinot noir|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|pinot noir vigna tzeriat|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|premetta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosjean|premetta|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
