W|griesel|bdb degorgement tardif blanc de blancs brut nature|??|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|grillo|baroni di pianogrillo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|bellali doc sicilia cantine paolini|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|bianco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grillo|bianco di stelle 12|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grillo|bianco maggiore bio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grillo|bianco maggiore bio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=920
W|grillo|bianco sicilia doc casa vinicola arini|it|w|??|sicily|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|grillo|bio 100 biologico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|bio 100 organic wines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|bio cantine paolini|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|bio doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|bio doc sicilia talia tenute mokarta|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|bio solea sicilia doc cantina cellaro bile suche|it|r|??|sicily|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|biologico sicilia doc|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|caeles firriato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|case sparse baglio di grisi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|cavallo delle fate sicilia doc tenuta regaliali|es|s|??|sicily|??|2023|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|grillo|cavallo delle fate sv|es|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grillo|cavallo delle fate sv|es|s|??|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grillo|cavallo delle fate tenuta regaleali tasca dalmerita|es|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grillo|cavallo delle fate tenuta regaleali doctasca dalmerita lt 075|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grillo|chardonnay sicilia dop organic|it|w|chardonnay|sicily|??|nv|12.5|dop|medio|peixes, frutos do mar, saladas|seco
W|grillo|chiara vignali roccamena|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|chimaera bianco sicilia doc bio|it|w|??|sicily|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|grillo|chimaera biologico sicilia doc azienda vitivinicola tola|it|r|??|sicily|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|colosi|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|costadune sicilia doc mandrarossa|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|curatolo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|daltura|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|daltura doc 6st|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|daltura lombardo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|daltura sicilia doc lombardo|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|daltura sicilia doc tenute lombardo|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|daltura vino bianco doc sicilia|it|w|??|sicily|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|grillo|della timpa bio feudo montoni|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|della timpa feudo montoni|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|della timpa sicilia doc feudo montoni|it|r|??|sicily|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|deux|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|di colmajor 450g tarzo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|di meno sicilia|it|r|??|sicily|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|di mozia sicilia|it|r|??|sicily|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|di sicilia doc olli feudo maccari|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|grillo|doc casesparse baglio di grisi|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc lustru|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc altavilla della corte firriato|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc altavilla della corte firriato|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=962
W|grillo|doc baglio di pianetto|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc baglio di pianetto|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=964
W|grillo|doc kebrilla cantine fina|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc la zolla|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc laluci|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc miral cantine fina|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc nicosia|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sic patria|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicilia|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicilia|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|grillo|doc sicilia|it|r|??|sicily|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicilia|it|r|??|sicily|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicilia tenute orestiadi|it|r|??|sicily|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicilia|it|r|??|sicily|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicilia|it|r|??|sicily|??|2025|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicilia bio|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicilia bio fiordiligi 1250|it|r|??|sicily|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicilia molino a vento tenute orestiadi|it|r|??|sicily|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicilia piantaferro|it|r|??|sicily|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicilia principe di granatey colomba bianca|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sicillia miopasso|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc sur sur donnafugata|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|doc white|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|grillo|doro vendemmia tardiva gorghi tondi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|due terre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|echardonnay bellifolli|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grillo|edesia sicilia doc|it|r|??|sicily|??|2025|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|espumante organic palmares brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grillo|feudo arancio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|feudo arancio sicilia doc|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|feudo arancio sicily italy|it|r|??|sicily|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|feudo disisa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|flaneur terre siciliane pianogrillo|it|r|??|sicily|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|frizzante terre siciliane igp makise fina|it|s|??|sicily|??|nv|12|igp|leve|aperitivos, frutos do mar, canapes|seco
W|grillo|g tenuta san giaime|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|giardinello|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grillo|giardinello|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=999
