1. W|carmel|road monterey chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
844. W|carmenere|wellington case of 6 wines|??|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
845. W|carmenere|wo wellington|??|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
846. W|carmenere|casas del bosque collection|??|r|carmenere|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
847. X
848. W|carmenere|24|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
849. W|carmenere|347 de martino|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
850. W|carmenere|4to elemento|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
851. W|carmenere|7 colores|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
852. W|carmenere|adobe emiliana|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
853. W|carmenere|alchemy|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
854. W|carmenere|alpha|??|r|carmenere|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
855. W|carmenere|alpha montes do|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
856. W|carmenere|alto de piedras single vineyard 2011 de martino elqui valley chile|cl|r|carmenere|??|??|2011|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
857. X
858. W|carmenere|artesano premium|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
859. W|carmenere|azara 20|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
860. W|carmenere|bellavista reserva|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
861. W|carmenere|brisa|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
862. X
863. W|carmenere|cabernet sauvignon shiraz petit verdot quinta da generacions|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
864. W|carmenere|caja de 6 botellas|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
865. W|carmenere|campo buri|??|r|carmenere|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
866. W|carmenere|campo buri|??|r|carmenere|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
867. W|carmenere|cantera reserva valle de maule|cl|r|carmenere|??|??|2020|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
868. W|carmenere|carminium inama|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
869. W|carmenere|carminium inama|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=868
870. W|carmenere|case|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
871. W|carmenere|castillo de molina zp suho|??|r|carmenere|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
872. W|carmenere|chili promo|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
873. W|carmenere|collection 2024 x 6|??|r|carmenere|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
874. W|carmenere|colli euganei doc fasolo|??|r|carmenere|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
875. W|carmenere|conforme punti ferrer 750cc|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
876. W|carmenere|cordon de fuego cuatro almas|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
877. W|carmenere|corralillo matetic rosario chile|cl|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
878. W|carmenere|cuartel 4a valle del maule case only|cl|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
879. W|carmenere|cuartel no 60 caja 6 botellas|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
880. W|carmenere|discovery collection|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
881. X
882. X
883. W|carmenere|do valle central 2023 las condes|??|r|carmenere|??|??|2023|13.5|do|encorpado|carne vermelha, massas, queijos curados|seco
884. W|carmenere|doc animafranca casa baccichetto|fr|r|carmenere|??|??|2024|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
885. W|carmenere|echeverria reserva vina echeverria valle de curico chile|cl|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
886. W|carmenere|el diario de artesano|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
887. W|carmenere|ella las ninas|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
888. W|carmenere|errazuriz estate reserva|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
889. W|carmenere|errazuriz max reserva|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
890. W|carmenere|espino reserva especial|??|r|carmenere|??|??|2015|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
891. W|carmenere estate|de martino|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
892. W|carmenere estate|reserva|??|r|carmenere|??|??|2012|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
893. W|carmenere estate|reserva de martino|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
894. W|carmenere estate|reserve vina errazuriz sa|??|r|carmenere|??|??|NV|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
895. W|carmenere estate|selection|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
896. W|carmenere|experimental|??|r|carmenere|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
897. X
898. W|carmenere|family reserve algorta socios desde|??|r|carmenere|??|??|NV|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
899. W|carmenere|family vintage tres palacios|??|r|carmenere|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
900. W|carmenere|family vintage tres palacios|??|r|carmenere|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
901. W|carmenere|gold 2018 vina estampa|??|r|carmenere|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
902. W|carmenere|gran reserva|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
903. X
904. W|carmenere|gran reserva 2020 santa alicia wine of chile cervene suche 0|cl|r|carmenere|??|??|2020|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
905. W|carmenere|gran reserva|??|r|carmenere|??|??|2021|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
906. W|carmenere|gran reserva 2024 x 6|??|r|carmenere|??|??|2024|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
907. W|carmenere|gran reserva 375 cc|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
908. W|carmenere|gran reserva c patronales|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
909. W|carmenere|gran reserva caja 6 botellas|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
910. W|carmenere|gran reserva casas patronales|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
911. W|carmenere|gran reserva castillo de molina|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
912. W|carmenere|gran reserva cordon de fuego vina cuatro almas|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
913. W|carmenere|gran reserva do elqui valley falernia|??|r|carmenere|??|??|NV|13.5|do|encorpado|carne vermelha, massas, queijos curados|seco
914. W|carmenere|gran reserva monte maria|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
915. W|carmenere|gran reserva puente austral|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
916. W|carmenere|gran reserva puente austral 12 unidades|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
917. W|carmenere|gran reserva puente austral 6 unidades|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
918. W|carmenere|gran reserva punti ferrer|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
919. W|carmenere|gran reserva punti ferrer 750cc|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
920. W|carmenere|gran reserva ravanal|??|r|carmenere|??|??|NV|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
921. W|carmenere|gran reserva rdvin ravanal|??|r|carmenere|??|??|NV|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
922. X
923. W|carmenere|gran reserva tarapaca|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
924. W|carmenere|gran reserva terranoble|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
925. W|carmenere|grand reserve|??|r|carmenere|??|??|NV|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
926. X
927. W|carmenere|grand terroir|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
928. W|carmenere|huape gran reserva|??|r|carmenere|??|??|2021|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
929. W|carmenere|icono algorta caja madera|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
930. W|carmenere|icono alka vina francois lurton|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
931. W|carmenere|icono encierra|??|r|carmenere|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
932. W|carmenere|icono mw maturana wines|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
933. W|carmenere|igp 2019 canelai bosco levada|??|r|carmenere|??|??|2019|13.5|igp|encorpado|carne vermelha, massas, queijos curados|seco
934. W|carmenere|igp 2021 bosco levada|??|r|carmenere|??|??|2021|13.5|igp|encorpado|carne vermelha, massas, queijos curados|seco
935. W|carmenere|igt marca trevigiana|??|r|carmenere|??|??|NV|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
936. W|carmenere|igt marca trevigiana etichetta danneggiata|??|r|carmenere|??|??|NV|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
937. W|carmenere|igt vigneti delle dolomiti|??|r|carmenere|??|??|NV|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
938. W|carmenere|in situ reserva|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
939. W|carmenere|in situ reserva 375 cc|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
940. W|carmenere|ivan s|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
941. W|carmenere|ivan s|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=940
942. W|carmenere|ivan s|??|r|carmenere|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
943. W|carmenere|legado de martino|??|r|carmenere|??|??|NV|13.5|do|encorpado|carne vermelha, massas, queijos curados|seco
944. W|carmenere|los lingues vineyard|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
945. X
946. W|carmenere|mancura etnia|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
947. W|carmenere|massal 1945 clos de luz|??|r|carmenere|??|??|1945|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
948. W|carmenere|massal 1945 clos de luz|??|r|carmenere|??|??|1945|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=947
949. W|carmenere|massal 1945 clos de luz|??|r|carmenere|??|??|1945|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=947
950. W|carmenere|metic chile 2021 13vol|cl|r|carmenere|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
951. W|carmenere|metic chile 2021 13vol|cl|r|carmenere|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=950
952. W|carmenere|microterroir|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
953. W|carmenere|mw icono maturana wines|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
954. W|carmenere|mw icono maturana wines 12 unidades|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
955. W|carmenere|mw icono maturana wines 6 unidades|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
956. W|carmenere|ojo en tinto vina la sirca|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
957. W|carmenere|organico 2018 caja 6 unidades|??|r|carmenere|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
958. W|carmenere|perez cruz|??|r|carmenere|??|??|2006|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
959. W|carmenere|perez cruz 2006 red wine|??|r|carmenere|??|??|2006|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
960. W|carmenere|perez cruz 2006 rode wijn|??|r|carmenere|??|??|2006|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
961. W|carmenere|perez cruz 2006 rott vin|??|r|carmenere|??|??|2006|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
962. W|carmenere|pionero|??|r|carmenere|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
963. W|carmenere|piu|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
964. W|carmenere|piu|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=963
965. W|carmenere|piu|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=963
966. W|carmenere|piu|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=963
967. W|carmenere|piu|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=963
968. W|carmenere|piu|??|r|carmenere|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
969. W|carmenere|piu|??|r|carmenere|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
970. W|carmenere|piu 2022 inama|??|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
971. W|carmenere|piu 2022 inama|??|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=970
972. W|carmenere|piu 2022 magnum inama|??|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
973. W|carmenere|piu igt|??|r|carmenere|??|??|2019|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
974. W|carmenere|piu igt|??|r|carmenere|??|??|2022|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
975. W|carmenere|piu igt|??|r|carmenere|??|??|2023|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
976. W|carmenere|piu inama|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
977. W|carmenere|piu inama|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=976
978. W|carmenere|piu inama|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=976
979. W|carmenere|piu inama|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=976
980. W|carmenere|piu inama|??|r|carmenere|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
981. W|carmenere|piu venento igt|??|r|carmenere|??|??|2022|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
982. W|carmenere|piu veneto rosso igt 2022 az agr inama|it|r|carmenere|veneto|??|2022|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
983. W|carmenere|premium conforme vina punti ferrer|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
984. W|carmenere|private collection rdvin vina marchigue|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
985. W|carmenere|puenta austral gran reserva maturana|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
986. W|carmenere|pupilla|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
987. W|carmenere|pupilla 2020 luis felipe edwards chilenischer rotwein|cl|r|carmenere|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
988. W|carmenere|puquillay encierra socios desde|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
989. W|carmenere|rapel valley|cl|r|carmenere|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
990. W|carmenere|ravanal|??|r|carmenere|??|??|NV|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
991. W|carmenere|reserva|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
992. W|carmenere|reserva|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=991
993. W|carmenere|reserva|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=991
994. W|carmenere|reserva|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=991
995. W|carmenere|reserva|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=991
996. W|carmenere|reserva|??|r|carmenere|??|??|2016|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
997. W|carmenere|reserva 2019 vina monte maria6 un 750cc|??|r|carmenere|??|??|2019|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
998. W|carmenere|reserva 2020 hacienda araucano|??|r|carmenere|??|??|2020|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
999. W|carmenere|reserva|??|r|carmenere|??|??|2021|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
1000. W|carmenere|reserva 2021 santa alicia wine of chile cervene suche 0|cl|r|carmenere|??|??|2021|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
