S
W|gener|oli doliva verge extra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|cortoncharlemagne grand cru|??|r|??|??|??|2018|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|les vergers 1 er cru chassagne montrachet|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|les vergers chassagnemontrachet cru|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|mercurey cru en sazenay|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|mercurey cru les saumont|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|mercurey cru les saumonts burgundy france|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|mercurey cru les sazenay|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|mercurey cru les sazenay|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|mercurey cru saumonts|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|mercureysazenay cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault cru les boucheres|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault cru les boucheres|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault cru les boucheres|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault cru les boucheres|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault cru les boucheres|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault cru les boucheres|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault clos du cromin|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault clos du cromin|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault clos du cromin|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault clos du cromin|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault clos du cromin|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault clos du cromin|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault clos du cromin|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault clos du cromin|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault meix chavaux|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|meursault meix chavaux|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pommard cru clos blanc|??|w|??|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genotboulanger|pommard cru clos blanc|??|w|??|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genotboulanger|pommard cru clos blanc|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genotboulanger|pommard cru clos blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genotboulanger|pommard cru clos blanc|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genotboulanger|pommard vieilles vignes|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pommard vieilles vignes|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pommard vieilles vignes|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pommard vieilles vignes|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pommard vieilles vignes|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pommard vieilles vignes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pommard vieilles vignes|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|puligny montrachet cru la garenne|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|puligny montrachet cru la garenne|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|puligny montrachet cru les folatieres|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|puligny montrachet cru les folatieres|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|puligny montrachet les folatieres cru|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|puligny montrachet les folatieres cru|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|puligny montrachet les levrons|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|puligny montrachet les levrons|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|puligny montrachet les nosroyes|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|puligny nosroyes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pulignymontrachet cru folatieres|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pulignymontrachet cru la garenne|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pulignymontrachet cru la garenne|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pulignymontrachet cru la garenne|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pulignymontrachet cru les folatieres|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pulignymontrachet nosroyes|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pulignymontrachet nosroyes|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|savigny les beaune blanc vieilles vignes|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genotboulanger|savigny les beaune blanc vielles vignes|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genotboulanger|savignylesbeaune cru les vergelesses|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|savignylesbeaune vieilles vignes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|savignylesbeaune vv|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|tastingpaket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|volnay vielles vigne|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genouillet|genouillet|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoux|arbin mondeuse la belle romaine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genoux|chignin bergeron le grand blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genova|genova|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genovese|basil 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genovese|pesto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genovese|pesto 180g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genpak|elite foam bowl 5 oz beige laminated 125ct|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genpak|party cups red 12 50 count|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genpak|plastic soft trans 20 50|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genre|cabernet merlot case of 12|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genre|moscato case of 12|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genre|pinot grigio case of 12|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genre|pinot noir case of 12|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genre|sauvignon blanc case of 12|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genre|shiraz case of 12|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|alamang bagoong regular 260g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|ginisang alamang bagoong hot 125g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|ginisang alamang bagoong hot 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|ginisang alamang bagoong regular 125g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|ginisang alamang bagoong regular 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|gisadong bagoong alamang hot and spicy 260g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special kaong green 227g 8oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special kaong green 340g 12oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special kaong green 680g 24oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special kaong red 227g 8oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special kaong red 340g 12oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special nata de coco green 227g 8oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special nata de coco green 24oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special nata de coco green 340g 12oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special nata de coco green 900g 32oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special nata de coco red 227g 8oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special nata de coco red 340g 12oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special nata de coco red 680g 24oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genrev|special nata de coco white 227g 8oz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genrev|special nata de coco white 340g 12oz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genrev|special nata de coco white 680g 24oz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genroku|genroku|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genroku|redux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gens|et pierre sud sud rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gens|et pierres nordsud blanc bio weiwein trocken frankreich|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gens|et pierres nordsud blanc bio weiwein trocken frankreich|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=987
W|gens|et pierres nordsud blanc bio weiwein trocken frankreich|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=987
W|gens|et pierres nordsud blanc bio weiwein trocken frankreich|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=987
W|gens|et pierres sud rose bio rosewein trocken frankreich|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gens|et pierres sud rose bio rosewein trocken frankreich|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=991
W|gens|et pierres sud rose bio rosewein trocken frankreich|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=991
W|gens|et pierres sud rose bio rosewein trocken frankreich|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=991
W|gens|et pierres sudsud rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gens|et pierres sudsud rouge bio rotwein trocken frankreich|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gens|et pierres sudsud rouge bio rotwein trocken frankreich|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=996
W|gens|et pierres sudsud rouge bio rotwein trocken frankreich|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=996
W|gens|et pierres sudsud rouge bio rotwein trocken frankreich|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=996
W|gense|fuga bestikst pa 60 dele|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
