W|vinho|tinto portugues bacalhoa quatro ventos garrafa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuitssaintgeorges 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuitssaintgeorges 1er cru les damodes faiveley|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuitssaintgeoges 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits st georges premier cru les bousselots 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits st georges premier cru les bousselots 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits st georges aux saintjulien rouge 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits st georges 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits st georges 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits saint georges premier cru les bousselots 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits saint georges les vallerots 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits saint georges les terrasses des vallerots 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits saint georges les terrasses des vallerots 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits saint georges les terrasses des vallerots 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits saint georges les hautspruliers 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits saint georges aux allots 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits saint georges aux allots 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits saint georges aux allots 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits saint georges 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuits saint georges 1er cru aux boudots 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuestro roble|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuestro reserva 20 meses do ribera del duero|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuestro crianza 15 meses do ribera del duero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nuestro 8 meses do ribera del duero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nucot vin de france rouge 2020|fr|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nucot 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nozzoli chanti classico riserva folonari|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto novecento malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto novecento cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto novas stellar selection syrahmourvedre|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto novas stellar selection cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto novas gran reserva stellar selection|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto novas gran reserva stellar selection|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??|=908
W|vinho|tinto novas gran reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto novas 2010 gran reserva pinot noir|??|r|pinot noir|??|??|2010|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nouveau kbarre 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nout margaux 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nostrofruto merlot blend 75 merlot 10 ancellota 15 tannat mato penso flores da cunha serra gaucha|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nossa menade natural tempranillo 2023no pixno boletoem ate3xdesem juroscomprar|??|r|tempranillo|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nossa menade natural tempranillo 2023|??|r|tempranillo|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nosotros susana balbo sofita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nosotros susana balbo malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nosotros safra 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nosotros corcel gualtallary 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton sexy fish cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton select malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton select malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=922
W|vinho|tinto norton select cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton reserva malbec|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton reserva cabernet franc|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton privado family blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton porteno malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton porteno cab sauvignon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
X
W|vinho|tinto norton malbec doc|??|r|malbec|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton lote negro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton lote lunlunta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton lote finca la colonia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton lote agrelo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton gernot langes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton doc malbec kit 6 unidades|??|r|malbec|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton doc malbec 2023|??|r|malbec|??|??|2023|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norton altura pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norteamericano zinfandel carnivor|??|r|zinfandel|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto norteamericano cabernet sauvignon carnivor|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco teroldego terroir selection don guerino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco terco valmarino safra 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco tannat reserva don guerino|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco tannat el gaucho don guerino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco tannat agnus edicao limitada lidio carraro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco rebo suzin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco pinot noir dadivas lidio carraro|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco petit verdot suzin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco montepulciano suzin|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco merlotcabernet sauvignon dadivas lidio carraro|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco merlot reserva don guerino|??|r|merlot|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco malbec suzin|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco malbec agnus edicao especial lidio carraro|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco gran reserva corte raizes casa valduga|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco esempio paterno marselan dom bernardo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco cabernet sauvignon villalobos casa valduga|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco cabernet sauvignon suzin|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco cabernet franc reserva don guerino|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco cabernet franc le franc don guerino|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre seco blend quatro castas super premium almaunica|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre prometido 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre geodesis arteviva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre dosnetos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nobre dosnetos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=966
W|vinho|tinto nobile di montepulciano docg 2016|it|r|montepulciano|toscana|montepulciano|2016|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto no21 caballo loco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto no sin tou tsefs 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto ninfa vinhas velhas 2017 doc tejo|??|r|??|??|??|2017|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto ninfa grande reserva 2012 tejo|??|r|??|??|??|2012|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto ninfa escolha 2015 tejo|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto ninfa 2017 tejo|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nina gran bonarda 2018 argentina|ar|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nigra igp podere 29|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nieto senetiner reserva doc malbec|??|r|malbec|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto nieto senetiner cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort vertente douro|pt|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort vertente 2022 douro|pt|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort vertente 2019 douro|pt|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort ultreia 2014 douro|pt|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort ultreia 2014 douro|pt|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; queijos curados|??|=982
W|vinho|tinto niepoort turris 2013 douro|pt|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort syrah 2012 bairrada|??|r|syrah|??|??|2012|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort rotulo 2020 dao|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort rotulo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort robust douro|pt|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort robust douro|pt|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=988
W|vinho|tinto niepoort redoma 2022 douro|pt|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort redoma 2021 douro|pt|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort redoma 2015 douro|pt|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort quinta da lomba garrafeira 2016 dao|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort poeirinho baga 2022 bairrada|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort pinot noir 2022 douro|pt|r|pinot noir|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort omlet 2011 douro|pt|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort omlet 2011 douro|pt|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; queijos curados|??|=996
W|vinho|tinto niepoort omlet 2009 douro|pt|r|??|??|??|2009|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort omlet 2008 douro|pt|r|??|??|??|2008|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto niepoort nat cool rua das pretas 2020 dao|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
