W|finca dofi|2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras barrel select malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=925
W|finca las|moras barrel select malbec 2019|??|r|??|??|??|2019|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras barrel select malbec 2020|??|r|??|??|??|2020|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras barrel select malbec pedernal argentina|ar|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras bonarda|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras cabernet barrel aged|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras cabernet barrel select|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=933
W|finca las|moras cabernet sauvignon 2022 12 bottles|??|r|??|??|??|2022|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras cabernet sauvignon screwcap 2018|??|r|??|??|??|2018|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras cabertnet syrah|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras chardonnay|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca las|moras chardonnay|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco|=938
W|finca las|moras chardonnay|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco|=938
W|finca las|moras dada art white malbec|??|w|??|??|??|NV|12.5|??|encorpado|peixes; frutos do mar; saladas|seco
W|finca las|moras dada art wine no 1|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada art wine no 2|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada art wine no 3|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada art wine no 8|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 1 art wine|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 1 art wine 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 1 art wine 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 1 art wine 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 1 art wine 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 1 art wine 2025|??|r|??|??|??|2025|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 2 art wine 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 2 art wine 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 3 art wine 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 391 art cabernet 2021|??|r|??|??|??|2021|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 391 art cabernet 2022|??|r|??|??|??|2022|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 391 art cabernet 2025|??|r|??|??|??|2025|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 391 art malbec 2022|??|r|??|??|??|2022|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 391 art malbec 2023|??|r|??|??|??|2023|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 391 art malbec 2025|??|r|??|??|??|2025|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no 391 art white malbec 2022|??|w|??|??|??|2022|12.5|??|encorpado|peixes; frutos do mar; saladas|seco
W|finca las|moras dada no 391 art white malbec 2025|??|w|??|??|??|2025|12.5|??|encorpado|peixes; frutos do mar; saladas|seco
W|finca las|moras dada no1|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no1 rotwein veganer wein halbtrocken argentinien|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no1 rotwein veganer wein halbtrocken argentinien|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=965
W|finca las|moras dada no1 rotwein veganer wein halbtrocken argentinien|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=965
W|finca las|moras dada no1 rotwein veganer wein halbtrocken argentinien|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=965
W|finca las|moras dada no2 rotwein vegan wein trocken argentinien|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras dada no2 rotwein vegan wein trocken argentinien|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=969
W|finca las|moras dada no2 rotwein vegan wein trocken argentinien|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=969
W|finca las|moras dada no2 rotwein vegan wein trocken argentinien|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=969
W|finca las|moras gran syrah|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras gran syrah 2011|??|r|??|??|??|2011|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras los intocables argentina malbec|ar|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras los intocables black malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras los intocables black malbec rotwein veganer wein trocken argentinien|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras los intocables black malbec rotwein veganer wein trocken argentinien|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=977
W|finca las|moras los intocables black malbec rotwein veganer wein trocken argentinien|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=977
W|finca las|moras los intocables black malbec rotwein veganer wein trocken argentinien|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=977
W|finca las|moras los intocables malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras los intocables malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=981
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
W|finca las|moras malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=983
