W|giacomo|conterno barolo monfortino riserva|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacpotes|giacpotes|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacpotes|domaine giachino|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacpotes|domaine giachino savoie|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giada|barbera dalba|??|r|barbera|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giada|barbera dalba|??|r|barbera|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=830
W|giada|classic red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giada|ricotta and pistachio portions|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giada|tropical mango|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas apfelgranatapfel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas diverse fruchte1000ml|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas green apple pomegranate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas green apple pomegranate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|giagia|mas kirschen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas lemon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas pandaisia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas pandaisia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=841
W|giagia|mas peach|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas peach|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=843
W|giagia|mas pfirsich 1300gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas strawberry lemon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas strawberry lemon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=846
W|giagia|mas strawberrylemon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas trinkglas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giagia|mas trinkglas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=849
W|giagia|mas trinkglas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=849
W|giagnacovo|rivio rosa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giago|valpolicella ripasso classico superiore doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giago|valpolicella ripasso doc classico superiore|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|d arles quintodecimo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|darles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|darles greco di tufo quintodecimo|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|darles greco di tufo quintodecimo|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|darles docg greco di tufo quintodecimo|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|darles greco di tufo docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|darles greco di tufo docg quintodecimo|??|r|??|??|??|2024|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|darles greco di tufo docg quintodecimo|??|r|??|??|??|2024|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=861
W|giallo|darles greco di tufo quintodecimo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|darles greco di tufo quintodecimo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=863
W|giallo|di chy vino bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giallo|di costa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|di tocai dal ronco pitotti in manzano igt 1 bianco vignai da duline|??|w|??|??|??|2017|12.5|igt|medio|peixes, frutos do mar, saladas|seco
W|giallo|elicriso eau de parfum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|pesce palla tenuta larmonia|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giallo|pesce palla tenuta larmonia|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=869
W|gialloro|prosecco superiore extra dry|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gialloro|valdobbiadene prosecco superiore docg extra dry|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|seco
W|gialloro|valdobbiadene prosecco superiore docg ruggeri|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|seco
W|gialtra|retsina|gr|w|retsina|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giamanda|giamanda|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giambagli|cote aix provence rose|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giambagli|cote aix vin de provence rose|fr|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giambattista|valli cerasuolo di vittoria docg feudi del pisciotto|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giambattista|valli rose poivree 270|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
S
W|giamcomo|barbero langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giamello|barbaresco vicenziana|it|r|??|barbaresco|barbaresco|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giamello|barbaresco vicenziana|it|r|??|barbaresco|barbaresco|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giamello|barbaresco vicenziana vicen|it|r|??|barbaresco|barbaresco|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giammalvo|arsura di gilletto|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giammalvo|rossodiamante di gilletto|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giammalvo|velluto blu|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giammarino|yarra valley pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampaoli|csokis keksz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampaoli|csokis keksz cukormentes|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampaoli|glutenmentes linzer sargabarack lekvarral 45g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampaoli|kaves keksz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampaoli|kokuszos keksz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampaoli|mandulas keksz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampaoli|omlos keksz friss tejjel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampaoli|panettone con uvetta e senza canditi fara gluten 400 gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampaoli|panettone cu ciocolata fara gluten 400 gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampaoli|teljes kiorlesu csokis keksz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampaoli|teljes kiorlesu keksz edesitoszerrel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampero|bea contide rosso|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampiero|bea cotidie umbria rosso|it|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giampiero|bea lapideus umbria bianco|it|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giampiero|bea lapideus umbria bianco trebbiano spoletino|it|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giampiero|bea lapideus umbria bianco trebbiano spoletino|it|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gian|luca colombo barbera dalba|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo barbera dalba|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=905
W|gian|luca colombo barbera dalba superiore|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo barbera dalba superiore|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=907
W|gian|luca colombo barbera dalba superiore doc|??|r|barbera|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo barbera dalba superiore doc|??|r|barbera|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo barolo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo barolo|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo barolo docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo barolo docg|it|r|??|barolo|barolo|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo barolo docg|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo barolo docg piedmont italy|it|r|??|barolo|barolo|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo langhe doc nebbiolo piemonte italien|it|r|nebbiolo|langhe|langhe|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo langhe nebbiolo doc|it|r|nebbiolo|langhe|langhe|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo langhe pinot nero|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo langhe pinot nero astuccio|it|r|??|langhe|langhe|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo langhe pinot nero|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo nebbiolo lange doc|??|r|nebbiolo|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo nicbarrb barolo docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo nu vino rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo nu vino rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo pinot nero|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo pinot nero langhe|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo pinot nero langhe|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=929
W|gian|luca colombo ravera barolo docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo ravera barolo docg italy|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo verduno pelaverga|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo verduno pelaverga|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=933
W|gian|luca colombo verduno pelaverga piedmont red dry 135 075|it|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca colombo vino rosso nu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca mazzella paterico|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca mazzella paterico|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|luca mazzella paterico taurasi riserva docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|merlot riserva|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|piero marrone barolo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|piero marrone barolo bussia|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|piero marrone gavi docg del comune di gavi|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gian|piero marrone langhe arneis tre fie bottle|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giana|olivabogyo magozott 195g 70g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giana|olivabogyo magozpaprtt195g 80g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giana|rajcata loupana krajena|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianas|chicken kikiam|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianas|garlic longanisa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianbattista|valli cerasuolo di vittoria docg|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giancarlo|ceci chiusolillo castel del monte doc 6 x|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giancarlo|ceci clara fiano bio puglia igt 6 x|it|w|??|??|??|nv|12.5|igt|medio|peixes, frutos do mar, saladas|seco
W|giancarlo|ceci panascio castel del monte doc 6 x|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giancarlo|ceci parchitello bombino nero rosato castel del monte doc 6 x|??|p|??|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|giancarlo|ceci parco grande castel del monte doc 6 x|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giancarlo|ceci parco marano castel del monte doc 6 x|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giancarlo|ceci parco petrullo castel del monte doc 6 x|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giancarlo|ceci pozzo sorgente castel del monte doc 6 x|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giancarlo|ceci rosalia moscato dolce di trani doc cl50 6 x|??|r|moscato|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce
W|giancarlo|chianti|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giancarlo|montepulciano dabruzzo nv|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giancarlo|pinot grigio veneto igt nv|it|w|pinot grigio|??|??|nv|12.5|igt|medio|peixes, frutos do mar, saladas|seco
W|giancarlo|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giancarlo|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=963
W|giancarlo|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=963
W|giancu|giancu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giancu|giancu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=966
W|giancu|vermentino di sardegna doc u tabarka|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|giandon|giandon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giandon|giandon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|giandon|giandon|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giandon|bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giandon|bianco|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giandon|bianco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giandon|bianco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=974
W|giandon|bianco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=974
W|giandon|bianco il farneto|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giandon|by il farneto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giandon|orange|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giandon|rosato|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giandon|rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giandon|rosso|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giandonbianco|il farneto|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gianduia|gianduia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|180 majani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|80g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|al latte nocciolato piemonte|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|bellboy tin 100 maxims de paris|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|bottega crema di gianduia nougatcremelikor 17 vol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|clasico gr caffarel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|cream sisinni premium creamsritos food380gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|delizia al cioccolato eclectus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|fondente dark x 80gr caffarel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|gold mini tray with bow|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|hazelnut spread cream|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|liquore|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|nocciolat fondente 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|nougat 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|torrone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gianduia|zillions|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
