W|gustinella|pomaro rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guy|allion charmant de lune rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=915
W|guy|allion chenonceaux sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion cremant de loire|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|guy|allion cremant de loire aoc blanc brut|fr|s|??|??|??|nv|12|aoc|leve|aperitivos, frutos do mar, canapes|brut
W|guy|allion cremant de loire blanc 125vol|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|guy|allion cremant de loire blanc 125vol|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=920
W|guy|allion cremant de loire blanc brut nv|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|guy|allion cremant de loire rose brut|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|guy|allion cremant de loire rose brut|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=923
W|domaine du haut perron|guy allion touraine chenonceaux rouge loire 13vol|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine du haut perron|guy allion touraine chenonceaux rouge loire 13vol|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=925
W|domaine du haut perron|guy allion touraine sauvignon ac|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion la plaine chardonnay 13vol|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion la plaine chardonnay 13vol|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=928
W|guy|allion le poira aop touraine rouge|??|r|??|??|??|2021|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion le poira aop touraine rouge|??|r|??|??|??|2021|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco|=930
W|guy|allion le poira aop touraine rouge|??|r|??|??|??|2021|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco|=930
W|guy|allion le sonnemot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les mazelles aop touraine rouge|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les mazelles aop touraine rouge|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco|=934
W|guy|allion les mazelles aop touraine rouge|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco|=934
W|guy|allion les mazelles aop touraine rouge|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco|=934
W|guy|allion les mazelles aop touraine rouge|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco|=934
W|guy|allion les mazelles touraine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les parcs pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les parcs pinot noir 13vol 20232024|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les parcs pinot noir 13vol 20232024|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=941
W|guy|allion les parcs pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les parcs pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=943
W|guy|allion les parcs pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les perdiettes gamay|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les perdriettes aop touraine rot|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les perdriettes aop touraine rouge|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les perdriettes aop touraine rouge|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco|=948
W|guy|allion les perdriettes aop touraine rouge|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco|=948
W|guy|allion les perdriettes aop touraine tinto|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les perdriettes gamay 125vol|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion les tailles chardonnay oak aged 13vol|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion les tailles chardonnay oak aged 13vol|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=953
W|guy|allion malbec le poira|??|r|malbec|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion pinot noir les mazelles|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion sauvignon blanc 125vol|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion sauvignon blanc 125vol|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=958
W|guy|allion sauvignon blanc|??|w|sauvignon blanc|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=961
W|guy|allion sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion sauvignon blanc les mazelles|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion sauvignon de touraine|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion sauvignon de touraine 12|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion touraine blanc sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion touraine chenonceaux sauvignon blanc|??|w|sauvignon blanc|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion touraine chenonceaux sauvignon blanc|??|w|sauvignon blanc|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=968
W|guy|allion touraine les grandes vignes pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion touraine rouge cot aop touraine rouge|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion touraine rouge cot aop touraine rouge|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco|=971
W|guy|allion touraine rouge cot aop touraine rouge|??|r|??|??|??|2023|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco|=971
W|guy|allion touraine rouge cot rot|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion touraine rouge pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion touraine sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion touraine sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=976
W|guy|allion touraine sauvignon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine du haut perron|guy allion touraine sauvignon|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion touraine sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|domaine du haut perron|guy allion touraine sauvignon blanc loire valley france|fr|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion touraine tinto cot tinto|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|amiot beaune champs pimonts blanc|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|amiot bourgogne aligote les grands champs|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|amiot bourgogne aligote les grands champs|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=984
W|guy|amiot bourgogne aligote les grands champs|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|amiot bourgogne chardonnay cuvee flavie blanc|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|amiot burgundy aligote les grands champs|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|amiot burgundy chardonnay cuvee flavie white|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|amiot chassagne les caillerets|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|amiot chassagne montrachet 1 cru macherelles blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|amiot chassagne montrachet cru les caillerets france|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|amiot chassagne montrachet cru les champgains|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|amiot chassagne montrachet 1st cru macherelles blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|amiot chassagne montrachet champs gains|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos saint|guy amiot chassagne montrachet jean blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|amiot chassagne montrachet macherelles blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|amiot chassagne montrachet vergers|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|amiot chassagnemontrachet champgains|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos saint|guy amiot chassagnemontrachet jean|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
