W|branco|bons ventos fresh kit 4 garrafas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|4 estaciones torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|4 estaciones summer torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|2024 malvasia fina ed limitada 50|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|2024 malvasia fina cx 6 unid ed limitada 50|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|2024 fernao pires e encruzado cx 6 unid|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|2024 fernao pires e encruzado|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|2019 doc alentejo|pt|w|??|alentejo|??|2019|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|1932 fiano|??|w|fiano|??|??|1932|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|1890 collezione primitivo puglia pinot grigio 2020|??|w|primitivo|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|1865 selected vineyards sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|1865 selected vineyards chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|1865 selected vineyards chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=908
W|branco|1865 selected vineyard sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|1808 sauvignon blanc 2023 beira interior|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|1808 reserva beira interior doc|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|1808 field blend 2016 douro|pt|w|??|douro|??|2016|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|120 reserva especial sauvignon blanc 2020|??|w|sauvignon blanc|??|??|2020|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|100 segredos colheita 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|100 hectares touriga nacional|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|100 hectares reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|100 hectares filigrana grande reserva 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|100 hectares codega do larinho 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|100 hectares 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|100 hectares|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
S|=485
W|branco|0186 sagrado douro doc|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=924
W|branco|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=924
W|branco|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=924
W|branco|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=924
W|branco|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=924
W|branco|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=924
W|branco|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=924
W|brance miranda verde|verde|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brancaia tre toscana|igt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brancaia tre maremma|igt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brancaia tre maremma|igt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=934
W|brancaia tre maremma|maremma|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brancaia ilatraia rosso toscana|igt 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brancaia ilatraia maremma|igt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brancaia il blu rosso toscana|igt 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brancaia il blu rosso toscana|igt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brancaia|chianti classico riserva docg 2020|it|r|??|toscana|chianti|2020|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|brancaia|chianti classico reserva docg 2016|it|r|??|toscana|chianti|2016|14.5|DOCG|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brancaia|chianti classico reserva docg|it|r|??|toscana|chianti|NV|14.5|DOCG|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brancaia|chianti classico docg 2021|it|r|??|toscana|chianti|2021|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|brancaia|chianti classico docg|it|r|??|toscana|chianti|NV|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|brancaia|chianti classico|it|r|??|toscana|chianti|NV|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|bramito del cervo chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|bramasole singolare cabernet franc|single vineyard|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bramasole di vino syrah|single vineyard|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bramare vina cobos malbec lujan|tinto|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bramare vina cobos malbec|2022|??|r|malbec|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bramare malbec uco|tinto|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bramare lujan de cuyo cabernet sauvignon|2019|??|r|cabernet sauvignon|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brado|tinto adega de borba|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brado|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brado|rosado adega de borba|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brado|rosado adega de borba|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=956
W|brado|branco adega de borba|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brado|branco adega de borba|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=958
W|braccobosca ombu tannat|tinto uruguai|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|braccobosca ombu tannat|tinto|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|braccobosca ombu tannat|reserva|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|braccobosca ombu tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|braccobosca ombu tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=963
W|braccobosca ombu sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|braccobosca ombu sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=965
W|braccobosca ombu|tannat|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|braccobosca moscatel|branco|??|w|moscatel|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|braccobosca lacertilia tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|braccobosca lacertilia tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=969
W|braccobosca lacertilia tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=969
W|braccob ombu tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bracco bosca ombu tannat syrah petit verdot|verdot|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bracco bosca ombu tannat|2021|??|r|tannat|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bracco bosca ombu tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bracco bosca ombu sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|bracco bosca ombu|tannat|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bracco bosca ombu|syrah|??|r|syrah|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bracco bosca ombu|petit verdot|??|r|petit verdot|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bracco bosca|gran ombu merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bracco bosca|gran ombu cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
X|=106
W|braccale toscana|igt 2021 tinto italia|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|braccale|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|braccale rosso|2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
X|=106
W|braccale|igt toscana rosso 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bra salton paradoxo marstto|marstto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bra salton campanha mt tto|tto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bra pizzato violete tto|tto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bra origem chardonnay bco|bco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|bra miolo seltourtempr tto|tto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bra miolo|pnoir tto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bra granja uniao merlot tto|tto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bra garibaldi vg alvarinho|alvarinho|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|br thera|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|br por intimista|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|br ita feudo dei venti delle venezie|venezie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|br chi vigia sup chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|bquinta nova grainha 075|075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta|do pinto viognier chardonnay 075|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|bquinta|do pinto sauvignon blanc 075|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|bquinta|do pinto estate collection 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|bquinta|do pinto chenin blanc 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
