W|vino|opprimmerlot opt 34|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nguany santa catarina b3|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nguany blanco santa catarina|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|neyen the blend 135o 750 cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|neyen malbec 750cc|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|neyen blend 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nexus one|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nexo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|newen|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nero davola largasia doc sicilia quignones casa vinicola sicilia|it|r|??|sicilia|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|nero davola lapa doc sicilia biologico vintage 6 bottiglie marino abate|it|r|??|sicilia|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|nero davola igp alicos|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|nero buono federici|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nero buono federici|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=833
W|vino|neri vardano grechetto igp cl 75|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|neri rosso dei neri igt cl 75|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vino|neri rosso dei neri igp cl 375|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|neri caviti dop cl 375|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|neri caviti doc cl 75|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|neri bianco dei neri igp cl 75|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|neri bianco dei neri igp cl 375|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|neri americo igp cl 75|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|nepente oliena lt 15|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nepente oliena 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nepente irilai lt 15|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nepente irilai 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nepente corrasi lt 15|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nepente corrasi 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|neno|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nekora sauvignon blanco|??|r|sauvignon blanc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nekora blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nekeas chardonnay allier|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|nebbiolo tempranillo kamiulli|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nebbiolo secco 1974|??|r|nebbiolo|??|??|1974|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nebbiolo secco 1970|??|r|nebbiolo|??|??|1970|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nebbiolo kuri kuri|??|r|nebbiolo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nebbiolo castel derma doc 1967|??|r|nebbiolo|??|??|1967|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas structura ultra gran blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas structura ultra gran blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=858
W|vino|navarro correas structura ultra botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas seleccion del enologo blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas seleccion del enologo blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=861
W|vino|navarro correas seleccion de parcelas reserva malbec|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas seleccion de parcelas reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas seleccion de parcelas malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas seleccion de parcelas malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=865
W|vino|navarro correas reserva 6 chardonnay|??|w|chardonnay|??|??|NV|12|reserva|leve|peixes; saladas; massas leves|??
W|vino|navarro correas reserva 12 malbec|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas reserva 12 cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas los arboles cabernet sauvignon botella x|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas los arboles cabernet malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas juan de dios gran vino de corte 2013|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas extra brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|navarro correas extra brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut|=874
W|vino|navarro correas coleccion syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=877
W|vino|navarro correas coleccion privada sauvignon blanc botella|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|navarro correas coleccion privada sauvignon blanc 2022|??|w|sauvignon blanc|??|??|2022|12|??|leve|peixes; saladas; massas leves|??
W|vino|navarro correas coleccion privada sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|navarro correas coleccion privada sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??|=881
W|vino|navarro correas coleccion privada rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|navarro correas coleccion privada rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=883
W|vino|navarro correas coleccion privada merlotcabernet sauvignonmalbec botella|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada merlot botella|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada merlot botella|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=886
W|vino|navarro correas coleccion privada merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=888
W|vino|navarro correas coleccion privada malbec x|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada malbec botella|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=892
W|vino|navarro correas coleccion privada malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=892
W|vino|navarro correas coleccion privada malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=892
W|vino|navarro correas coleccion privada malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=892
W|vino|navarro correas coleccion privada chardonnay botella|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|navarro correas coleccion privada chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|navarro correas coleccion privada chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??|=898
W|vino|navarro correas coleccion privada chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??|=898
W|vino|navarro correas coleccion privada cabernet sauvignon botella|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada cabernet sauvignon botella|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=901
W|vino|navarro correas coleccion privada cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=903
W|vino|navarro correas coleccion privada blend botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion privada blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=906
W|vino|navarro correas coleccion pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas coleccion blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas colec chardon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas cole suav bla|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas brut malbros|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|navarro correas brut malbec rose|??|p|malbec|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|navarro correas alegoria malbec bot|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas alegoria gran reserva malbec|??|r|malbec|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas alegoria gran reserva malbec|??|r|malbec|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??|=919
W|vino|navarro correas alegoria gran reserva chardonnay|??|w|chardonnay|??|??|NV|12|gran reserva|leve|peixes; saladas; massas leves|??
W|vino|navarro correas alegoria gran reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correas alegoria chardonnay bot|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|navarro correa structura ultra botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correa malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correa malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=925
W|vino|navarro correa los arboles malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correa los arboles botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navarro correa los arboles botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=928
W|vino|navarro correa gran reserva malbec botella|??|r|malbec|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|navarro c alegoria malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navajero tinto roble|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|navajero rosado palido|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|navajas reserva 2001|??|r|??|??|??|2001|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|navajas crianza 1997|??|r|??|??|??|1997|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|natureo sa tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|natureo sa rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|natureo sa blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nato disobbediente resistente contadino monte dallora 2020 veneto italy|it|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nato disobbediente monte dallora vino da tavola rouge 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nato disobbediente monte dallora 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranjo creatura bot 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranjo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranjo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=943
W|vino|naranjas azules rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|naranja vino ambar vino natural elaborado en qvevri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja vin dorange|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja vena cava ambar|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|naranja sitta maceracion 2022 albarino do rias baixas espana|??|w|albarino|??|??|2022|12|??|leve|peixes; saladas; massas leves|??
W|vino|naranja sand lake moon china silver heigh|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja rover chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|naranja rover blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja rivero gonzalez naranja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja rgmx naranja de tierra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja raza pet nat curtimenta|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|naranja raza pet nat curtimenta|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=955
W|vino|naranja punto final naranjo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja puerta del lobo finca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja puerta de lobo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja primosic skin collio doc friuli italia|it|r|??|friuli|magredi|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|naranja primosic ribolla di oslavia riserva doc collio italia|it|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|naranja peninsula viticultores skin contact cuenca albarino|??|w|albarino|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|naranja orange wine vinos singulares 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja orange cattin pinot gris|??|w|pinot gris|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|naranja natural loimer traminer mit achtung|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja natural loimer rulander mit achtung|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja natural loimer rulander mit achtung|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=966
W|vino|naranja loxarel a pel xarello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja linea finca verdejo 100|??|w|verdejo|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|naranja limited edition|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja jeff carrel chat gris|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja henri lurton naranja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja gerard bertrand orange gold|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja fenocchio anima arancio italia|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja escala humana livvera malvasia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja entrevez textiles|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja dominio de las abejas naranja 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja del condado de huelva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja cote mas orange|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja clos ibai ellas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja casta de vinos bodeguero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja casal de ventozela avesso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja carlevana orange wine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja canto de sirenas ginger 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja barrigones charelo muscatel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja attis sitta maceracion albarino|??|w|albarino|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|naranja anonimo riesling|??|w|riesling|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|naranja anonimo 2024|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja alma negra orange|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja alma negra orange|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=989
W|vino|naranja alma negra orange|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=989
W|vino|naranja alma alquimista muscat blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja 2024|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja 2024|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??|=993
W|vino|naranja 2021 henri lurton|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja 2020 bodegas henri lurton|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|naranja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=998
W|vino|naranja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=998
