1. W|cantina sorbara|omaggio a gino friedmann lambrusco di sorbara brut|it|s|lambrusco|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
823. W|cantine barbera|ciatu 8 rosso igt sicilia|it|r|barbera|sicilia|??|2021|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
824. W|cantine barbera|ciatu rosso igt sicilia|it|r|barbera|sicilia|??|2016|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
825. W|cantine barbera|coda della foce riserva|it|r|barbera|??|??|2016|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
826. W|cantine barbera|coste al vento|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
827. W|cantine barbera|coste al vento grillo doc sicilia|it|r|grillo|sicilia|??|2018|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
828. W|cantine barbera|coste al ventogrillo doc sicilia 2019 127|it|r|grillo|sicilia|??|2019|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
829. W|cantine barbera|coste al ventogrillo doc sicilia 2021 675 2021 case only|it|r|grillo|sicilia|??|2021|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
830. W|cantine barbera|coste al ventogrillo doc sicilia|it|r|grillo|sicilia|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
831. W|cantine barbera|coste al ventogrillo doc sicilia|it|r|grillo|sicilia|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
832. W|cantine barbera|coste al ventogrillo doc sicilia|it|r|grillo|sicilia|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
833. W|cantine barbera|dietro le case inzolia menfi sicily italy 2021 case|it|r|inzolia|sicily|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
834. W|cantine barbera|fuorizona|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
835. W|cantine barbera|fuorizona rosso menfi doc|it|r|barbera|??|??|2023|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
836. W|cantine barbera|inzolia|it|r|inzolia|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
837. W|cantine barbera|inzolia doc tivitti menfi|it|r|inzolia|??|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
838. W|cantine barbera|inzolia tivitti menfi|it|r|inzolia|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
839. W|cantine barbera|inzolia tivitti menfi|it|r|inzolia|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
840. W|cantine barbera|inzoliativitti|it|r|inzolia|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
841. W|cantine barbera|kalio perricone igt|it|r|barbera|??|??|2019|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
842. W|cantine barbera|la bambina|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
843. W|cantine barbera|la bambina menfi nero davola rosato|it|p|nero davola|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
844. W|cantine barbera|la bambina menfi rosato sicily italy|it|p|barbera|sicily|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
845. W|cantine barbera|la bambina menfi rosato sicily italy|it|p|barbera|sicily|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=844
846. W|cantine barbera|la bambina nero davola rosato sicily italy|it|p|nero davola|sicily|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
847. W|cantine barbera|lu cori|it|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
848. W|cantine barbera|lu cori nero davola sicilia igt sicily italy|it|r|nero davola|sicilia|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
849. W|cantine barbera|lu cori nero davola sicilia igt sicily italy 2020 case|it|r|nero davola|sicilia|??|2020|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
850. W|cantine barbera|lucori sicily italy|it|r|barbera|sicily|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
851. W|cantine barbera|menfi ammano 11 vino bianco|it|w|barbera|??|??|2023|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
852. W|cantine barbera|menfi ammano 4 vino bianco|it|w|barbera|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
853. W|cantine barbera|microcosmo|it|r|barbera|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
854. W|cantine barbera|microcosmo rosso sicilia igt sicily italy 2017 case|it|r|barbera|sicilia|??|2017|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
855. W|cantine barbera|nero d avola doc lucori menfi|it|r|nero d avola|??|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
856. W|cantine barbera|ninare|it|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
857. W|cantine barbera|notrix perricone igt|it|r|barbera|??|??|2022|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
858. W|cantine barbera|notrix perricone italy|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
859. W|cantine barbera|notrix perricone terre siciliane igt sicily italy|it|r|barbera|sicilia|??|NV|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
860. W|cantine barbera|rivedibile|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
861. W|cantine barbera|sicilia ciatu rosso|it|r|barbera|sicilia|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
862. W|cantine barbera|sicilia ciatu rosso|it|r|barbera|sicilia|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=861
863. W|cantine barbera|sottosopra grillo frizzante igt sicilia 20 2021 case only|it|s|grillo|sicilia|??|2021|12|igt|leve|frutos do mar, aperitivos, sushi|brut
864. W|cantine barbera|tivitti|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
865. W|cantine barbera|tivitti inzolia italy|it|r|inzolia|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|cantine barbera|tivitti inzolia menfi|it|r|inzolia|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
867. W|cantine barbera|tivitti inzolia menfi sicily italy|it|r|inzolia|sicily|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|cantine battifarano|akratos|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|cantine battifarano|akratos rosato|it|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
870. W|cantine battifarano|cerrolongo bianco|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
871. W|cantine battifarano|cerrolongo rosso|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
872. W|cantine battifarano|curaffanni|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
873. W|cantine battifarano|le paglie|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
874. W|cantine battifarano|toccacielo bianco|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
875. W|cantine battifarano|toccaculo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
876. W|cantine battifarano|torre bollita|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
877. W|cantine battistotti|gewurztraminer|it|w|gewurztraminer|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
878. W|cantine battistotti|muller thurgau|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. W|cantine bava|barolo scarone|it|r|??|??|??|2015|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
880. W|cantine belisario|rosso conero 2023 marche|it|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
881. W|cantine belisario|terre di valbona verdicchio di matelica|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
882. W|cantine belisario|verdicchio di matelica terre di valbona italy white|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
883. W|cantine belisario|verdicchio le salse|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
884. W|cantine belisario|vigneti del cerro verdicchio di matelica|it|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
885. W|cantine bellini|bellini vin santo del chianti|it|d|??|chianti|??|2016|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
886. W|cantine benvenuto|bianco|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
887. W|cantine benvenuto|celeste rosato calabria igt italy|it|p|??|??|??|NV|12|igt|leve|carne vermelha, massas, queijos curados|seco
888. W|cantine benvenuto|mare bianco|it|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
889. W|cantine benvenuto|mare bianco calabria igt italy|it|w|??|??|??|NV|12.5|igt|medio|peixes, frutos do mar, saladas|seco
890. W|cantine benvenuto|mare calabria italy malvasiazibibbo|it|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|cantine berritta|nostranu cannonau|it|r|cannonau|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
892. W|cantine bigi|secco orvieto classico doc italian white wine|it|w|??|??|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
893. W|cantine birgi|feudo stagnone grillo riserva|it|r|grillo|??|??|2023|13.5|do|medio|carne vermelha, massas, queijos curados|seco
894. W|cantine birgi|kinisia chardonnay|it|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
895. W|cantine birgi|kinisia merlotnero davola|it|r|merlot|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
896. W|cantine birgi|kinisia pinot nero|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|cantine birgi|kinisia rosso riserva|it|r|??|??|??|2021|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
898. W|cantine birgi|marsala unico bianco 0|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
899. W|cantine birgi|tre venti bianco frizzante|it|s|??|??|??|2024|12|??|leve|frutos do mar, aperitivos, sushi|brut
900. W|cantine birgi|tre venti catarratto|it|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|cantine birgi|tre venti frappato|it|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|cantine birgi|tre venti grillo|it|r|grillo|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|cantine birgi|tre venti nerello mascalese rosato|it|p|??|??|??|2024|12|??|leve|carne vermelha, massas, queijos curados|seco
904. W|cantine birgi|trisole nero davola|it|r|nero davola|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|cantine birgi|trisole zibibbo|it|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|cantine birgi|zibibbo passito 2021 0|it|d|??|??|??|2021|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
907. W|cantine blasi|degustazione 1742 brut|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
908. W|cantine blasi|degustazione raffa|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|cantine blasi|degustazione rhino|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
910. W|cantine blasi|kit degustazione|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
911. W|cantine bonacchi|brunello di montalcino molino della suga|it|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
912. W|cantine bonacchi|brunello di montalcino molino della suga|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
913. W|cantine bonelli|bonarda frizzante amabile|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
914. W|cantine bonelli|la madre terra pinot nero|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
915. W|cantine bonelli|mimi sparkling malvasia|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
916. W|cantine borga|amalia pinot nero igt trevenezie|it|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
917. W|cantine borga|carlotta raboso piave doc|it|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
918. W|cantine borga|emma bianco igt trevenezie|it|w|??|??|??|NV|12.5|igt|medio|peixes, frutos do mar, saladas|seco
919. W|cantine bruni|vinho doc ciro bianco|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
920. W|cantine bruni|vinho doc ciro rosato 100 off|it|p|??|??|??|NV|12|doc|leve|carne vermelha, massas, queijos curados|seco
921. W|cantine bruni|vinho doc ciro rosato|it|p|??|??|??|2023|12|doc|leve|carne vermelha, massas, queijos curados|seco
922. W|cantine bruni|vinho doc ciro rosso|it|r|??|??|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
923. W|cantine bruni|vinho igt calabria bianco mari giu|it|w|??|??|??|2024|12.5|igt|medio|peixes, frutos do mar, saladas|seco
924. W|cantine bruni|vinho igt calabria rosso san giu|it|r|??|??|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
925. W|cantine bruni|vinho igt calabria rosso survia|it|r|??|??|??|2019|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
926. W|cantine bruni|vinho igt nobili melissesi bianco|it|w|??|??|??|2023|12.5|igt|medio|peixes, frutos do mar, saladas|seco
927. W|cantine bruni|vinho igt nobili melissesi rosato|it|p|??|??|??|2024|12|igt|leve|carne vermelha, massas, queijos curados|seco
928. W|cantine bruni|vinho igt nobili melissesi rosso|it|r|??|??|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
929. W|cantine caggiano|devon greco di tufo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
930. W|cantine carpentiere|carpentiere|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
931. W|cantine carpentiere|armentario nero di troia riserva|it|r|??|??|??|2016|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
932. W|cantine carpentiere|castel del monte nero di troia pietra dei lupi|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
933. W|cantine carpentiere|pietra dei lupi|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
934. W|cantine casabella|casabella|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
935. W|cantine casabella|piacere rosso|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
936. W|cantine cavicchioli|prosecco italy|it|s|??|??|??|1928|12|??|leve|frutos do mar, aperitivos, sushi|brut
937. W|cantine cavicchioli|prosecco|it|s|??|??|??|1928|12|??|leve|frutos do mar, aperitivos, sushi|brut
938. W|cantine cavicchioli|vigna del cristo lambrusco|it|s|lambrusco|??|??|2019|12|??|leve|frutos do mar, aperitivos, sushi|brut
939. W|cantine caviro|novebolle extra dry|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|cantine ceci|ceci|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
941. W|cantine ceci|bruno|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
942. W|cantine ceci|bruno e le rose|it|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
943. W|cantine ceci|decanta barbera emilia|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
944. W|cantine ceci|for the future bolledichardonnay|it|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
945. W|cantine ceci|for the future nerodilambrusco|it|s|lambrusco|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
946. W|cantine ceci|otello color spumant|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|cantine ceci|otello nero di lambrusco|it|s|lambrusco|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
948. W|cantine ceci|otello nerodi 1813 lambrusco emilia|it|s|lambrusco|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
949. W|cantine ceci|otellonice|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
950. W|cantine ceci|otellonice spumante rosso demi sec emiliaromagna italy|it|s|??|romagna|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|demi-sec
951. W|cantine ceci|terre verdiane lambrusco rosato|it|s|lambrusco|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
952. W|cantine ceci|terre verdiane lambrusco secco|it|s|lambrusco|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
953. W|cantine ceci|to you|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
954. W|cantine cellaro|due lune|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
955. W|cantine cellaro|grillo luma|it|r|grillo|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
956. W|cantine cellaro|il divino rosso igt|it|r|??|??|??|2021|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
957. W|cantine cellaro|luma grillo|it|r|grillo|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
958. W|cantine cellaro|luma grillo|it|r|grillo|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=957
959. W|cantine cellaro|luma grillo|it|r|grillo|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=957
960. W|cantine cellaro|luma grillo terre siciliane igt|it|r|grillo|sicilia|??|2020|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
961. W|cantine cellaro|luma nero davola sicilia igt|it|r|nero davola|sicilia|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
962. W|cantine cellaro|luma syrah|it|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
963. W|cantine cellaro|luma syrah terre siciliane|it|r|syrah|sicilia|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
964. W|cantine cellaro|micina nerello mascalese|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. W|cantine cellaro|micina nerello mascalese|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=964
966. W|cantine cellaro|micina nerello mascalese|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=964
967. W|cantine cellaro|micina terre siciliane nerello mascalese|it|r|??|sicilia|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
968. W|cantine cellaro|micina terre siciliane nerellomascalese|it|r|??|sicilia|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. W|cantine cellaro|micina terre siciliane nerellomascalese|it|r|??|sicilia|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=968
970. W|cantine cellaro|usulea nero davola doc|it|r|nero davola|??|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
971. W|cantine cellaro|vanita nero davola organico sicilia doc|it|r|nero davola|sicilia|??|2020|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
972. W|cantine cenatiempo|gran tifeo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
973. W|cantine cifarelli|greco di san vito|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
974. W|cantine cifarelli|greco etichetta oro|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
975. W|cantine cifarelli|la regola|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|cantine cifarelli|mate il vermut|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
977. W|cantine cifarelli|passito di san vito|it|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
978. W|cantine cifarelli|primitivo di san vito|it|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
979. W|cantine cifarelli|rosso di san vito|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
980. W|cantine collesole|montefalco sagrantino|it|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
981. W|cantine colosi|salina bianco sicily italy|it|w|??|sicily|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
982. W|cantine colosi|ecolosi nero davola rose|it|p|nero davola|??|??|2022|12|??|leve|carne vermelha, massas, queijos curados|seco
983. W|cantine colosi|ecolosi nero davola rose|it|p|nero davola|??|??|2022|12|??|leve|carne vermelha, massas, queijos curados|seco|=982
984. W|cantine colosi|bianco|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
985. W|cantine colosi|grillo|it|r|grillo|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|cantine colosi|grillo|it|r|grillo|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=985
987. W|cantine colosi|grillo sicilia|it|r|grillo|sicilia|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
988. W|cantine colosi|grillo sicilia 2024 vegan|it|r|grillo|sicilia|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
989. W|cantine colosi|muscat passito terre siciliane|it|w|muscat|sicilia|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|doce
990. W|cantine colosi|najm malvasia delle lipari passito|it|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
991. W|cantine colosi|nerello mascalese|it|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
992. W|cantine colosi|nero d avola italy|it|r|nero d avola|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
993. W|cantine colosi|nero davola|it|r|nero davola|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
994. W|cantine colosi|nero davola|it|r|nero davola|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=993
995. W|cantine colosi|nero davola|it|r|nero davola|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|cantine colosi|nero davola|it|r|nero davola|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=995
997. W|cantine colosi|nero davola|it|r|nero davola|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=995
998. W|cantine colosi|nero davola sicilia|it|r|nero davola|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
999. W|cantine colosi|nero davola sicilia|it|r|nero davola|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=998
1000. W|cantine colosi|nero davola sicilia|it|r|nero davola|sicilia|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
