W|lapiceras|eco touch de bamboo elliot|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|bianco 3 bottiglie|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=957
W|languedocroussillon|9|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|3|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|11|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|100 mais vendidos 6 garrafas|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|100 biologico 6 garrafas|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|100 bio 6 flaschen|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|100 bio 6 bouteilles|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|100 bio 6 bouteilles|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=965
W|languedocroussillon|100 bio 6 bouteilles|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=965
W|languedocroussillon|100 bestsellers 6 bouteilles|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|100 bestsellers 6 bouteilles|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=968
W|languedocroussillon|100 bestsellers 6 bouteilles|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=968
W|languedocroussillon|100 bestseller 6 flaschen|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|languedocroussillon|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|languedocroussillon|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=972
W|languedocroussillon|languedocroussillon|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=972
W|languedocrousillon|moulin de gassac white sauvignon blanc|fr|w|sauvignon blanc|languedoc|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|languedocrousillon|moulin de gassac red syrah|fr|r|syrah|languedoc|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|languedocrousillon|moulin de gassac red pinot noir|fr|r|pinot noir|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocrousillon|moulin de gassac red merlot|fr|r|merlot|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocrousillon|moulin de gassac red cabernet sauvignon|fr|r|cabernet sauvignon|languedoc|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|languedocrousillon|moulin de gassac guilhem rose|fr|p|??|languedoc|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|languedocrousillon|moulin de gassac chardonnay white|fr|w|chardonnay|languedoc|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|languedocrousillon|mas amiel vertigo organic red wine|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocrousillon|hecht bannier rose|fr|p|??|languedoc|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|languedocrousillon|hecht bannier organic syrah red|fr|r|syrah|languedoc|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|languedoc|wine cassoulet night|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|wijnpakket met gratis olijfolie|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|virgile domaine virgile joly|fr|r|??|languedoc|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|violetta mas foulaquier|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|viognier domaine baume bl|fr|w|viognier|languedoc|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco
W|languedoc|valiniere domaine leon barral|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|trigone le soula|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|tinto|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|tete de belier chateau puechhaut vin blanc 20232024|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|tete de belier chateau puech vin rouge|fr|r|??|languedoc|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|terrasses du larzac les vignes oubliees|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|terrasses du larzac domaine de montcalmes|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|terrasses du larzac domaine saint sylvestre|fr|r|??|languedoc|??|2013|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|terrasses du larzac domaine saint sylvestre|fr|r|??|languedoc|??|2012|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|tastingpaket chapelle saint pierre|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedoc|syrah igp hauterive rouge bio domaine la bouysse|fr|r|syrah|languedoc|??|2019|13.5|igp|encorpado|carnes vermelhas; massas; queijos|seco
