1. W|cantine povero|moscato dasti 2022 bottle|it|w|moscato|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
942. W|canyon|road chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=938
943. W|canyon|road chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=938
944. W|canyon|road chardonnay 0|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
945. W|canyon|road chardonnay|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
946. W|canyon|road chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
947. W|canyon|road chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
948. W|canyon|road chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
949. W|canyon|road chardonnay nv|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
950. W|canyon|road chardonnay nv|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=949
951. W|canyon|road merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
952. W|canyon|road merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=951
953. W|canyon|road merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=951
954. W|canyon|road merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=951
955. W|canyon|road merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=951
956. W|canyon|road merlot nv|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
957. W|canyon|road merlot rotwein wein halbtrocken kalifornien|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
958. W|canyon|road merlot rotwein wein halbtrocken kalifornien|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=957
959. W|canyon|road merlot rotwein wein halbtrocken kalifornien|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=957
960. W|canyon|road merlot rotwein wein halbtrocken kalifornien|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=957
961. W|canyon|road moscato|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
962. W|canyon|road moscato california|us|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
963. W|canyon|road pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
964. W|canyon|road pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=963
965. W|canyon|road pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=963
966. W|canyon|road pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=963
967. W|canyon|road pinot grigio california usa|us|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
968. W|canyon|road pinot grigio nv|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
969. W|canyon|road pinot grigio weiwein wein halbtrocken kalifornien|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
970. W|canyon|road pinot grigio weiwein wein halbtrocken kalifornien|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=969
971. W|canyon|road pinot grigio weiwein wein halbtrocken kalifornien|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=969
972. W|canyon|road pinot grigio weiwein wein halbtrocken kalifornien|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=969
973. W|canyon|road pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
974. W|canyon|road pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=973
975. W|canyon|road pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=973
976. W|canyon|road sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
977. W|canyon|road sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=976
978. W|canyon|road sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=976
979. W|canyon|road sauvignon blanc california usa|us|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
980. W|canyon|road sauvignon blanc nv|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
981. W|canyon|road white zinfadel rosewein wein lieblich kalifornien|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
982. W|canyon|road white zinfadel rosewein wein lieblich kalifornien|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=981
983. W|canyon|road white zinfadel rosewein wein lieblich kalifornien|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=981
984. W|canyon|road white zinfadel rosewein wein lieblich kalifornien|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=981
985. W|canyon|road white zinfandel|??|w|zinfandel|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
986. W|canyon|road white zinfandel|??|w|zinfandel|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco|=985
987. W|canyon|road white zinfandel 0|??|w|zinfandel|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
988. W|canyon|road white zinfandel case only12 bottles|??|w|zinfandel|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
989. W|canyon|road white zinfandel case only12 bottles|??|w|zinfandel|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco|=988
990. W|canyon|road white zinfandel rose|??|p|zinfandel|??|??|2022|12|??|leve|carne vermelha, massas, queijos curados|seco
991. W|canyon|road wines merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
992. W|canyon|women summer dress|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
993. W|canyons|edge syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
994. W|canyons|oaks cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
995. W|canyons|oaks chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
996. W|canyons|oaks merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
997. W|canyons|oaks merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=996
998. W|canyons|oaks white zinfandel|??|w|zinfandel|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
999. W|canyonspice|retort corn stew for kids 2 x 80g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
1000. W|canyonspice|retort curry for kids 200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
