1. W|cap|maritime south coast pinot noir|??|r|pinot noir|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
904. W|cape|dreams shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
905. W|cape|dreams wines cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
906. W|cape|dreams wines chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
907. W|cape|dreams wines chenin blanc|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
908. W|cape|dreams wines colombar|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|cape|dreams wines merlot|??|r|merlot|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
910. W|cape|dreams wines pinotage rose|??|p|??|??|??|2021|12|??|leve|carne vermelha, massas, queijos curados|seco
911. W|cape|dreams wines sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
912. W|cape|dreams wines shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
913. W|cape|dry white wine|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
914. W|cape|elephant chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
915. W|cape|elephant chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=914
916. W|cape|elephant pinotage|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
917. W|cape|elephant pinotage|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=916
918. W|cape|elephant pinotage 13 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
919. W|cape|elephant pinotage wine|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
920. W|cape|elephant ruby cabernet|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|cape|elephant shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
922. W|cape|elephant shiraz africa do sul|??|r|shiraz|??|??|NV|13.5|do|encorpado|carne vermelha, massas, queijos curados|seco
923. W|cape|explorer chenin blanc 2025 pricing per case of 6 x|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
924. W|cape|explorer pinotage 2024 pricing per case of 6 x|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
925. W|cape|explorer sauvignon blanc 2025 pricing per case of 6 x|??|w|sauvignon blanc|??|??|2025|12.5|??|leve|peixes, frutos do mar, saladas|seco
926. W|cape|explorer shiraz 2024 pricing per case of 6 x|??|r|shiraz|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
927. W|cape|fern shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
928. W|cape|five organic red reserve|??|r|??|??|??|2014|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
929. W|cape|five reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
930. W|cape|five reserve cabernet sauvignon 2020 pricing per case of 6 x|??|r|cabernet sauvignon|??|??|2020|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
931. W|cape|five reserve cabernet sauvignon 2022 pricing per case of 6 x|??|r|cabernet sauvignon|??|??|2022|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
932. W|cape|five reserve cape premier red|??|r|??|??|??|2015|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
933. W|cape|five reserve merlot|??|r|merlot|??|??|2018|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
934. W|cape|five reserve merlot 2018 pricing per case of 6 x|??|r|merlot|??|??|2018|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
935. W|cape|five reserve merlot 2022 pricing per case of 6 x|??|r|merlot|??|??|2022|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
936. W|cape|five reserve organic red|??|r|??|??|??|2022|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
937. W|cape|five reserve pinotage|??|r|??|??|??|2018|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
938. W|cape|five reserve pinotage 2023 pricing per case of 6 x|??|r|??|??|??|2023|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
939. W|cape|five reserve shiraz|??|r|shiraz|??|??|2018|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
940. W|cape|five reserve shiraz 2023 pricing per case of 6 x|??|r|shiraz|??|??|2023|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
941. W|cape|five reserve shiraz x6|??|r|shiraz|??|??|NV|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
942. W|cape|flowers bunch wrap|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
943. W|cape|founders reserve shiraz 135|??|r|shiraz|??|??|NV|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
944. W|cape|founders shiraz reserve|??|r|shiraz|??|??|2021|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
945. W|cape|fox chardonnay simonsig|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
946. W|cape|fynbos chardonnay bubbly|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
947. W|cape|fynbos chardonnay bubbly can|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
948. W|cape|fynbos chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
949. W|cape|fynbos chenin blanc case of 4 x|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
950. W|cape|fynbos citrus edition|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
951. W|cape|fynbos merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
952. W|cape|fynbos merlot bubbly can|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
953. W|cape|fynbos merlot case of 4 x|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
954. W|cape|fynbos pinotage|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
955. W|cape|fynbos pinotage case of 4 x|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
956. W|cape|fynbos rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
957. W|cape|fynbos rose bubbly|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
958. W|cape|fynbos rose bubbly can|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
959. W|cape|fynbos rose case of 4 x|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
960. W|cape|gold sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
961. W|cape|grace cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
962. W|cape|grace cabernet sauvignon margaret river|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
963. W|cape|grace chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
964. W|cape|grace shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
965. W|cape|grace shiraz margaret river|??|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
966. X
967. W|cape|grim beef brisket 500g1kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
968. W|cape|grim beef brisket 8001kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. W|cape|grim beef chuck eye roast 900g11kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
970. X
971. X
972. X
973. W|cape|grim beef osso bucco 450750g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
974. W|cape|grim beef ox cheek 600900g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
975. W|cape|grim beef ox tail 800g1kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. X
977. X
978. W|cape|grim beef short ribs grass fed 80012kg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|cape|grim beef tri tip 600g900g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
980. X
981. W|cape|grim premium beef mince 450550g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
982. W|cape|heights cabernet|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|cape|heights cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
984. W|cape|heights cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=983
985. W|cape|heights cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
986. W|cape|heights chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
987. W|cape|heights chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
988. W|cape|heights chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
989. W|cape|heights chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=988
990. W|cape|heights chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=988
991. W|cape|heights chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=988
992. W|cape|heights chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=988
993. W|cape|heights chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=988
994. W|cape|heights chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=988
995. W|cape|heights chenin blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
996. W|cape|heights chenin blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=995
997. W|cape|heights chenin blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
998. W|cape|heights chenin blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=997
999. W|cape|heights chenin blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=997
1000. W|cape|heights chenin blanc western cape|za|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
