W|giochessa|giochessa|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo giachini|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo giachini|it|r|??|barolo|barolo|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo giachini|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo giachini cassa in legno|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo giachini|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo giachini docg|it|r|??|barolo|barolo|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo riserva|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo riserva cassa in legno|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo riserva docg piedmont italy|it|r|??|barolo|barolo|2017|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo vecchie vigne|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo vigneto rocche|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino bricco manescotto barolo docg|it|r|??|barolo|barolo|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino dolcetto dalba doc|??|r|??|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce
W|giovanni|corino langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino langhe nebbiolo doc|it|r|nebbiolo|langhe|langhe|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino langhe rosso linsieme|it|r|??|langhe|langhe|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|daglio cantico timorasso colli tortonesi doc|??|r|??|??|??|2018|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|dri doc colli orientali rouge|??|r|??|??|??|2008|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|dri doc colli orientali rouge|??|r|??|??|??|2008|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=911
W|giovanni|dri doc colli orientali rouge|??|r|??|??|??|2008|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=911
W|giovanni|dri il roncat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|dri refosco|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|dri refosco|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=915
W|giovanni|dri roncat picolit friuli colli orientali docg|it|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|dri roncat ramandolo docg|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|dri uve decembrine ramandolo docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|ederle recioto della valpolicella kologisk|??|d|??|??|??|2016|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|giovanni|ederle valpolicella|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|ederle valpolicella ripasso superiore|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|foil cutter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|giacosa barbaresco localita bernino|it|r|??|barbaresco|barbaresco|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|giusti lacrima di morro dalba|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|iannucci arcano|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|iannucci campo di mandrie|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|iannucci campo di mandrie|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=927
W|giovanni|iannucci campo di mandrie|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|iannucci costa delle viole|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|iannucci costa delle viole|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=930
W|giovanni|iannucci costa delle viole|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|iannucci daltronde|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|iannucci la forma|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|iannucci riecu|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|iannucci riecu|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=935
W|giovanni|iannucci riecu|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barbera dalba la marchese|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo bricat|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo bricat|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo bricat|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo bricat|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo bricat|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=943
W|giovanni|manzone barolo bricat|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=949
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=953
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=957
W|giovanni|manzone barolo castelletto|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=957
W|giovanni|manzone barolo gramolere|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo gramolere|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo gramolere|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo gramolere|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo gramolere|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=963
W|giovanni|manzone barolo gramolere|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo gramolere|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo gramolere|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo gramolere bricat|it|r|??|barolo|barolo|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo gramolere riserva docg|it|r|??|barolo|barolo|1993|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo le gramolere|it|r|??|barolo|barolo|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo riserva gramolere|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone barolo riserva le gramolere|it|r|??|barolo|barolo|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giovanni|manzone dolcetto dalba le ciliegie|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giovanni|manzone dolcetto dalba le ciliegie|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giovanni|manzone langhe nebbiolo doc il crutin|it|r|nebbiolo|langhe|langhe|2014|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|manzone langhe rossese bianco rosserto|it|w|??|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanni|manzone rossese bianco|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanni|manzone rossese bianco rosserto|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanni|manzone rossese bianco rosserto|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanni|menti albina|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|menti frizzante roncaie sui lieviti|??|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giovanni|menti monte del cuca bianco|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanni|menti monte del cuca bianco|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanni|menti riva arsiglia|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|menti rive arsiglia|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|menti roncaie sui lieviti petnat|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|mingotti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|montisci barrolu|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|montisci barrolu|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|montisci barrosu|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|montisci barrosu cannonau di sardegna|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|montisci barrosu cannonau di sardegna|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|montisci barrosu cannonau di sardegna2021|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|montisci barrosu rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giovanni|montisci barrosu rosato|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giovanni|montisci barrosu rosato|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giovanni|montisci bianco modestu|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanni|montisci biancu modestu|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|montisci biancu modestu|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
