1. W|cantine colosi|nero davola terre siciliane igp|it|r|nero davola|sicilia|??|2023|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
843. W|cantine pellegrino|junco frappato|it|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
844. W|cantine pellegrino|lemoncello|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
845. S
846. S
847. W|cantine pellegrino|lemoncello liquore sicily italy|it|r|??|sicily|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
848. W|cantine pellegrino|marsala ambra|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
849. W|cantine pellegrino|marsala anita garibaldi|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
850. W|cantine pellegrino|marsala fine demi sec|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|demi-sec
851. W|cantine pellegrino|marsala fine demi sec|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|demi-sec|=850
852. W|cantine pellegrino|marsala fine ip doc nv|it|f|??|??|??|NV|20|doc|encorpado|sobremesas, queijos azuis, foie gras|doce
853. W|cantine pellegrino|marsala fine ip doc sicily italy|it|f|??|sicily|??|NV|20|doc|encorpado|sobremesas, queijos azuis, foie gras|doce
854. W|cantine pellegrino|marsala fine italia particolare semisecco doc italian fortified wine|it|f|??|??|??|NV|20|doc|encorpado|sobremesas, queijos azuis, foie gras|doce
855. W|cantine pellegrino|marsala fine italia particolore|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
856. W|cantine pellegrino|marsala fine rubino dolce dop italian fortified wine|it|f|??|??|??|NV|20|dop|encorpado|sobremesas, queijos azuis, foie gras|doce
857. W|cantine pellegrino|marsala fine semisecco|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
858. W|cantine pellegrino|marsala horatio|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
859. W|cantine pellegrino|marsala old john|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
860. W|cantine pellegrino|marsala oro|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
861. W|cantine pellegrino|marsala riserva 2000 dry 19|it|f|??|??|??|2000|20|riserva|encorpado|sobremesas, queijos azuis, foie gras|doce
862. W|cantine pellegrino|marsala rubino|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
863. W|cantine pellegrino|marsala semisecco|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
864. W|cantine pellegrino|marsala soleras nv|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
865. W|cantine pellegrino|marsala superiore garibaldi dolce 18|it|f|??|??|??|NV|20|superiore|encorpado|sobremesas, queijos azuis, foie gras|doce
866. W|cantine pellegrino|marsala superiore old dry 18|it|f|??|??|??|NV|20|superiore|encorpado|sobremesas, queijos azuis, foie gras|doce
867. W|cantine pellegrino|marsala superiore riserva|it|f|??|??|??|1985|20|riserva|encorpado|sobremesas, queijos azuis, foie gras|doce
868. W|cantine pellegrino|marsala superiore som secco dop italian fortified wine|it|f|??|??|??|NV|20|dop|encorpado|sobremesas, queijos azuis, foie gras|doce
869. W|cantine pellegrino|marsala uncle joseph|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
870. W|cantine pellegrino|marsala vergine|it|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
871. W|cantine pellegrino|marsala vergine riserva doc|it|f|??|??|??|2000|20|doc|encorpado|sobremesas, queijos azuis, foie gras|doce
872. W|cantine pellegrino|moscato|it|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
873. W|cantine pellegrino|moscato terre siciliane igp italy|it|w|moscato|sicilia|??|NV|12.5|igp|medio|peixes, frutos do mar, saladas|seco
874. W|cantine pellegrino|old john marsala superiore riserva ambra semisecco doc|it|f|??|??|??|1998|20|doc|encorpado|sobremesas, queijos azuis, foie gras|doce
875. W|cantine pellegrino|oro dolce marsala superiore riserva dop italian fortified wine|it|f|??|??|??|NV|20|dop|encorpado|sobremesas, queijos azuis, foie gras|doce
876. W|cantine pellegrino|parthenium grillo doc|it|r|grillo|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
877. W|cantine pellegrino|parthenium nero davola doc|it|r|nero davola|??|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
878. W|cantine pellegrino|passimora nero davola|it|r|nero davola|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. W|cantine pellegrino|passito di pantelleria|it|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
880. W|cantine pellegrino|passito di pantelleria|it|d|??|??|??|2022|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
881. W|cantine pellegrino|rubino marsala fine dolce dop italian fortified wine|it|f|??|??|??|NV|20|dop|encorpado|sobremesas, queijos azuis, foie gras|doce
882. W|cantine pellegrino|soleras secco marsala vergine dop italian fortified wine|it|f|??|??|??|NV|20|dop|encorpado|sobremesas, queijos azuis, foie gras|doce
883. W|cantine pellegrino|tareni grillo 2024 sicilia doc italy|it|r|grillo|sicilia|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
884. W|cantine pellegrino|tareni grillo doc|it|r|grillo|??|??|2021|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
885. W|cantine pellegrino|tareni inzolia vit|it|r|inzolia|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|cantine pellegrino|tareni nero davola 2024 sicilia doc italy|it|r|nero davola|sicilia|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
887. W|cantine pellegrino|traimari frizzante nv|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
888. W|cantine pellegrino|tripudium nero davola igt|it|r|nero davola|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
889. W|cantine pellegrino|ulysse ethna rosso doc 2024 italy|it|r|??|??|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
890. W|cantine pellegrino|ulysse etna rosso doc|it|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
891. W|cantine pellegrino|uncle joseph marsala rubino dolce doc|it|f|??|??|??|2016|20|doc|encorpado|sobremesas, queijos azuis, foie gras|doce
892. W|cantine pelligrino|tareni grillo|it|r|grillo|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|cantine pepi|eron terre siciliane nero davola|it|r|nero davola|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
894. W|cantine pepi|eron terre siciliane nero davola|it|r|nero davola|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=893
895. W|cantine pepi|nero davola eron italy|it|r|nero davola|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
896. W|cantine petrelli|cavarletta|es|s|??|??|??|NV|12|ava|leve|frutos do mar, aperitivos, sushi|brut
897. W|cantine petrelli|centopietre|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
898. W|cantine petrelli|don pepe|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
899. W|cantine petrelli|i vini della chiusa|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
900. W|cantine petrelli|luna saracena|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|cantine petrelli|primitivo p|it|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
902. W|cantine petrelli|tre archi|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|cantine pirovano|castelbert prosecco extra dry|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
904. W|cantine pirovano|primitivo doc|it|r|primitivo|??|??|2018|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
905. W|cantine pirovano|terrepasseri montepulciano dabruzzo doc|it|r|montepulciano|??|??|2018|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
906. W|cantine politi|case di terra marche igt rosso|it|r|??|??|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
907. W|cantine politi|loretello verdicchio dei castelli di jesi|it|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|cantine politi|marche rosso case di terra|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|cantine politi|verdicchio dei castelli di jesi loretello|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
910. W|cantine polvanera|la marchessana primitivo rosado|it|p|primitivo|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
911. W|cantine polvanera|primitivo 14|it|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
912. W|cantine polvanera|primitivo 17|it|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
913. W|cantine polvanera|primitivo igt|it|r|primitivo|??|??|NV|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
914. W|cantine polvanera|primitivo la marchessana|it|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
915. W|cantine polvanera|primitivo rosato|it|p|primitivo|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
916. W|cantine povero|langhe nebbiolo|it|r|nebbiolo|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
917. W|cantine povero|acquavite di vinaccia di nebbiolo invecchiata|it|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
918. W|cantine povero|asti barbera|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
919. W|cantine povero|asti barbera|it|r|barbera|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
920. W|cantine povero|barbaresco batu|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|cantine povero|barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
922. W|cantine povero|barbera dasti|it|r|barbera|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
923. W|cantine povero|barbera dasti contrada maestra|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
924. W|cantine povero|barbera dasti contrada maestra|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=923
925. W|cantine povero|barbera dasti contrada maestra 2022 red dry 13 075|it|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
926. W|cantine povero|barbera dasti contrada maestra|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
927. W|cantine povero|barbera dasti docg|it|r|barbera|??|??|NV|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
928. W|cantine povero|barbera dasti marida|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
929. W|cantine povero|barbera dasti marida 2020 red dry 135 075|it|r|barbera|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
930. W|cantine povero|barbera dasti marida|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
931. W|cantine povero|barbera dasti marida docg|it|r|barbera|??|??|2018|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
932. W|cantine povero|barbera pense|it|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
933. W|cantine povero|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
934. W|cantine povero|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=933
935. W|cantine povero|barolo priore|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
936. W|cantine povero|barolo priore|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=935
937. W|cantine povero|barolo priore|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=935
938. W|cantine povero|barolo priore|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
939. W|cantine povero|batu barbaresco|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|cantine povero|batu barbaresco|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=939
941. W|cantine povero|batu barbaresco|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
942. W|cantine povero|batu barbaresco|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
943. W|cantine povero|batu barbaresco|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=942
944. W|cantine povero|batu barbaresco 2022 145 ck|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
945. W|cantine povero|batu barbaresco piedmont italy|it|r|??|piedmont|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
946. W|cantine povero|belive spumante extra dry nv|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
947. W|cantine povero|bv vecchie vino rosso barbera riserva vv keykeg nv 135|it|r|barbera|??|??|NV|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
948. W|cantine povero|cabane|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
949. W|cantine povero|cabane langhe|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
950. W|cantine povero|cabane langhe|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=949
951. W|cantine povero|cabane langhe|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=949
952. W|cantine povero|cabane langhe|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=949
953. W|cantine povero|cabane langhe|it|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
954. W|cantine povero|cabane langhe 2023 14 ck|it|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
955. W|cantine povero|cabane langhe nebbiolo italy|it|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
956. W|cantine povero|cabane langhe rosso|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
957. W|cantine povero|campo del palio asti moscato|it|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
958. W|cantine povero|campo del palio asti moscato|it|w|moscato|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
959. W|cantine povero|campo del palio moscato dasti|it|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
960. W|cantine povero|campo del palio moscato dasti|it|w|moscato|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
961. W|cantine povero|campo del palio moscato dasti 2025 55 ck|it|w|moscato|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
962. W|cantine povero|capitano del palio dolcetto|it|r|dolcetto|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|cantine povero|capitano del palio dolcetto 2024 13 ck|it|r|dolcetto|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|cantine povero|capitano del palio dolcetto doc|it|r|dolcetto|??|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
965. W|cantine povero|capitano del palio dolcetto monferrato|it|r|dolcetto|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|cantine povero|chardonnay il sendallo|it|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
967. W|cantine povero|chardonnay il sendallo 2020 piemonte white dry 12 075|it|w|chardonnay|piemonte|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
968. W|cantine povero|contrada maestra barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
969. W|cantine povero|contrada maestra barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=968
970. W|cantine povero|contrada maestra barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=968
971. W|cantine povero|contrada maestra barbera dasti|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
972. W|cantine povero|contrada maestra barbera dasti 2024 13 ck|it|r|barbera|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
973. W|cantine povero|dianae barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
974. W|cantine povero|dianae barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=973
975. W|cantine povero|dianae barbera dasti 2024 14 ck|it|r|barbera|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
976. W|cantine povero|dianae barbera dasti no added sulphites|it|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
977. W|cantine povero|dolcetto|it|r|dolcetto|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|cantine povero|dolcetto|it|r|dolcetto|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=977
979. X
980. W|cantine povero|dolcetto monferrato|it|r|dolcetto|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
981. W|cantine povero|extra dry belvive italy|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
982. W|cantine povero|extra dry belvive italy|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=981
983. W|cantine povero|favorita terre dei larame|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
984. X
985. X
986. W|cantine povero|gran rue metodo classico nv 12 ck|it|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
987. W|cantine povero|grignolino buon paggio|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
988. W|cantine povero|grignolino buon paggio piemonte 2022 red dry 125 075|it|r|??|piemonte|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
989. W|cantine povero|il sendallo chardonnay|it|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
990. W|cantine povero|la dama artesana piedmonte rose|it|p|??|piedmont|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
991. W|cantine povero|langhe nebbiolo|it|r|nebbiolo|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
992. W|cantine povero|langhe rosso cabane doc|it|r|??|??|??|2017|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
993. W|cantine povero|marida barbera dasti|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
994. W|cantine povero|marida barbera dasti|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
995. W|cantine povero|marida barbera dasti|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=994
996. W|cantine povero|marida barbera dasti 2023 135 ck|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
997. W|cantine povero|marida barbera di asti|it|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
998. W|cantine povero|monferrato dolcetto|it|r|dolcetto|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
999. W|cantine povero|monferrato dolcetto|it|r|dolcetto|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
1000. W|cantine povero|moscato dasti|it|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
