W|gerard|boulay sancerre comtesse|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gereschubert|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gereschubert|merlot villany|??|r|merlot|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gereschubert|pannon cserszegi fuszeres drs|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gereschubert|rose villany drs|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gereschubert|rose cuvee drs|??|p|??|??|??|2025|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gereschubert|sauvignon blanc drs|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gereschubert|sauvignon blanc pannon drs|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gereschubert|villanyi merlot drs|??|r|merlot|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geretamas|villanyi paratlan cuvee szaraz vorosbor 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gereytuz|075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|cru saddi center|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|integral 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|kg bco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|kg pto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|kodilar 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|kodilar sushi mix 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|oriental brasil 100g bco tost|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|preto 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|preto e branco arma zen tostado integral zip lock 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|preto saddi 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|preto saddi center|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|preto zuppa pacote 30 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|sem casca 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|torrado 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|torrado saddi 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|torrado saddi center|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergelim|zuppa pacote 30g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergely|borhaz rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gergenti|gergenti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|bianco grillo pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gergenti|frappato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|frappato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=907
W|gergenti|frappato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=907
W|gergenti|frappato terre siciliane|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|frappato terre siciliane|it|r|??|sicily|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|frappato terre siciliane eko|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|frappato terre siciliane eko igt|it|r|??|sicily|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|frappato terre siciliane igt e|it|r|??|sicily|??|2020|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|grillo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|grillo pinot grigio|??|w|pinot grigio|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gergenti|grillo sicilia doc|it|r|??|sicily|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|grillo sicilia doc|it|r|??|sicily|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|grillo sicilia doc eco|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|grillo sicilia doc eko|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|grillo sicilia doc organic|it|r|??|sicily|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|il vero siciliano|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|il vero siciliano|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=922
W|gergenti|il vero siciliano|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=922
W|gergenti|il vero siciliano|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=922
W|gergenti|il vero siciliano|it|r|??|sicily|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|il vero siciliano|it|r|??|sicily|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|il vero siciliano|it|r|??|sicily|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=927
W|gergenti|il vero siciliano 2023italia corte tintoenoclubenao enoclube|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|il vero siciliano rosso terre siciliane igt|it|r|??|sicily|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|il vero siciliano sicilie igp rood|it|r|??|sicily|??|2020|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|il vero sicilliano terre siciliane igt|it|r|??|sicily|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|la vera siciliana rosso sicily italy|it|r|??|sicily|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|nero davola merlot doc sicilia|it|r|merlot|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|nero davola sicilie igp rood|??|r|??|??|??|2021|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|organic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|organic frappato terre siciliane igt|it|r|??|sicily|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|organic grillo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|rosso nero davola merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|rosso terre siciliane igt|it|r|??|sicily|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|rosso terre siciliane igt il vero siciliano|it|r|??|sicily|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gergenti|vino biologico doc sicilia grillo|it|r|??|sicily|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gerhard|dry riesling hattenheimer schutzenhaus|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geriaplus|inmunoact polvo sabor vainilla|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geridon|frigorific prezentare si servire peste|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geridu|vermentino nuraghe crabioni|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerijpt|als aperitief|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerijpt|bij maaltijd|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerijpte|bourgogne proeverij zaterdag 22 november|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerijpte|wijnen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|champin le seigneur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|condrieu les eguets|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|condrieu les eguets|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=952
W|gerin|cote rotie champin la seigneur 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|cote rotie champin le seigneur 22|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|cote rotie les grandes places|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|cotebodin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|la champine syrah france|fr|r|syrah|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|la champine syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|la landonne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|la vialliere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|les grandes places|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|saint joseph|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerin|viognier igp coll rhodaniennes|??|w|viognier|??|??|2017|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|gerione|isola dei nuraghi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerisena|blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerisena|blanco organico eco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerisena|dolc de gerisena|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerisena|dolc de gerisena 2 jules destrooper almendra gratis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerisena|ergo negre eco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerisena|finca les roques blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerisena|finca masdeneres negre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerisena|g de gerisena|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerisena|rosat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerisena|sangria remenanena|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerisena|seleccio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerisena|tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerisena|tramuntanart blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerisena|tramuntanart rosat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerisena|vermut obreboques|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerla|brunello montalcino angeli riserva|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerlachsheimer|chardonnay kilian trocken|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerlachsheimer|weiburgunder spatlese trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerlengecbiga|karpuz tohumu 10 adet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerler|shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerler|grenache|??|r|grenache|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerler|riesling|??|w|riesling|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerler|shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerler|shiraz viognier|??|w|shiraz|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerler|deathbox grenache|??|r|grenache|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerler|gruner veltliner|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerler|heathcote shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerler|sagrantino|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerler|chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerler|deathbox grenache|??|r|grenache|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerler|fiano|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerler|fume blanc|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerler|pf nero davola|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerler|pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerler|riesling|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
