1. W|casar de burbia|valdepineiro|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
792. W|casas patronales|reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=787
793. W|casas patronales|reserva cabernet sauvignon 2022|pt|r|cabernet sauvignon|??|??|2022|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
794. W|casas patronales|reserva cabernet sauvignon 2022|pt|r|cabernet sauvignon|??|??|2022|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=793
795. W|casas patronales|reserva cabernet sauvignon 2023|pt|r|cabernet sauvignon|??|??|2023|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
796. W|casas patronales|reserva carmenere|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
797. W|casas patronales|reserva carmenere|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=796
798. W|casas patronales|reserva carmenere|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=796
799. W|casas patronales|reserva carmenere|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=796
800. W|casas patronales|reserva carmenere 145|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
801. W|casas patronales|reserva carmenere 2022|pt|r|carmenere|??|??|2022|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
802. W|casas patronales|reserva carmenere 2022|pt|r|carmenere|??|??|2022|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=801
803. W|casas patronales|reserva carmenere 2023|pt|r|carmenere|??|??|2023|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
804. W|casas patronales|reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
805. W|casas patronales|reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco|=804
806. W|casas patronales|reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco|=804
807. W|casas patronales|reserva chardonnay 135|pt|w|chardonnay|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
808. W|casas patronales|reserva chardonnay 2022|pt|w|chardonnay|??|??|2022|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
809. W|casas patronales|reserva chardonnay 2023|pt|w|chardonnay|??|??|2023|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
810. W|casas patronales|reserva ensamblaje cabernet s carmenere|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
811. W|casas patronales|reserva maucho|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
812. W|casas patronales|reserva maucho carignan|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
813. W|casas patronales|reserva maucho malbec|pt|r|malbec|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
814. W|casas patronales|reserva maucho viognier|pt|w|viognier|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
815. W|casas patronales|reserva merlot|pt|r|merlot|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
816. W|casas patronales|reserva merlot|pt|r|merlot|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=815
817. W|casas patronales|reserva merlot|pt|r|merlot|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=815
818. W|casas patronales|reserva merlot|pt|r|merlot|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=815
819. W|casas patronales|reserva merlot 2022|pt|r|merlot|??|??|2022|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
820. W|casas patronales|reserva merlot 2023|pt|r|merlot|??|??|2023|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
821. W|casas patronales|reserva mix|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
822. W|casas patronales|reserva rose|pt|p|??|??|??|NV|12.5|reserva|leve|saladas, aves, queijos leves|seco
823. W|casas patronales|reserva sauv blanc 13|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
824. W|casas patronales|reserva sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
825. W|casas patronales|reserva sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco|=824
826. W|casas patronales|reserva sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco|=824
827. W|casas patronales|reserva sauvignon blanc 2024|pt|w|sauvignon blanc|??|??|2024|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
828. W|casas patronales|reserva syrah|pt|r|syrah|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
829. W|casas patronales|reserva syrah|pt|r|syrah|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=828
830. W|casas patronales|reserva syrah|pt|r|syrah|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=828
831. W|casas patronales|reserva syrah 2021|pt|r|syrah|??|??|2021|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
832. W|casas patronales|reserva syrah 2022|pt|r|syrah|??|??|2022|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
833. W|casas patronales|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
834. W|casas patronales|rose 14 bib|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
835. W|casas patronales|rose cabernetsauvignon 12 bib|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
836. W|casas patronales|rose cabsau 14|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
837. W|casas patronales|rose cabsauv merlot|pt|p|merlot|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
838. W|casas patronales sabio|carignan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
839. W|casas patronales sabio|carignan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=838
840. W|casas patronales|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
841. W|casas patronales|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=840
842. W|casas patronales|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=840
843. W|casas patronales|sauvignon blanc 2021|pt|w|sauvignon blanc|??|??|2021|12.5|??|leve|frutos do mar, peixes, saladas|seco
844. W|casas patronales|sauvignon blanc res|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
845. W|casas patronales|sauvignon blancrieslinggewurztraminer 2024|pt|r|sauvignon blanc, riesling, gewurztraminer|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
846. W|casas patronales selected|reserve cabern sauvignon 2022 0|pt|r|??|??|??|2022|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
847. W|casas patronales selected|reserve carmenere 2023 0|pt|r|carmenere|??|??|2023|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
848. W|casas patronales selected|reserve carmenere 2024 0|pt|r|carmenere|??|??|2024|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
849. W|casas patronales selected|reserve chardonnay 2024|pt|w|chardonnay|??|??|2024|12.5|reserve|leve|frutos do mar, peixes, saladas|seco
850. W|casas patronales selected|reserve merlot 2024 0|pt|r|merlot|??|??|2024|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
851. W|casas patronales selected|reserve sauvignon blanc 2023 0|pt|w|sauvignon blanc|??|??|2023|12.5|reserve|leve|frutos do mar, peixes, saladas|seco
852. W|casas patronales selected|reserve sauvignon blanc 2024 0|pt|w|sauvignon blanc|??|??|2024|12.5|reserve|leve|frutos do mar, peixes, saladas|seco
853. W|casas patronales|syrah|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
854. W|casas patronales syrahmalbecviognier|2021|pt|r|malbec, syrah, viognier|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
855. W|casas patronales syrahmalbecviognier|2022|pt|r|malbec, syrah, viognier|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
856. W|casas patronales vigno|carignan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
857. W|casas patronales vigno|carignan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=856
858. W|casas patronales vigno carignan|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
859. W|casas patronales vigno carignan|2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
860. W|casas patronales vigno carignan|2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
861. W|casas y carpas para|ninos|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
862. W|casasilia|gran selezione|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
863. W|casasmith|barbera|pt|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
864. W|casasmith|sangiovese|pt|r|sangiovese|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
865. W|casasole orvieto|classico|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|casasole orvieto|classico 2022 semi sweet 13 075|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
867. W|casasole orvieto|classico doc amabile 2024|pt|r|??|??|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
868. W|casata monfort|lagrein|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|casata monfort|pinot grigio rose|pt|p|pinot grigio|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
870. W|casata monfort|pinot nero|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
871. W|casata monfort teroldego|rotaliano|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
872. W|casata monfort trento cuvee|85 brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
873. W|casata monfort trento cuvee|85 brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut|=872
874. W|casata monfort trentodoc cuvee|85 brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
875. W|casata monfort trentodoc in|gb|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
876. W|casata monticello|barbera dalba|pt|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
877. W|casata monticello|barbera dalba|pt|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=876
878. W|casata monticello|barbera dalba doc|pt|r|barbera|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
879. W|casata monticello|barbera dasti superiore|pt|r|barbera|??|??|NV|13.5|superiore|encorpado|carne vermelha, massas, queijos curados|seco
880. W|casata monticello|barbera dasti superiore|pt|r|barbera|??|??|NV|13.5|superiore|encorpado|carne vermelha, massas, queijos curados|seco|=879
881. W|casata monticello casata monticello dolcetto dasti|2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
882. W|casata monticello dolcetto|d asti|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
883. W|casata monticello dolcetto|dasti|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
884. W|casata monticello dolcetto|dasti|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=883
885. W|casata monticello|nebbiolo d alba|pt|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
886. W|casata monticello|nebbiolo dalba|pt|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
887. W|casata monticello|nebbiolo dalba|pt|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=886
888. W|casata monticello|nebbiolo dalba|pt|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=886
889. W|casata monticello|nebbiolo dalba doc|pt|r|nebbiolo|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
890. W|casata parini|montepulciano|pt|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
891. W|casata parini|montepulciano|pt|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=890
892. W|casata parini montepulciano|d abruzzo|pt|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
893. W|casata parini montepulciano dabruzzo|2022|pt|r|montepulciano|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
894. W|casata parini montepulciano dabruzzo|2024|pt|r|montepulciano|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
895. W|casatera tropical variety 8pk|can|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
896. W|casatica di|bufala|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|casato|1 voliero rosso di montalcino 2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
898. W|casato|1922 soave classico doc vite torta 2020|pt|r|??|??|??|1922|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
899. W|casato bubbly|red sangria fun wine cans 4pk|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
900. W|casato dei tini millesimato|pr|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|casato di|melzi|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|casato di melzi|primitivo|pt|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
903. W|casato di melzi|primitivo|pt|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=902
904. W|casato di melzi|primitivo|pt|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=902
905. W|casato di melzi|primitivo|pt|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=902
906. W|casato di melzi|primitivo 2018 cantine di salemi italienischer rotwein|pt|r|primitivo|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
907. W|casato di melzi|primitivo salento igt 2020|pt|r|primitivo|??|??|2020|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
908. W|casato di melzi salice riserva|2019|pt|r|??|??|??|2019|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
909. W|casato di melzi salice salentino|riserva|pt|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
910. W|casato di melzi salice salentino|riserva|pt|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco|=909
911. W|casato di melzi salice salentino|riserva|pt|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco|=909
912. W|casato di melzi salice salentino|riserva|pt|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco|=909
913. W|casato di melzi salice salentino|riserva|pt|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco|=909
914. W|casato fruity|sangria|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
915. W|casato mastino|2022 amarone della valpolicella docg veneto italy|pt|r|??|veneto|??|2022|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
916. W|casato mastino amarone della valpolicella|docg 2015|pt|r|??|??|??|2015|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
917. W|casato mastino amarone della valpolicella|docg 2018|pt|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
918. W|casato mastino amarone della valpolicella|docg 2019|pt|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
919. W|casato|pinot grigio valdadige doc|pt|w|pinot grigio|??|??|NV|12.5|doc|leve|frutos do mar, peixes, saladas|seco
920. W|casato|red bubbly 4 pack|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|casato sangria|red blend not kosher for passover kosher|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
922. W|casato|sauvignon blanc friuli doc|pt|w|sauvignon blanc|??|??|NV|12.5|doc|leve|frutos do mar, peixes, saladas|seco
923. W|casato spanish|red blend not kosher for passover|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
924. W|casavecchia|2021 calatia|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
925. W|casavecchia|2022 nulla e per caso teresa mincione|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
926. W|casavecchia alla|piazza|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
927. W|casavecchia|barbera dalba doc 2020 superiore|pt|r|barbera|??|??|2020|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
928. W|casavecchia|barbera dalba doc 2020 superiore|pt|r|barbera|??|??|2020|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco|=927
929. W|casavecchia|barbera dalba doc superiore|pt|r|barbera|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
930. W|casavecchia|barbera dalba superiore 2021|pt|r|barbera|??|??|2021|13.5|superiore|encorpado|carne vermelha, massas, queijos curados|seco
931. W|casavecchia barolo|2016|it|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
932. W|casavecchia barolo|docg del comune di castiglione falleto|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
933. W|casavecchia barolo|docg pianta|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
934. W|casavecchia barolo pianta|docg 2017|it|r|??|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
935. W|casavecchia barolo pianta|docg 2017|it|r|??|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=934
936. W|casavecchia barolo riserva|docg 2011|it|r|??|??|??|2011|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
937. W|casavecchia barolo riserva|docg 2013|it|r|??|??|??|2013|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
938. W|casavecchia calatia|igp campania terre del volturno safra 2021|pt|r|??|??|??|2021|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
939. W|casavecchia centomoggia|2006 15 lts|pt|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|casavecchia centomoggia|2011|pt|r|??|??|??|2011|13.5|??|medio|carne vermelha, massas, queijos curados|seco
941. W|casavecchia diano dalba|docg sori bruni dolcetto|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
942. W|casavecchia diano dalba|docg sori richin dolcetto|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
943. W|casavecchia langhe|doc nascetta 2024|pt|r|??|??|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
944. W|casavecchia langhe|doc pian del lupo nebbiolomerlot|pt|r|merlot, nebbiolo|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
945. W|casavecchia langhe|nebbiolo 2020|pt|r|nebbiolo|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
946. W|casavecchia monte|maggiore|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|casavecchia monte maggiore il|verro|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|casavecchia|nebbiolo d alba doc vigna piadvenza|pt|r|nebbiolo|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
949. W|casavecchia|nebbiolo dalba 2021|pt|r|nebbiolo|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
950. W|casavecchia|nebbiolo dalba dpc 1997|pt|r|nebbiolo|??|??|1997|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
951. W|casavecchia|nebbiolo dalba piadvenza 2021|pt|r|nebbiolo|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
952. W|casavecchia|nebbiolo dalba piadvenza 2021|pt|r|nebbiolo|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=951
953. W|casavecchia riserva|doc trebulanum 2013 alois|pt|r|??|??|??|2013|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
954. W|casavecchia sasso riccardo|2013|pt|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco
955. W|casavecchia|signaturlada|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
956. W|casavecchia sori bruni diano dalba dolcetto|docg 2021|pt|r|??|??|??|2021|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
957. W|casavecchia sori bruni diano dalba dolcetto|docg 2021|pt|r|??|??|??|2021|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=956
958. W|casavecchia sori richin diano|d albba docg tinto|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
959. W|casavecchia terre del volturno|igp 2022 aia vecchia tenuta pezzapane|pt|r|??|??|??|2022|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
960. W|casavetro svingkork flaska tom|glasflaska|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
961. W|casavicchia|barbera dalba|pt|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
962. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=13
963. W|casazar limited edition family|set|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|casc chicco barolo ginestra|riserva|it|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
965. W|casc chicco cuvee|zero|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|casc chicco cuvee zero|rose|??|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
967. W|casc chicco roero valmaggiore riserva|2012|??|r|??|??|??|2012|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
968. W|casca maceration de soif|orange|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. W|casca nueces almendra|pro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
970. W|casca orange|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
971. W|casca pu biciclist pu copii|colorata|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
972. W|casca|sauvignon orange wine domaine delaunay loire 2022|fr|r|??|loire|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
973. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=13
974. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=13
975. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=13
976. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=13
977. W|cascada de|luz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|cascadais philippe courrian|2019 frankrijk languedocroussillon rood|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=13
980. W|cascade|100g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
981. W|cascade|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
982. W|cascade 25g cryo hops|122|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|cascade apricot|2019 85|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
984. W|cascade|blonde|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
985. W|cascade|boysenberry|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|cascade chene des|fo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
987. W|cascade citrus noyaux project|2019 85|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
988. W|cascade cryo hops|1oz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
989. W|cascade elderberry|2015|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
990. W|cascade encyclopedia|botanica|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
991. W|cascade|figaro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
992. W|cascade|figaro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=991
993. W|cascade framblanc|2017|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
994. W|cascade framboise|northwest|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
995. W|cascade gose|roselle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|cascade green|silver|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|cascade|harvest graff 2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
998. W|cascade heights|22 cabernet sauvignon table red|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
999. W|cascade heights|23 merlot table red|??|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
1000. W|cascade heights|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
