1. W|capere|330gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
926. W|capovilla|rhum rhum bianco pmg 41|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=925
927. W|capovilla|rhum rhum bianco pmg 41|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=925
928. W|capovilla|rhum rhum bianco pmg 56|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
929. W|capovilla|rhum rhum bianco pmg 56|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=928
930. W|capovilla|rhum rhum bianco pmg 56|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=928
931. W|capovilla|uva moscato giallo 49cl 50 in astuccio|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
932. W|capovilla|williams pear|??|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco
933. W|capovolto|capovolto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
934. W|capozzano|cesanese di affile michael formiconi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
935. W|cappa|angelo e figli barolo docg|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
936. W|cappa|faber da 90 vertis vetro nero|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
937. W|cappalletti|vino apertivo wine nexus|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
938. W|capparone|pecorino igt colline pescaresi 125|??|w|??|??|??|NV|12.5|igt|medio|peixes, frutos do mar, saladas|seco
939. W|cappella|sant andrea 2023 vernaccia di san gimignano|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|cappella|sant andrea clara stella vernaccia di san gimignano|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
941. W|cappella|santandrea chianti colli senesi arciduca docg|it|r|??|chianti|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
942. W|cappella|santandrea clara stella vernaccia di san gimignano bianco|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
943. W|cappella|santandrea clara stella vernaccia di san gimignano docg|??|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
944. W|cappella|santandrea prima luce vernaccia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
945. W|cappella|santandrea toscana rosso serreto igt|it|r|??|toscana|??|2020|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
946. W|cappella|santandrea vernaccia di san gimignano|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|cappella|santandrea vernaccia di san gimignano clara stella docg|??|r|??|??|??|2023|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
948. W|cappella|santandrea vernaccia di san gimignano prima luce docg|??|r|??|??|??|2016|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
949. W|cappella|santandrea vernaccia di san gimignano rialto docg|??|r|??|??|??|2022|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
950. W|cappellacci|ricotta epinards 300g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
951. W|cappellaccio|aglianico riserva doc|??|r|aglianico|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
952. W|cappellaccio|aglianico riserva doc|??|r|aglianico|??|??|2018|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
953. W|cappellaccio|doc castel del monte riserva 2019 rivera|??|r|??|??|??|2019|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
954. W|cappellano|cappellano|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
955. W|cappellano|super barolo|it|r|??|??|??|1935|13.5|??|medio|carne vermelha, massas, queijos curados|seco
956. W|cappellano|super barolo|it|r|??|??|??|1947|13.5|??|medio|carne vermelha, massas, queijos curados|seco
957. W|cappellano|barolo|it|r|??|??|??|1952|13.5|??|medio|carne vermelha, massas, queijos curados|seco
958. W|cappellano|barbaresco|it|r|??|??|??|1954|13.5|??|medio|carne vermelha, massas, queijos curados|seco
959. W|cappellano|barolo|it|r|??|??|??|1954|13.5|??|medio|carne vermelha, massas, queijos curados|seco
960. W|cappellano|barolo|it|r|??|??|??|1955|13.5|??|medio|carne vermelha, massas, queijos curados|seco
961. W|cappellano|barbaresco|it|r|??|??|??|1957|13.5|??|medio|carne vermelha, massas, queijos curados|seco
962. W|cappellano|barolo|it|r|??|??|??|1957|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|cappellano|barolo|it|r|??|??|??|1961|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|cappellano|barolo|it|r|??|??|??|1964|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. W|cappellano|barolo|it|r|??|??|??|1965|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|cappellano|barolo|it|r|??|??|??|1967|13.5|??|medio|carne vermelha, massas, queijos curados|seco
967. W|cappellano|barolo|it|r|??|??|??|1968|13.5|??|medio|carne vermelha, massas, queijos curados|seco
968. W|cappellano|barolo|it|r|??|??|??|1970|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. W|cappellano|barolo|it|r|??|??|??|1971|13.5|??|medio|carne vermelha, massas, queijos curados|seco
970. W|cappellano|barolo|it|r|??|??|??|1973|13.5|??|medio|carne vermelha, massas, queijos curados|seco
971. W|cappellano|barolo serralunga|it|r|??|??|??|1974|13.5|??|medio|carne vermelha, massas, queijos curados|seco
972. W|cappellano|barolo sori baudana|it|r|??|??|??|1974|13.5|??|medio|carne vermelha, massas, queijos curados|seco
973. W|cappellano|barolo sori rionda|it|r|??|??|??|1974|13.5|??|medio|carne vermelha, massas, queijos curados|seco
974. W|cappellano|barolo rionda|it|r|??|??|??|1975|13.5|??|medio|carne vermelha, massas, queijos curados|seco
975. W|cappellano|barolo|it|r|??|??|??|1976|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|cappellano|barolo|it|r|??|??|??|1977|13.5|??|medio|carne vermelha, massas, queijos curados|seco
977. W|cappellano|barolo|it|r|??|??|??|1979|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|cappellano|barolo|it|r|??|??|??|1980|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|cappellano|barolo|it|r|??|??|??|1982|13.5|??|medio|carne vermelha, massas, queijos curados|seco
980. W|cappellano|dolcetto dalba|??|r|dolcetto|??|??|1983|13.5|??|medio|carne vermelha, massas, queijos curados|seco
981. W|cappellano|barolo otin fiorin gabutti stained and torn label|it|r|??|??|??|1989|13.5|??|medio|carne vermelha, massas, queijos curados|seco
982. W|cappellano|barolo serralunga|it|r|??|??|??|1989|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|cappellano|barolo otin fiorin gabutti|it|r|??|??|??|1990|13.5|??|medio|carne vermelha, massas, queijos curados|seco
984. W|cappellano|barolo pie rupestris|it|r|??|??|??|1990|13.5|??|medio|carne vermelha, massas, queijos curados|seco
985. W|cappellano|barolo serralunga dalba|it|r|??|??|??|1990|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|cappellano|barolo pie franco|it|r|??|??|??|1995|13.5|??|medio|carne vermelha, massas, queijos curados|seco
987. W|cappellano|barbaresco|it|r|??|??|??|1996|13.5|??|medio|carne vermelha, massas, queijos curados|seco
988. W|cappellano|barolo pie franco|it|r|??|??|??|1996|13.5|??|medio|carne vermelha, massas, queijos curados|seco
989. W|cappellano|barolo pie rupestris|it|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco
990. W|cappellano|barolo otin fiorin pie franco piemonte italy|it|r|??|piemonte|??|1998|13.5|??|medio|carne vermelha, massas, queijos curados|seco
991. W|cappellano|barolo pie franco|it|r|??|??|??|1999|13.5|??|medio|carne vermelha, massas, queijos curados|seco
992. W|cappellano|barolo pie franco|it|r|??|??|??|2000|13.5|??|medio|carne vermelha, massas, queijos curados|seco
993. W|cappellano|barolo pie rupestris|it|r|??|??|??|2001|13.5|??|medio|carne vermelha, massas, queijos curados|seco
994. W|cappellano|barolo pie franco|it|r|??|??|??|2004|13.5|??|medio|carne vermelha, massas, queijos curados|seco
995. W|cappellano|barolo pie franco|it|r|??|??|??|2004|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=994
996. W|cappellano|barolo pie rupestris|it|r|??|??|??|2004|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|cappellano|barolo pie rupestris|it|r|??|??|??|2004|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=996
998. W|cappellano|barbera dalba|??|r|barbera|??|??|2005|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
999. W|cappellano|barolo pie franco|it|r|??|??|??|2005|13.5|??|medio|carne vermelha, massas, queijos curados|seco
1000. W|cappellano|barolo pie rupestris|it|r|??|??|??|2005|13.5|??|medio|carne vermelha, massas, queijos curados|seco
