W|branco|finca rivadavia torrontes varietal|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno santa rita 120 sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno santa rita 120 chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno santa loreto varietal sauvignon blanc 187|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno santa loreto sweet white blend|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno santa helena chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno santa cruz de los andes chardonnay reserva|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno santa carolina vistana sauvignon blanc semillon|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno santa carolina reservado suave|cl|w|??|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|demi-sec
W|branco|chileno santa carolina reservado sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno santa carolina reservado chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno santa carolina reserva suavignon blanc|cl|w|??|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno santa carolina reserva de familia chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno santa carolina reserva chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno santa carolina gran reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno santa carolina estelar 57 sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno santa carolina estelar 57 only white|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno santa carolina estelar 57 only white|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=922
W|branco|chileno santa carolina estelar 57 chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno santa carolina estelar 57 chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=924
W|branco|chileno santa angelica sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno riesling reserva emiliana adobe|cl|w|riesling|valle central|??|NV|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno riesling reserva cono sur bicicleta|cl|w|riesling|valle central|??|NV|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno riesling alto los romeros|cl|w|riesling|valle central|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno reservado santa carolina ice|cl|w|??|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno reserva sauvignon blanc foye|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno reserva chardonnay foye|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno reserva chardonnay foye|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=932
W|branco|chileno ravanal sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno ravanal sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=934
W|branco|chileno ravanal gran reserva chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno ravanal gran reserva chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=936
W|branco|chileno ramirana varietal sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno ramirana gran reserva sauvignon blancgewurztraminer|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno picaron sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno pedregoso chardonnay 2023|cl|w|chardonnay|valle central|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno peccato di vino sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno peccato di vino reserva pinot grigio|cl|w|pinot grigio|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno peccato di vino gran reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno paso grande sunset sauvignon|cl|w|??|valle central|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno paso fino reservado|cl|f|palomino|valle central|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|chileno panul reserva chardonay vinedos marchigue|cl|w|??|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno panul chardonnay vinedos marchigue|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno pandolfi price larkun chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno novas reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno novas gran reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno novas gran reserva chardonnay emiliana|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno more wine por favor sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno montgras rincones sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno montgras quatro blend|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno montgras estate sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno montgras de vine chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno mocato santa villa unico|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno miguel torres santa digna gewurztraminer reserva|cl|w|??|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno miguel torres hemisferio sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno metropolitano do valle central chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno mascara de fuego sauvignon blanc 750m|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno mario chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno manos andinas semillon trasiego vale central cachapoal|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno mandala sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno macerao moscatel|cl|w|moscatel|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno los vascos chardonnay reserva|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno loma negra sauvgnon garrafa|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno late harvest luis felipe edwards|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno la laguna sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno la junta aroma moscatel suave|cl|w|moscatel|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|chileno la junta aroma moscatel suave|cl|w|moscatel|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=971
W|branco|chileno la causa naranjo|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno la causa moscatel|cl|w|moscatel|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno la causa moscatel|cl|w|moscatel|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=974
W|branco|chileno kalfu molu reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno kalfu kuda gran reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno isla de maipo sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno indigo reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno hacienda chilena classic sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno gran hacienda sauvignon blanc santa rita|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno gran hacienda sauvignon blanc santa rita|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=981
W|branco|chileno gewurztraminer adobe reserva emiliana|cl|w|??|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno gato negro suavignon blanc|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno gato negro chardonnay san pedro|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno gato negro chardonnay san pedro|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=985
W|branco|chileno fray leon sauvignon blanc 2023|cl|w|sauvignon blanc|valle central|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno fray leon sauvignon blanc 2023|cl|w|sauvignon blanc|valle central|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=987
W|branco|chileno fray leon chardonnay 2023|cl|w|chardonnay|valle central|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno foye reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno etnico sauvignon blanc organico|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno etnico riesling|cl|w|riesling|valle central|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno etnico gewurztraminer organico|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno etnico gewurztraminer|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno errazuriz cuvee gran reserva chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno errazuriz cuvee gran reserva chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=995
W|branco|chileno errazuriz collection sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno errazuriz 1870 reserva chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno equinoccio chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno emiliana etnico riesling organico|cl|w|riesling|valle central|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno emiliana adobe gewurztraminer reserva|cl|w|??|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno el raco sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno el raco gran reserva chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno el raco chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
