W|geografico|pavonero bianco nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=905
W|georges|duboeuf syrah rose vin de france france|fr|p|syrah|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georges|duboeuf vin de france orange nouveau|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf vin de france orange nouveau|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=908
W|georges|duboeuf vireclesse aoc maconnais burgundy france|fr|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|dubouef chateau de nervers brouilly|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|et henri jayer echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|et stephane lepuis hermitage|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|fransac grande champagne extra 455|fr|s|??|champagne|??|1934|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|georges|glantenay bourgogne cote dor rouge maison dieu|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay chambolle musigny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay chambolle musigny cru les fausselottes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay chambolle musigny cru les feusselottes|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay chambolle musigny|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay pommard cru les combes dess|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay pommard cru les rugiens hauts|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay pommard les rugiens hauts|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay volnay cru le ronceret|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay volnay cru les brouillards|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay volnay cru les brouillards|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay volnay cru les santenots|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay volnay cru les santenots|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay volnay burgundy|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay volnay les brouillards|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|glantenay volnay vieilles vigne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|jayer e rouget echezeaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|jayer echezeaux eleve et vinifie par e rouget|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|jayer echezeaux eleve et vinifie par e rouget|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|jayer echezeaux eleve et vinifie par e rouget|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|jayer echezeaux eleve et vinifie par e rouget|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|joillot beaune vieilles vignes|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|joillot bourgogne passetoutgrains|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|joillot cremant de bourgogne brut nv|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|georges|joillot les charmots pommard cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|joillot les charmots pommard cru|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|joillot pommard les noizons|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|joillot pommard les noizons|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|joillot pommard les noizons|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=942
W|georges|juillet pommard vv|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|latour private reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|laval cru cumieres brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval brut nature cumieres nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval brut nature cumieres premier cru|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval brut nature cumieres premier cru rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval brut nature rose nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne cru blanc de blancs les chenes brut nature|fr|s|??|champagne|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne cru blanc de blancs les chenes brut nature|fr|s|??|champagne|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=951
W|georges|laval champagne cru brut nature cumieres|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne cru brut nature cumieres nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne cru les hautes chevres cumieres brut nature|fr|s|??|champagne|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne cru les hautes chevres cumieres brut nature|fr|s|??|champagne|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=955
W|georges|laval champagne cru les hautes chevres cumieres brut nature|fr|s|??|champagne|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne cru les hautes chevres cumieres brut nature|fr|s|??|champagne|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=957
W|georges|laval champagne cru les hautes chevres cumieres brut nature|fr|s|??|champagne|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=957
W|georges|laval champagne cru les hautes chevres cumieres brut nature|fr|s|??|champagne|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne cru les hautes chevres cumieres brut nature|fr|s|??|champagne|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=960
W|georges|laval champagne cru les hautes chevres cumieres brut nature|fr|s|??|champagne|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=960
W|georges|laval champagne blanc de blancs premier cru brut nature les chenes|fr|s|??|champagne|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne brut nature cru cumieres rose nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne brut nature cru cumieres rose nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=964
W|georges|laval champagne brut nature cumieres|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne brut nature les chenes|fr|s|??|champagne|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne brut nature les hautes chevres|fr|s|??|champagne|??|2013|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne brut nature les hautes chevres|fr|s|??|champagne|??|2014|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne brut nature les hautes chevres|fr|s|??|champagne|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne brut nature les hautes chevres|fr|s|??|champagne|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne cumieres cru brut nature base|fr|s|??|champagne|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne cumieres les chenes blanc de blancs premier cru|fr|s|??|champagne|??|2015|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|georges|laval champagne cumieres les chenes blanc de blancs premier cru|fr|s|??|champagne|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|georges|laval champagne cumieres premier cru brut nature nv|fr|s|??|champagne|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne cumieres premier cru brut nature nv|fr|s|??|champagne|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne cumieres premier cru brut nature nv disgorged 05132025|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne extra brut garennes nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|georges|laval champagne extra brut les garennes nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|georges|laval champagne extra brut les garennes nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=979
W|georges|laval champagne garennes extra brut nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|georges|laval champagne les garennes extra brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|georges|laval champagne nature les longues violes sboccatura astuccio|fr|s|??|champagne|??|2012|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|georges|laval champagne nature les longues violes astuccio|fr|s|??|champagne|??|2013|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|georges|laval champagne premier cru brut nature les chenes|fr|s|??|champagne|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval champagne premier cru brut nature les chenes|fr|s|??|champagne|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval chenes blanc de blancs brut nature champagne|fr|s|??|champagne|??|2012|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval chenes blanc de blancs brut nature champagne|fr|s|??|champagne|??|2015|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval chenes blanc de blancs brut nature champagne|fr|s|??|champagne|??|2016|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval chenes blanc de blancs brut nature champagne|fr|s|??|champagne|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval chenes cumieres brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval cumieres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|laval cumieres 1 cru brut nature nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval cumieres cru|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|laval cumieres cru brut nature nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval cumieres cru brut nature nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=995
W|georges|laval cumieres base 19|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|laval cumieres base 19|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=997
W|georges|laval cumieres brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|laval cumieres brut nature cru nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
