1. W|casa ermelinda prestigious portuguese|tinto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
834. W|casa los frailes|blanc de trilogia valencia 2024 wit|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
835. W|casa los frailes caliza valencia|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
836. W|casa los frailes monastrell|2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
837. W|casa los frailes|red blend|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
838. W|casa lotos sotol|blanco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
839. W|casa lotos sotol|blanco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=838
840. W|casa lotos sotol|blanco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=838
841. W|casa loy reposado|750 mlt 38|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
842. W|casa luca bad|boys|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
843. W|casa luca breaking|red|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
844. W|casa luca carpe diem bad|boys|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
845. W|casa luca carpe diem breaking|red|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
846. W|casa luca carpe diem|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
847. W|casa luca carpe diem femme|incredible|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
848. W|casa luca carpe diem|feteasca alba|pt|w|feteasca alba|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
849. W|casa luca carpe diem|feteasca neagra|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
850. W|casa luca carpe diem|feteasca regala|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
851. W|casa luca carpe diem|late harvest viorica|pt|d|??|??|??|NV|10|??|encorpado|sobremesas, queijos azuis, foie gras|doce
852. W|casa luca carpe diem|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
853. W|casa luca carpe diem rara|neagra|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
854. W|casa luca carpe diem|viorica|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
855. W|casa luca cuvee|1911 2018|pt|r|??|??|??|1911|13.5|??|medio|carne vermelha, massas, queijos curados|seco
856. W|casa luca femme|incredible|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
857. W|casa luca|feteasca neagra|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
858. W|casa luca|feteasca regala|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
859. W|casa luca|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
860. W|casa lucciola|verdicchio|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
861. W|casa lucciola verdicchio di matelica|doc 2023|pt|r|??|??|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
862. W|casa lucciola verdicchio di matelica riserva|docg 2020|pt|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
863. W|casa lucciolamatelica|doc 2020 bio|pt|r|??|??|??|2020|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
864. W|casa lucii vernaccia di san gimignano|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
865. W|casa lucii vernaccia di san gimignano|2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|casa lucii vernaccia di san gimignano|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
867. W|casa luigi italy|sparkling rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
868. W|casa luna|grenache blanc|pt|r|grenache|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|casa luna|rosado|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
870. W|casa luna|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
871. W|casa lunardi|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
872. W|casa lunardi|cabernet sauvignon 2021|pt|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
873. W|casa lunardi|cabernet sauvignon igt veneto wochy 0|pt|r|cabernet sauvignon|veneto|??|NV|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
874. W|casa lunardi|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
875. W|casa lunardi|chardonnay igt veneto wochy 0|pt|w|chardonnay|veneto|??|NV|12.5|igt|leve|frutos do mar, peixes, saladas|seco
876. W|casa lunardi|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
877. W|casa lunardi|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=876
878. W|casa lunardi|merlot 2021|pt|r|merlot|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. W|casa lunardi|merlot 2022|pt|r|merlot|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|casa lunardi|merlot igt delle venezie wochy 0|pt|r|merlot|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
881. W|casa lunardi|pinot grigio|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
882. W|casa lunardi|pinot grigio|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=881
883. W|casa lunardi|pinot grigio 2021|pt|w|pinot grigio|??|??|2021|12.5|??|leve|frutos do mar, peixes, saladas|seco
884. X
885. W|casa lunardi|pinot grigio delle venezie|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
886. W|casa lunardi|pinot grigio doc lm92|pt|w|pinot grigio|??|??|NV|12.5|doc|leve|frutos do mar, peixes, saladas|seco
887. W|casa lunardi|pinot grigio igt venezie wochy 0|pt|w|pinot grigio|??|??|NV|12.5|igt|leve|frutos do mar, peixes, saladas|seco
888. W|casa lunardi|pinot grigio italy|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
889. W|casa lupo amarone|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
890. W|casa lupo amarone|2020 12|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|casa lupo amarone della|valpolicella|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
892. W|casa lupo amarone della valpolicella|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|casa lupo amarone della valpolicella|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=892
894. W|casa lupo amarone della valpolicella|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=892
895. W|casa lupo amarone della valpolicella|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=892
896. W|casa lupo amarone della valpolicella|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
897. W|casa lupo amarone della valpolicella|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=896
898. W|casa lupo amarone della valpolicella|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=896
899. W|casa lupo amarone della valpolicella|docg 2020|pt|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
900. W|casa lupo amarone della valpolicella riserva|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
901. W|casa lupo amarone della valpolicella riserva|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=900
902. W|casa lupo amarone|docg 2020|pt|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
903. W|casa lupo amarone riserva|docg 2017|pt|r|??|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
904. W|casa lupo lugana|2022 12|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|casa lupo lugana|2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|casa lupo lugana|2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=905
907. W|casa lupo lugana|2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=905
908. W|casa lupo lugana|2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=905
909. W|casa lupo lugana|2024 doc lugana paladin 075|pt|r|??|??|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
910. W|casa lupo lugana|doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
911. W|casa lupo lugana|doc 2024|pt|r|??|??|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
912. W|casa lupo ripasso della valpolicella superiore|doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
913. W|casa lupo ripasso della valpolicella superiore|doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco|=912
914. W|casa lupo ripasso della valpolicella superiore|doc 2022|pt|r|??|??|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
915. W|casa lupo ripasso superiore|2020|pt|r|??|??|??|2020|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
916. W|casa lupo ripasso superiore|doc 2022|pt|r|??|??|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
917. W|casa lupo valpolicella ripasso|2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
918. W|casa lupo valpolicella ripasso|doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
919. W|casa lupo valpolicella ripasso|doc|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco|=918
920. W|casa lupo valpolicella ripasso|doc 2020|pt|r|??|??|??|2020|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
921. W|casa lupo valpolicella ripasso superiore|2022|pt|r|??|??|??|2022|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
922. W|casa lupo valpolicella ripasso superiore|2022|pt|r|??|??|??|2022|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco|=921
923. W|casa lupo valpolicella ripasso superiore|2022|pt|r|??|??|??|2022|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco|=921
924. W|casa madeira antepasto gourmet de berinjela|160g|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
925. W|casa madeira antepasto gourmet de pimentoes|160g|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
926. W|casa madeira antepasto gourmet italiano|160g|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
927. W|casa madeira cha de infusao dia e noite com|60 saches|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
928. W|casa madeira creme balsamico com geleia de|cabernet sauvignon|pt|f|cabernet sauvignon|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
929. W|casa madeira creme balsamico com geleia de morango e|pimenta|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
930. W|casa madeira creme balsamico com mel e|laranja|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
931. W|casa madeira creme de balsamico com morango e pimenta|100g|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
932. W|casa madeira gourmet|vinho para risoto chardonnay|pt|f|chardonnay|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
933. W|casa madeira mel flores de assapeixe|200g|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
934. W|casa madeira mel flores de laranjeira|200g|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
935. W|casa madeira mel flores silvestres|200g|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
936. W|casa madeira mel flores silvestres com pedacos de favo|200g|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
937. W|casa madeira vinagre gourmet|balsamico|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
938. W|casa madeira vinagre gourmet de|vinho branco chardonnay|pt|f|chardonnay|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
939. W|casa madeira vinagre gourmet de|vinho rose cabernet sauvignon|pt|f|cabernet sauvignon|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
940. W|casa madeira vinagre gourmet de|vinho tinto merlot|pt|f|merlot|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
941. W|casa madeira|vinho fruta calda de cabernet sauvignon com mirtilo 240g|pt|f|cabernet sauvignon|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
942. W|casa madeira|vinho fruta calda de chardonnay com pera 240g|pt|f|chardonnay|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
943. W|casa madeira|vinho origem elegance cabernet s meio seco casa valduga|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
944. W|casa madero|1597 seleccion de barricas|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
945. W|casa madero|2v|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
946. W|casa madero|2v|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=945
947. W|casa madero|2v|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=945
948. W|casa madero|2v|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=945
949. W|casa madero|2v|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=945
950. W|casa madero 2v|chardonnaychenin|pt|r|chardonnay|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
951. W|casa madero|3v|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
952. W|casa madero|3v|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=951
953. W|casa madero|3v|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=951
954. W|casa madero|3v|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=951
955. W|casa madero|3v|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=951
956. W|casa madero|3v|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=951
957. W|casa madero 3v|750 mlt 135|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
958. W|casa madero 3v|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
959. W|casa madero 3v|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=958
960. W|casa madero 3v|cabernet smerlottempranillo|pt|r|merlot, tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
961. W|casa madero 3v|cabsaumertemp|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
962. W|casa madero 3v edicion especial|425 aniversario|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|casa madero 3v|gran reserva|pt|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
964. W|casa madero 3v|gran reserva|pt|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco|=963
965. W|casa madero 3v|gran reserva|pt|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco|=963
966. W|casa madero 3v|gran reserva|pt|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco|=963
967. W|casa madero 3v|gran reserva 425 aniversario|pt|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
968. W|casa madero 3v|red parras valley mexico|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. W|casa madero 3v|tinto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
970. W|casa madero cab|sauvignon 750 mlt 139|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
971. W|casa madero|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
972. W|casa madero|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=971
973. W|casa madero|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=971
974. W|casa madero|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=971
975. W|casa madero|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=971
976. W|casa madero|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=971
977. W|casa madero|cabernet sauvignon 2021|pt|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
978. W|casa madero|cabernet sauvignon 2023|pt|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
979. W|casa madero|cabernet sauvignon 2023|pt|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=978
980. W|casa madero|cabernet sauvignon botellin|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
981. W|casa madero|cabernet sauvignon gran reserva|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
982. W|casa madero|cabernet sauvignon gran reserva mexico|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
983. W|casa madero|cabernet sauvignon mexico|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
984. W|casa madero|cabernet sauvignon organico|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
985. W|casa madero|cabernet sauvignon uvas organicas|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
986. W|casa madero|cabernet sauvignon valle de parras|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
987. W|casa madero|cabernet sauvignon varios tamanos|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
988. W|casa madero|cabernet sauvignon vegano|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
989. W|casa madero|cabernet sauvignonmerlottempranillo 3v valle de parras|pt|r|cabernet sauvignon, merlot, tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
990. W|casa madero casa grande|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
991. W|casa madero casa grande|gran reserva valle de parras|pt|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
992. W|casa madero|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
993. W|casa madero|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=992
994. W|casa madero|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=992
995. W|casa madero|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=992
996. W|casa madero|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=992
997. W|casa madero|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=992
998. W|casa madero|chardonnay 2021|pt|w|chardonnay|??|??|2021|12.5|??|leve|frutos do mar, peixes, saladas|seco
999. W|casa madero|chardonnay 375 mlt 135|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
1000. W|casa madero|chardonnay botellin|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
