W|damoiseau arrange|mangue passion 30|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|shiraz 2023|fr|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|shiraz lionheart of the barossa|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|shiraz lionheart of the barossa|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=900
W|dandelion vineyards|shiraz lionheart of the barossa 2023|au|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|shiraz lionheart of the barossa barossa valley australia|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|treasure trove grenache 2021|fr|r|grenache|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|twilight of the adelaide hills chardonnay|au|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|twilight of the adelaide hills chardonnay 2024|au|w|chardonnay|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|twilight of the adelaide hills chardonnay 2024|au|w|chardonnay|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco|=906
W|dandelion vineyards|vineyards legacy of australia pedro ximenez nv|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|vineyards wishing clock of the adelaide hills sauvignon blanc 2025|au|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|wishing clock of the adelaide hills sauvignon blanc|au|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|wishing clock of the adelaide hills sauvignon blanc|au|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=910
W|dandelion vineyards|wishing clock of the adelaide hills sauvignon blanc 2023|au|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|wishing clock of the adelaide hills sauvignon blanc 2023|au|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=912
W|dandelion vineyards|wishing clock of the adelaide hills sauvignon blanc 2025|au|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|wishing clock of the adelaide hills sauvignon blanc 2025 6 pack|au|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|wishing clock sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|wonderland of the eden valley riesling|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|wonderland of the eden valley riesling 2024|fr|w|riesling|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|wonderland of the eden valley riesling 2024|fr|w|riesling|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco|=918
W|dandelion wishing|clock sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion wishing|clock sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=920
W|dandelion wonderland|of the eden valley riesling|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion wonderland|of the eden valley riesling 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion wonderland|riesling|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion wonderland|riesling|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=924
W|dandelion zorzal|comunitario|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelions zipper|footie|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandezon cotes|du rhone red wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandi mourvedre|vogelzang vineyard happy canyon santa barbara|fr|r|mourvedre|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandi wines|sauvignon blanc 2019|fr|w|sauvignon blanc|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|dando regalos|en navidad|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandr sours|blackcurrant|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandr sours|cola cube|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandr sours|raspberry|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy|250 la rochere|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy branco|2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy dad|petit verdot|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|cidro|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|cidro|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=938
W|dandy de cidro|branco|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|branco 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|branco 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|branco 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=942
W|dandy de cidro|branco 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|douro|pt|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|douro tinto|pt|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|red 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|tinto|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|tinto|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=948
W|dandy de cidro|tinto|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=948
W|dandy de cidro|tinto 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|tinto 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|tinto 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy de cidro|tinto 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=953
W|dandy de cidro|white 2021|fr|w|??|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|dandy del|cidro red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy grenachesyrahmarselan|grenachesyrahmarselan|fr|r|syrah, grenache|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy lion|haze neipa|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy red|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandy tinto|2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|danebury vineyards|cossack 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|danebury vineyards|madeleine angevine 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|danebury vineyards|mixed case|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danebury vineyards|reserve 2021|fr|r|??|??|??|2021|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|danebury vineyards|schonburger 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|danes classic|plain 35g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danes herb|garlic 165g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danes herb|garlic mayo 220g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danes mayo|all purpose dressing 220g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danes mayo|all purpose dressing in bottle 220g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danes mayo|dressing|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danes mayo|dressing all purpose 220g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danes mayo|dressing all purpose herb and garlic 220g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danes roasted|sesame dressing 200g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danes roasted|sesame dressing 200g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=974
W|danes sin|gluten pz 130 gr|gr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danes sliced|250g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danese cream|label soave|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danese grey|label corvina|fr|r|corvina|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danese montepulciano|dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danese montepulciano|dabruzzo doc|it|r|montepulciano|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|danese pinot|grigio doc|fr|w|pinot grigio|??|??|NV|12.5|DOC|medio|peixe, frutos do mar|seco
W|danese pinot|noir trevenezie igt 2022|fr|r|pinot noir|??|??|2022|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|danese primitivo|puglia|fr|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danese primitivo|puglia 2019|fr|r|primitivo|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|danese primitivo|puglia special edition 2023|fr|r|primitivo|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|danese red|label bardolino doc|fr|r|??|??|??|NV|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|danese special|edition primitivo|fr|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|daneson flavoured|toothpicks mint no9|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|daneson flavoured|toothpicks salted birch no8|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danette d de leche|leche|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|danette flan|flan|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dang pet|nat posse x ardure collab|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dangelo aglianico|canneto basilicata 2016|fr|r|aglianico|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|dangelo aglianico|del vulture|fr|r|aglianico|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dangelo aglianico|del vulture|fr|r|aglianico|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=995
W|dangelo aglianico|del vulture|fr|r|aglianico|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=995
W|dangelo aglianico|del vulture 2015|fr|r|aglianico|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|dangelo aglianico|del vulture 2018|fr|r|aglianico|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dangelo aglianico|del vulture 2021|fr|r|aglianico|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
