W|garzon|pinot noir rose reserva|??|p|pinot noir|??|??|2024|12.5|reserva|leve|aperitivos, frutos do mar, saladas|seco
W|gattinara|docg riserva vigna ronchi travaglini|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg san francesco antoniolo|fr|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg san francesco antoniolo|fr|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=914
W|gattinara|docg san francesco antoniolo|fr|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=914
W|gattinara|docg san francesco antoniolo|fr|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=914
W|gattinara|docg travaglini|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|gattinara|docg tre vigne|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna molsino nervi|??|r|??|??|??|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna molsino doppio cassa di legno nervi|??|r|??|??|??|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna molsino cantine nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna molsino cantine nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=922
W|gattinara|docg vigna molsino cantine nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=922
W|gattinara|docg vigna molsino cantine nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=922
W|gattinara|docg vigna molsino cantine nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=922
W|gattinara|docg vigna molsino nervi conterno|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna molsino nervi conterno|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna molsino nervi conterno|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=928
W|gattinara|docg vigna molsino jeroboam nervi|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna valferana nervi|??|r|??|??|??|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna valferana doppio cassa di legno nervi conterno|??|r|??|??|??|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna valferana nervi|??|r|??|??|??|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna valferana cantine nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna valferana cantine nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=934
W|gattinara|docg vigna valferana cantine nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=934
W|gattinara|docg vigna valferana cantine nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=934
W|gattinara|docg vigna valferana cantine nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=934
W|gattinara|docg vigna valferana nervi conterno|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna valferana nervi conterno|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigna valferana jeroboam nervi|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigneto le castelle|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigneto osso san grato|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vigneto san francesco|fr|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docgtravaglini lt 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|fiore umberto docg|??|r|??|??|??|1973|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|francoli doc|??|r|??|??|??|1971|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|francoli doc|??|r|??|??|??|1979|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|francoli docg|??|r|??|??|??|1967|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|francoli docg|??|r|??|??|??|1968|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|fratelli berteletti|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|fratelli berteletti|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=951
W|gattinara|fratelli berteletti|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=951
W|gattinara|fratelli berteletti docg|??|r|??|??|??|1974|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|g grogola|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|g grogola|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=955
W|gattinara|g grogola|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=955
W|gattinara|g troglia|??|r|??|??|??|1962|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|g troglia|??|r|??|??|??|1962|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|gattinara|g troglia|??|r|??|??|??|1962|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|gattinara|g troglia|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|g troglia|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|gattinara|giancarlo travaglini|??|r|??|??|??|1955|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|giulio gabri wit|??|r|??|??|??|1959|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gtroglia|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|il chiosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|le castelle|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|luigi nervi|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|luigi nervi|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=968
W|gattinara|luigi nervi|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=968
W|gattinara|luigi nervi docg|??|r|??|??|??|1964|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|luigi nervi docg|??|r|??|??|??|1967|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|luigi nervi docg|??|r|??|??|??|1968|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|luigi nervi riserva|??|r|??|??|??|1964|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|luigi rizzo docg|??|r|??|??|??|1964|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gattinara|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=781
W|gattinara|cassa legno travaglini|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|mario antoniolo|??|r|??|??|??|1961|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|mario antoniolo|??|r|??|??|??|1962|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|mario antoniolo|??|r|??|??|??|1962|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=979
W|gattinara|mario antoniolo|??|r|??|??|??|1962|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=979
W|gattinara|mario antoniolo docg|??|r|??|??|??|1964|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|mario patriarca|??|r|??|??|??|1969|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|mario patriarca|??|r|??|??|??|1969|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=983
W|gattinara|mario patriarca|??|r|??|??|??|1969|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=983
W|gattinara|mario patriarca|??|r|??|??|??|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|molsino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|molsino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|gattinara|molsino nervi|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|monsecco doc|??|r|??|??|??|1982|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|monsecco docg|??|r|??|??|??|1979|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|nervi|??|r|??|??|??|1961|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|nervi|??|r|??|??|??|1961|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=992
W|gattinara|nervi|??|r|??|??|??|1961|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=992
W|gattinara|nervi|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|nervi|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=995
W|gattinara|nervi|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=995
W|gattinara|nervi|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=995
W|gattinara|nervi|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|nervi conterno|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
