W|grissini|integral 100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|nature rillettes de saumon 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|nature rillettes de thon aux aromates bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|nature rillettes de truite bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolage|maurerberg st laurent|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolage|nussberg wiener gemischter satz dac|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolage|nussberg wiener gemischter satz dac demeter|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolet|cotes de bourg classique|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolet|cotes de bourg tete de cuvee|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolet|cotes de bourg tete de cuvee|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolet|cotes de bourg origines|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolet|cotes du bourg origines|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groll|n roll|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groll|n roll|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groll|n roll vin de france|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groll|n roll|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groll|n roll|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groll|n roll|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=933
W|groll|n roll rouge|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groll|noir|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groll|nroll|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groll|nroll|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groll|nroll rouge|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groll|nroll rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolla|grolla|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolle|noir cyril le moing|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolle|noire vdf cyril le moing|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|grolleau|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|grolleau|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=944
W|grolleau|grolleau|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=944
W|grolleau|grolleau|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=944
W|grolleau|la ferme du plateau|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|vin de france btle en caisse de 6 epuise|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|grolleau|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|grolleau|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|grolleau|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=951
W|domaine breton|grolleau|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine breton|grolleau|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=953
W|grolleau|les athletes du vin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|grolleau|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de montgilet|grolleau|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|grolleau|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|grolleau|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|grolleau|blend bisou|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau viaudiere igp val de loire|grolleau biodynamic|fr|r|??|??|??|2021|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|dinocheau loire valley france|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine breton bourgueil|grolleau|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|gris blanc vignoble epiard|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grolleau|gris igp val de loire|fr|r|??|??|??|2025|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|hb|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|igp|??|r|??|??|??|2018|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|igp|??|r|??|??|??|2019|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|igp|??|r|??|??|??|2019|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco|=968
W|grolleau|igp|??|r|??|??|??|2019|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco|=968
W|grolleau|igp|??|r|??|??|??|2020|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|igp|??|r|??|??|??|2021|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|laustral octopus|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|noir les athletes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau de passavant|grolleau noir penser nature|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine cady|grolleau pet nat|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine cody|grolleau pet nat|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolleau|rose igp val de loire|fr|p|??|??|??|2023|12.5|igp|leve|aperitivos, frutos do mar, saladas|seco
W|grolleau|val de loire igp catherine pierre breton|fr|r|??|??|??|2024|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grollet|reserve|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grollinho|grollinho|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grollz|grollz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grollz|banksys graffiti metall|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grollz|pets rock 514102|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine pithonpaille vdf rouge|grololo biologique|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolow|85|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolsch|grolsch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolsch|grolsch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|grolsch|grolsch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|grolsch|grolsch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|grolsch|grolsch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|grolsch|grolsch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|grolsch|00 alcoholvrij bier krat 24 flesjes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolsch|bt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolsch|16oz 4 pk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolsch|4 cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolsch|bier beugelfles krat 16 stuks|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolsch|bier blikjes tray 24 stuks|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grolsch|bier blikjes tray 24 stuks|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=998
W|grolsch|bier flesjes krat 24 stuks|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
