1. W|christian bellang et fils|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
800. S
801. S
802. S
803. S
804. S
805. S
806. S
807. S
808. S
809. S
810. S
811. S
812. S
813. S
814. S
815. S
816. S
817. S
818. S
819. S
820. S
821. S
822. S
823. S
824. S
825. S
826. S
827. S
828. S
829. S
830. S
831. S
832. S
833. S
834. S
835. S
836. S
837. S
838. S
839. S
840. S
841. S
842. S
843. S
844. S
845. S
846. S
847. S
848. S
849. S
850. S
851. S
852. S
853. S
854. S
855. S
856. S
857. S
858. S
859. S
860. S
861. S
862. S
863. S
864. S
865. S
866. S
867. S
868. S
869. S
870. S
871. S
872. S
873. S
874. S
875. S
876. S
877. S
878. S
879. S
880. S
881. S
882. S
883. S
884. S
885. S
886. S
887. S
888. S
889. S
890. S
891. S
892. S
893. S
894. S
895. S
896. S
897. S
898. S
899. S
900. S
901. S
902. S
903. S
904. S
905. S
906. S
907. S
908. S
909. S
910. S
911. S
912. S
913. S
914. S
915. S
916. S
917. S
918. S
919. S
920. S
921. S
922. S
923. S
924. S
925. S
926. S
927. S
928. S
929. S
930. S
931. S
932. S
933. S
934. S
935. S
936. S
937. S
938. S
939. X
940. X
941. X
942. X
943. X
944. W|vina costeira|meu treixadura|es|w|treixadura|galicia|ribeiro|NV|12.5|DO|leve|petiscos, peixe|seco
945. W|meu|treixadura|es|w|treixadura|galicia|ribeiro|2024|12.5|DO|leve|petiscos, peixe|seco
946. W|meu|treixadura  12 vol|es|w|treixadura|galicia|ribeiro|2022|12.5|DO|leve|petiscos, peixe|seco
947. W|meu|treixadura|es|w|treixadura|galicia|ribeiro|2019|12.5|DO|leve|petiscos, peixe|seco
948. W|meu|treixadura|es|w|treixadura|galicia|ribeiro|NV|12.5|DO|leve|petiscos, peixe|seco
949. W|meu|treixadura|es|w|treixadura|galicia|ribeiro|NV|12.5|DO|leve|petiscos, peixe|seco|=948
950. W|meu|treixadura|es|w|treixadura|galicia|ribeiro|NV|12.5|DO|leve|petiscos, peixe|seco|=948
951. X
952. W|meu|reserva tinto 0|es|r|??|galicia|??|2021|13.5|DO|leve|petiscos, peixe|seco
953. W|meu|reserva branco 0|es|w|??|galicia|??|2019|12.5|DO|leve|petiscos, peixe|seco
954. W|meu|quintal petnat|es|s|??|galicia|??|NV|11.5|DO|leve|petiscos, peixe|seco
955. W|meu|quintal orange|es|w|??|galicia|??|NV|12|DO|leve|petiscos, peixe|seco
956. W|meu|pequeno pithon branco|es|w|??|galicia|??|NV|12.5|DO|leve|petiscos, peixe|seco
957. W|meu|pequeno pithon|es|w|??|galicia|??|NV|12.5|DO|leve|petiscos, peixe|seco
958. W|meu|mencia|es|r|mencia|galicia|??|2024|13.5|DO|leve|petiscos, peixe|seco
959. W|meu|godello|es|w|godello|galicia|??|NV|12.5|DO|leve|petiscos, peixe|seco
960. W|meu|albarino ribiero|es|w|albarino|galicia|ribeiro|2022|12.5|DO|leve|petiscos, peixe|seco
961. W|meu|albarino|es|w|albarino|galicia|ribeiro|NV|12.5|DO|leve|petiscos, peixe|seco
962. W|meu|albarino|es|w|albarino|galicia|ribeiro|NV|12.5|DO|leve|petiscos, peixe|seco|=961
963. W|meu|ribeiro|es|w|??|galicia|??|2024|12.5|DO|leve|petiscos, peixe|seco
964. W|la perdida|meu|es|w|??|galicia|??|2020|12.5|DO|leve|petiscos, peixe|seco
965. W|meu|meu|es|w|??|galicia|??|2019|12.5|DO|leve|petiscos, peixe|seco
966. W|metzuda|yearim  port style|il|f|??|israel|??|2016|17|??|encorpado|carne vermelha, queijos|doce
967. W|metzuda|siryon chardonnay|il|w|chardonnay|israel|??|NV|13.5|??|encorpado|carne vermelha, queijos|seco
968. W|metzuda|sataf cabernet sauvignon|il|r|cabernet sauvignon|israel|??|NV|14.5|??|encorpado|carne vermelha, queijos|seco
969. W|metzuda|sataf blend|il|r|??|israel|??|NV|14.5|??|encorpado|carne vermelha, queijos|seco
970. W|metzuda|sataf ayalon 18|il|r|??|israel|??|2018|14.5|??|encorpado|carne vermelha, queijos|seco
971. W|metzuda|raziel shiraz kp|il|r|shiraz|israel|??|NV|14.5|??|encorpado|carne vermelha, queijos|seco
972. W|metzuda|raziel shiraz|il|r|shiraz|israel|??|NV|14.5|??|encorpado|carne vermelha, queijos|seco
973. W|metzuda|raziel merlot|il|r|merlot|israel|??|2016|14.5|??|encorpado|carne vermelha, queijos|seco
974. W|metzuda|raziel cabernet sauvignon|il|r|cabernet sauvignon|israel|??|NV|14.5|??|encorpado|carne vermelha, queijos|seco
975. W|metzuda|raziel cabernet sauvignon|il|r|cabernet sauvignon|israel|??|NV|14.5|??|encorpado|carne vermelha, queijos|seco|=974
976. W|metzuda|merlot sataf dry kosher red wine|il|r|merlot|israel|??|NV|14.5|??|encorpado|carne vermelha, queijos|seco
977. W|metzuda|merlot sataf dry kosher red wine|il|r|merlot|israel|??|NV|14.5|??|encorpado|carne vermelha, queijos|seco|=976
978. W|metzuda|har eitan blend|il|r|??|israel|??|2016|14.5|??|encorpado|carne vermelha, queijos|seco
979. W|metzuda|har eitan blend|il|r|??|israel|??|NV|14.5|??|encorpado|carne vermelha, queijos|seco
980. W|metzker|pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, queijos|seco
981. W|metzker|family terre de promisso pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, queijos|seco
982. W|metzker|family rose|??|p|??|??|??|NV|13.5|??|medio|carne vermelha, queijos|seco
983. W|metzker|family pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, queijos|seco
984. W|metzker|family cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carne vermelha, queijos|seco
985. X
986. X
987. X
988. X
989. X
990. W|metzger|tempranillo|de|r|tempranillo|pfalz|??|NV|13.5|??|medio|carne vermelha, queijos|seco
991. W|metzger|rot  trocken pastorenstuck|de|??|??|pfalz|??|2020|12.5|??|medio|carne vermelha, queijos|seco
992. W|metzger|riesling vom kalkstein|de|w|riesling|pfalz|??|NV|12|??|medio|carne vermelha, queijos|seco
993. W|metzger|riesling sekt|de|w|riesling|pfalz|??|NV|12|??|medio|carne vermelha, queijos|seco
994. W|metzger|riesling alte reben|de|w|riesling|pfalz|??|NV|12|??|medio|carne vermelha, queijos|seco
995. W|metzger|premium cut pinot noir qba rotwein wein trocken deutschland|de|r|pinot noir|pfalz|??|NV|13.5|QbA|medio|carne vermelha, queijos|seco
996. W|metzger|premium cut pinot noir qba rotwein wein trocken deutschland|de|r|pinot noir|pfalz|??|NV|13.5|QbA|medio|carne vermelha, queijos|seco|=995
997. W|metzger|premium cut pinot noir qba rotwein wein trocken deutschland|de|r|pinot noir|pfalz|??|NV|13.5|QbA|medio|carne vermelha, queijos|seco|=995
998. W|metzger|premium cut pinot blanc weiwein wein qba trocken deutschland|de|w|pinot blanc|pfalz|??|NV|12.5|QbA|medio|carne vermelha, queijos|seco
999. W|metzger|premium cut pinot blanc weiwein wein qba trocken deutschland|de|w|pinot blanc|pfalz|??|NV|12.5|QbA|medio|carne vermelha, queijos|seco|=998
1000. W|metzger|premium cut pinot blanc weiwein wein qba trocken deutschland|de|w|pinot blanc|pfalz|??|NV|12.5|QbA|medio|carne vermelha, queijos|seco|=998
