W|grande|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|saintsauveur grolleau cabernet franc rosa case only|??|r|cabernet franc|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|saintsauveur grolleau cabernet franc rouge case only|??|r|cabernet franc|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|saintsauveur grolleau grolleau gris les arceaux rose case only|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grange|saintsauveur le martray|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|saintsauveur les arceaux rose|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grange|saintsauveur rose vin de france grange saintsauveur|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grange|saintsauveur rouge vin de france grange saintsauveur|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|shiraz|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|tiphaine ad libitum|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|tiphaine clef de sol|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|tiphaine clef de sol blanc loire valley france|fr|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grange|tiphaine montlouissurloire clef de sol blanc|fr|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grange|tiphaine nouveau nez loire valley france|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|tiphaine rosa rose rosam|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grange|tiphaine rosa rose rosam|??|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grange|tiphaine rosa rose rosam loire valley france|fr|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grange|tiphaine rosa rose rosam|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grange|tiphaine touraine cot vieilles vignes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|tiphaine trinquames|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|tiphane rose brut rosa rose rosam petnat|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grange|vertical pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|grangehurst|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|grangehurst|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|stellenbosch bordeaux blend|fr|r|??|bordeaux|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|grangehurst|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|grangehurst|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=962
W|grangehurst|stellenbosch bordeaux blend|fr|r|??|bordeaux|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernet sauv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=966
W|grangehurst|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=968
W|grangehurst|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=968
W|grangehurst|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=968
W|grangehurst|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|grangehurst|cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=975
W|grangehurst|cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=978
W|grangehurst|cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=977
W|grangehurst|cabernet sauvignon reserve stellenbosch|??|r|cabernet sauvignon|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernet sauvignonmerlot|??|r|cabernet sauvignon|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernet sauvignonmerlot|??|r|cabernet sauvignon|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cabernetmerlot stellenbosch|??|r|merlot|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|cape rose|za|p|??|??|??|2018|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grangehurst|cape rose blend|za|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grangehurst|daylea red|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|daylea red|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|grangehurst|daylea red|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|nikela|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|nikela|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=990
W|grangehurst|nikela|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|nikela|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=992
W|grangehurst|nikela|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=992
W|grangehurst|nikela stellenbosch|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|nikela stellenbosch|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=995
W|grangehurst|nikela|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|nikela|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=992
W|grangehurst|pinotage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grangehurst|pinotage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=999
