W|georgia|tbilvino tsinandali rkatsiteli mtsvane|ge|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand pinot noir cotes des roses pays doc|??|p|pinot noir|??|??|2020|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand pinot noir cotes des roses pays doc|??|p|pinot noir|??|??|2020|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco|=876
W|gerard|bertrand pinot noir cotes des roses pays doc|??|p|pinot noir|??|??|2020|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco|=876
W|gerard|bertrand pinot noir domaine de l aigle haute vallee de l aude|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand pinot noir domaine de laigle haute vallee de laude|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand pinot noir domaine de laigle haute vallee de laude|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=880
W|gerard|bertrand pinot noir domaine de laigle pays doc|??|r|pinot noir|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand pinot noir heritage|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand plantabelle|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand prima nature chardonnay langedocrousillon francia|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand prima nature red syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand rivesaltes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand rivesaltes amber|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand rose clos du temple|??|p|??|??|??|2018|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand rose cote des roses|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand rose du languedoc aop art de vivre|fr|p|??|??|??|nv|12.5|aop|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand rose wine trouble xp|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand rouge clair pays doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand rouge clair pays doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|gerard|bertrand rouge clair pays doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|gerard|bertrand rouge haute vallee de laude aigle royal|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand rouge haute vallee de laude aigle royal wood box|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand rouge haute vallee de laude aigle royal wood box|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=897
W|gerard|bertrand rouge trouble xp cloudy wine france|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand saint victor viognier|??|w|viognier|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand saintchinian|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand saintchinian|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=901
W|gerard|bertrand saintchinian syrah mourvedre|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=904
W|gerard|bertrand sauvignon blanc change|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand sauvignon blanc cote des roses pays d oc|??|p|sauvignon blanc|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand sauvignon blanc perles|??|w|sauvignon blanc|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand sauvignon change pays doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand sauvignon change pays doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand sauvignon naturalys|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand so vive blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand so vive blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand solensis pays doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand source of joy|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand source of joy languedoc|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand source of joy rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand source of joy rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=917
W|gerard|bertrand source of joy rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=917
W|gerard|bertrand source of joy rose languedoc|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand sovive pays doc blanc|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand sparkling chardonnay sphere fines bulles pays doc|??|s|chardonnay|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gerard|bertrand sphere rose igp pays doc|??|p|??|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand sphere rose nv|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand tautavel grand terroir|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand tautavel grand terroir|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand tautavel grand terroir|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand terrasses du larzac chateau la sauvageonne grand vin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand terrasses du larzac chateau la sauvageonne grand vin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=928
W|gerard|bertrand terroir languedoc syrah grenache|fr|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand trouble blanc organic languedoc france|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand trouble rose organic languedoc france|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand trouble rouge organic languedoc france|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand villa soleilla|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand villemajou rouge coteaux du languedoc|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand vin blanc orange gold france|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand vin blanc orange gold france|fr|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand vin blanc villa soleilla france|fr|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand vin blanc villa soleilla france wood box|fr|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand vin blanc villa soleilla france wood box|fr|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=939
W|gerard|bertrand vin rose trouble xp cloudy wine france|fr|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand wine tasting|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay a chavignol sancerre blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|boulay chavignol comtesse|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay chavignol sancerre|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay chavignol sancerre|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=945
W|gerard|boulay chavignol sancerre|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay chavignol sancerre|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=947
W|gerard|boulay clos de beaujeu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay clos de beaujeu sancerre|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay clos de beaujeu sancerre blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|boulay la cote|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay la cote sancerre|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay les monts damnes sancerre|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay mont damnes sancerre|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay monts damnes sancerre|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay monts damnes sancerre france 750|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|gerard|boulay sancerre a chavignol|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre a chavignol|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre a chavignol|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|gerard|boulay sancerre a chavignol|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre a chavignol|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=963
W|gerard|boulay sancerre a la cote|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre a la cote|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|boulay sancerre blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=967
W|gerard|boulay sancerre blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|boulay sancerre blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=969
W|gerard|boulay sancerre blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|boulay sancerre blanc chavignol tradition|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|boulay sancerre chavignol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre chavignol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|gerard|boulay sancerre chavignol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|gerard|boulay sancerre chavignol|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre chavignol|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=976
W|gerard|boulay sancerre chavignol|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre chavignol|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=978
W|gerard|boulay sancerre chavignol|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=978
W|gerard|boulay sancerre chavignol loire valley france|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre chavignol les monts damnes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre chavignol telluride sleighs wagons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre chavignol tradition|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre clos beaujeu|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre clos de beaujeau|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre clos de beaujeu|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre clos de beaujeu|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre clos de beaujeu|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre clos de beaujeu|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre clos de beaujeu|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre clos de beaujeu|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|gerard|boulay sancerre clos de beaujeu|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|gerard|boulay sancerre clos de beaujeu|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|gerard|boulay sancerre clos de beaujeu|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|gerard|boulay sancerre clos de beaujeu loire france|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre comtesse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre comtesse|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre comtesse|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|boulay sancerre comtesse|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
