1. W|casa relvas|alicante bouschet tinto 2022 igp alentejo|pt|r|alicante bouschet|alentejo|??|2022|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
852. W|casa silva cool coast|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=851
853. W|casa silva cool coast|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=851
854. W|casa silva cool coast|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=851
855. W|casa silva cool coast|chardonnay 2024|pt|w|chardonnay|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
856. W|casa silva cool coast paredones|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
857. W|casa silva cool coast|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
858. W|casa silva cool coast|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
859. W|casa silva cool coast|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
860. W|casa silva cool coast|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
861. W|casa silva cool coast|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
862. W|casa silva cool coast|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
863. W|casa silva cool coast|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
864. W|casa silva cool coast|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
865. W|casa silva cool coast|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
866. W|casa silva cool coast|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=857
867. W|casa silva cool coast|pinot noir 2019|pt|r|pinot noir|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|casa silva cool coast|pinot noir 2023|pt|r|pinot noir|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|casa silva cool coast|pinot noir 2024|pt|r|pinot noir|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
870. W|casa silva cool coast|pinot noir 2024|pt|r|pinot noir|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=869
871. W|casa silva cool coast|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
872. W|casa silva cool coast|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco|=871
873. W|casa silva cool coast|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco|=871
874. W|casa silva cool coast|rose 2023|pt|p|??|??|??|2023|12.5|??|leve|saladas, aves, queijos leves|seco
875. W|casa silva cool coast|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
876. W|casa silva cool coast|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=875
877. W|casa silva cool coast|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=875
878. W|casa silva cool coast|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=875
879. W|casa silva cool coast|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=875
880. W|casa silva cool coast|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=875
881. W|casa silva cool coast|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=875
882. W|casa silva cool coast|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=875
883. W|casa silva cool coast|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=875
884. W|casa silva cool coast|sauvignon blanc 2023|pt|w|sauvignon blanc|??|??|2023|12.5|??|leve|frutos do mar, peixes, saladas|seco
885. W|casa silva cool coast|sauvignon blanc 2025|pt|w|sauvignon blanc|??|??|2025|12.5|??|leve|frutos do mar, peixes, saladas|seco
886. W|casa silva cool coast|sauvignon blanc 2025 vivino 41|pt|w|sauvignon blanc|??|??|2025|12.5|??|leve|frutos do mar, peixes, saladas|seco
887. W|casa silva cool coast|sauvignon gris|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
888. W|casa silva cool coast|sauvignon gris|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=887
889. W|casa silva cool coast|sauvignon gris|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=887
890. W|casa silva cool coast|sauvignon gris|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=887
891. W|casa silva cool coast|sauvignon gris 2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
892. W|casa silva cool coast sauvigon|gris|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|casa silva cool coast|syrah|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
894. W|casa silva cool coast|syrah|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=893
895. W|casa silva cool coast|syrah|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=893
896. W|casa silva cool coast|syrah 201921|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
897. W|casa silva cool coast|syrah rose|pt|p|syrah|??|??|NV|12.5|??|encorpado|saladas, aves, queijos leves|seco
898. W|casa silva cool coast|syrah rose 2023|pt|p|syrah|??|??|2023|12.5|??|encorpado|saladas, aves, queijos leves|seco
899. W|casa silva cuvee colchagua valle del colchagua|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
900. W|casa silva cuvee colchuagua|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
901. W|casa silva dominga|brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
902. W|casa silva dominga|brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut|=901
903. W|casa silva dominga|brut rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
904. W|casa silva dominga|brut rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco|=903
905. W|casa silva|dona dominga chardonnay 14 sgr|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
906. W|casa silva|dona dominga gran reserva cabernet sauvignon 750cc|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
907. W|casa silva|dona dominga gran reserva carmenere 750cc|pt|r|carmenere|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
908. W|casa silva edicion limitada|petit verdot|pt|r|petit verdot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|casa silva edicion limitada|petit verdot|pt|r|petit verdot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=908
910. W|casa silva edicion limitada|petit verdot|pt|r|petit verdot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=908
911. W|casa silva edicion limitada|petit verdot|pt|r|petit verdot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=908
912. W|casa silva edicion limitada|petit verdot|pt|r|petit verdot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=908
913. W|casa silva edicion limitada|petit verdot 2022|pt|r|petit verdot|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
914. W|casa silva ensamblaje quinta|generacion|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
915. W|casa silva ensamblaje quinta|generacion|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=914
916. W|casa silva|espumante dominga brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
917. W|casa silva estate grown|cabernet sauvignon 2024|pt|r|cabernet sauvignon|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
918. W|casa silva estate grown|cabernet sauvignon 2025|pt|r|cabernet sauvignon|??|??|2025|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
919. W|casa silva estate grown|carmenere 2024 vegano|pt|r|carmenere|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
920. W|casa silva estate grown|carmenere 2025|pt|r|carmenere|??|??|2025|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
921. W|casa silva estate grown|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
922. W|casa silva estate grown|chardonnay 2024 vegano|pt|w|chardonnay|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
923. W|casa silva estate grown|chardonnay 2025|pt|w|chardonnay|??|??|2025|12.5|??|leve|frutos do mar, peixes, saladas|seco
924. W|casa silva estate grown|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
925. W|casa silva estate grown|sauvignon blanc 2024 vegano|pt|w|sauvignon blanc|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
926. W|casa silva estate grown|sauvignon blanc 2025|pt|w|sauvignon blanc|??|??|2025|12.5|??|leve|frutos do mar, peixes, saladas|seco
927. W|casa silva estate grown|syrah 2024|pt|r|syrah|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
928. W|casa silva estate grown|syrah 2024 vegano|pt|r|syrah|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
929. W|casa silva estate grown|syrah 2024 vegano|pt|r|syrah|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=928
930. W|casa silva family|blend|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
931. W|casa silva family|blend|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=930
932. W|casa silva family wines|cabernet carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
933. W|casa silva family wines|chardonnay semillon|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
934. W|casa silva|fervor|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
935. W|casa silva fervor|brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
936. W|casa silva fervor|brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut|=935
937. W|casa silva fervor|brut costa fria valle de colchagua metodo tradicional|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
938. W|casa silva fervor de la costa|fria|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
939. W|casa silva fervor del lago|ranco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|casa silva fervor del lago ranco|brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
941. W|casa silva fervor|extra brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|extra brut
942. W|casa silva fervor lago ranco|do futrono metodo tradicional|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
943. W|casa silva|gewurztraminer semillon|pt|w|gewurztraminer|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
944. X
945. W|casa silva|gran reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
946. W|casa silva|gran reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco|=945
947. W|casa silva|gran reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco|=945
948. W|casa silva|gran reserva cabernet sauvignon 2023|pt|r|cabernet sauvignon|??|??|2023|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
949. W|casa silva|gran reserva cabernet sauvignon 750cc|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
950. X
951. W|casa silva|gran reserva carmenere|pt|r|carmenere|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
952. W|casa silva|gran reserva carmenere|pt|r|carmenere|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco|=951
953. W|casa silva|gran reserva carmenere 2023|pt|r|carmenere|??|??|2023|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
954. W|casa silva|gran reserva carmenere 750cc|pt|r|carmenere|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
955. X
956. W|casa silva|gran reserva carmenere kit 6 unidades|pt|r|carmenere|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
957. W|casa silva|gran reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
958. W|casa silva|gran reserva chardonnay 2024|pt|w|chardonnay|??|??|2024|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
959. W|casa silva|gran reserva chardonnay kit 12 unidades|pt|w|chardonnay|??|??|NV|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
960. W|casa silva|gran reserva chardonnay kit 6 unidades|pt|w|chardonnay|??|??|NV|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
961. W|casa silva|gran reserva los lingues cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
962. W|casa silva|gran reserva los lingues cabernet sauvignon 2022|pt|r|cabernet sauvignon|??|??|2022|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
963. W|casa silva|gran reserva los lingues carmenere 2022|pt|r|carmenere|??|??|2022|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
964. W|casa silva|gran reserva los lingues carmenere 2022 90 dec|pt|r|carmenere|??|??|2022|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
965. W|casa silva|gran reserva merlot 750cc|pt|r|merlot|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
966. W|casa silva|gran reserva syrah 750cc|pt|r|syrah|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
967. W|casa silva|gran terroir angostura chardonnay 2024|pt|w|chardonnay|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
968. W|casa silva|gran terroir angostura merlot 2022|pt|r|merlot|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. W|casa silva|gran terroir cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
970. W|casa silva|gran terroir cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=969
971. W|casa silva|gran terroir cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=969
972. W|casa silva|gran terroir cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=969
973. W|casa silva|gran terroir cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=969
974. W|casa silva|gran terroir carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
975. W|casa silva|gran terroir carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=974
976. W|casa silva|gran terroir carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=974
977. W|casa silva|gran terroir carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=974
978. W|casa silva|gran terroir carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=974
979. W|casa silva|gran terroir carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=974
980. W|casa silva|gran terroir carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=974
981. W|casa silva|gran terroir carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=974
982. W|casa silva|gran terroir chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
983. W|casa silva|gran terroir chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=982
984. W|casa silva|gran terroir chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=982
985. W|casa silva|gran terroir de los andes c sauvignon 2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|casa silva|gran terroir de los andes cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
987. W|casa silva|gran terroir de los andes cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=986
988. W|casa silva|gran terroir de los andes carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
989. W|casa silva|gran terroir de los andes carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=988
990. W|casa silva|gran terroir de los andes carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=988
991. W|casa silva|gran terroir de los andes carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=988
992. W|casa silva|gran terroir de los andes merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
993. W|casa silva|gran terroir de los andes petit verdot|pt|r|petit verdot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
994. W|casa silva|gran terroir de los andes syrah|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
995. W|casa silva|gran terroir do los lingues cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
996. W|casa silva|gran terroir do los lingues carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
997. W|casa silva|gran terroir lolol syrah|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
998. W|casa silva|gran terroir lolol syrah 2022|pt|r|syrah|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
999. W|casa silva|gran terroir lolol viognier 2023|pt|w|viognier|??|??|2023|12.5|??|leve|frutos do mar, peixes, saladas|seco
1000. W|casa silva|gran terroir los lingues cabernet sauvignon 202223|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
