1. W|carre|suino bisteca congelada pedaco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
892. W|carruades|de lafite|??|r|??|??|??|2005|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=891
893. W|carruades|de lafite|??|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco
894. W|carruades|de lafite|??|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=893
895. W|carruades|de lafite|??|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=893
896. W|carruades|de lafite|??|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=893
897. W|carruades|de lafite 2006|??|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco
898. W|carruades|de lafite|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco
899. W|carruades|de lafite|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=898
900. W|carruades|de lafite|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=898
901. W|carruades|de lafite|??|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|carruades|de lafite|??|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=901
903. W|carruades|de lafite|??|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=901
904. W|carruades|de lafite 2010 elm|??|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|carruades|de lafite 2010 etlm|??|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|carruades|de lafite|??|r|??|??|??|2011|13.5|??|medio|carne vermelha, massas, queijos curados|seco
907. W|carruades|de lafite|??|r|??|??|??|2011|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=906
908. W|carruades|de lafite|??|r|??|??|??|2011|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=906
909. W|carruades|de lafite|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
910. W|carruades|de lafite|??|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco
911. W|carruades|de lafite|??|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=910
912. W|carruades|de lafite|??|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=910
913. W|carruades|de lafite|??|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
914. W|carruades|de lafite|??|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=913
915. W|carruades|de lafite|??|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=913
916. W|carruades|de lafite 2014 zweitwein chateau lafite rothschild|??|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
917. W|carruades|de lafite|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
918. W|carruades|de lafite|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=917
919. W|carruades|de lafite|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=917
920. W|carruades|de lafite|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=917
921. W|carruades|de lafite|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
922. W|carruades|de lafite|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=921
923. W|carruades|de lafite|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=921
924. W|carruades|de lafite|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
925. W|carruades|de lafite 2017 pr 91 js 94|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
926. W|carruades|de lafite|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
927. W|carruades|de lafite|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=926
928. W|carruades|de lafite|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=926
929. W|carruades|de lafite|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
930. W|carruades|de lafite|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=929
931. W|carruades|de lafite|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=929
932. W|carruades|de lafite|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=929
933. W|carruades|de lafite|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=929
934. W|carruades|de lafite|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=929
935. W|carruades|de lafite|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=929
936. W|carruades|de lafite|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=929
937. W|carruades|de lafite|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=929
938. W|carruades|de lafite|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=929
939. W|carruades|de lafite|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=929
940. W|carruades|de lafite 2019 cb3 pauillac|fr|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
941. W|carruades|de lafite 2019 cb6 pauillac|fr|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
942. W|carruades|de lafite 2019 mag cb3 pauillac|fr|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
943. W|carruades|de lafite|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
944. W|carruades|de lafite|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=943
945. W|carruades|de lafite|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=943
946. W|carruades|de lafite|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=943
947. W|carruades|de lafite|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=943
948. W|carruades|de lafite 2020 cb3 pauillac|fr|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
949. W|carruades|de lafite 2020 cb6 pauillac|fr|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
950. W|carruades|de lafite 2020 pauillac|fr|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
951. W|carruades|de lafite|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
952. W|carruades|de lafite|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=951
953. W|carruades|de lafite|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=951
954. W|carruades|de lafite|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=951
955. W|carruades|de lafite|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=951
956. W|carruades|de lafite|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=951
957. W|carruades|de lafite|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
958. W|carruades|de lafite|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=957
959. W|carruades|de lafite|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=957
960. W|carruades|de lafite|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=957
961. W|carruades|de lafite|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=957
962. W|carruades|de lafite|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=957
963. W|carruades|de lafite 2022 cb6 pauillac|fr|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|carruades|de lafite|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. W|carruades|de lafite|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=964
966. W|carruades|de lafite|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=964
967. W|carruades|de lafite|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
968. W|carruades|de lafite|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=967
969. W|carruades|de lafite|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=967
970. W|carruades|de lafite|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=967
971. W|carruades|de lafite|??|r|??|??|??|2025|13.5|??|medio|carne vermelha, massas, queijos curados|seco
972. W|carruades|de lafite|??|r|??|??|??|2025|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=971
973. W|carruades|de lafite|??|r|??|??|??|2025|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=971
974. W|carruades|de lafite|??|r|??|??|??|2025|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=971
975. W|carruades|de lafite 2eme vin|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|carruades|de lafite 2eme vin|??|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco
977. W|carruades|de lafite 2eme vin de lafite rothschild pauillac|fr|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|carruades|de lafite 2eme vin de lafite rothschild pauillac|fr|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|carruades|de lafite 2eme vin de lafite rothschild pauillac magnum 1|fr|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
980. W|carruades|de lafite 2eme vin de lafite rothschild pauillac magnum 1|fr|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=979
981. W|carruades|de lafite 2eme vin lafiterothschild|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
982. W|carruades|de lafite 2nd wine of chateau lafite|??|r|??|??|??|2008|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|carruades|de lafite 6 case pauillac|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
984. W|carruades|de lafite chateau lafite rothschild|??|r|??|??|??|1988|13.5|??|medio|carne vermelha, massas, queijos curados|seco
985. W|carruades|de lafite lafite rothschild 2nd wine pauillac|fr|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|carruades|de lafite pauillac|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
987. W|carruades|de lafite pauillac|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=986
988. W|carruades|de lafite pauillac|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=986
989. W|carruades|de lafite pauillac|fr|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=986
990. W|carruades|de lafite pauillac 1990 1|fr|r|??|??|??|1990|13.5|??|medio|carne vermelha, massas, queijos curados|seco
991. W|carruades|de lafite pauillac|fr|r|??|??|??|1996|13.5|??|medio|carne vermelha, massas, queijos curados|seco
992. W|carruades|de lafite pauillac|fr|r|??|??|??|1996|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=991
993. W|carruades|de lafite pauillac|fr|r|??|??|??|1996|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=991
994. W|carruades|de lafite pauillac 1996 1|fr|r|??|??|??|1996|13.5|??|medio|carne vermelha, massas, queijos curados|seco
995. W|carruades|de lafite pauillac|fr|r|??|??|??|2005|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|carruades|de lafite pauillac|fr|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|carruades|de lafite pauillac 2009 1|fr|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco
998. W|carruades|de lafite pauillac|fr|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco
999. W|carruades|de lafite pauillac|fr|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=998
1000. W|carruades|de lafite pauillac 2010 1|fr|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco
