W|luiz|porto gran reserva syrah|??|f|palomino|??|??|NV|20|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|gato negro cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|gato negro cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=897
W|gato negro cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=897
W|gato negro cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=897
W|gato negro 9 lives|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|gato negro 9 lives|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=901
W|gato negro 9 lives|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|gato negro 9 lives|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=903
W|gato negro 9 lives|carmenere|??|r|carmenere|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|gato negro 9 lives|carmenere|??|r|carmenere|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=905
W|gato negro 9 lives|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|gato negro 9 lives|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=907
W|gatao|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|gatao|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=909
W|gastronomico casa|madeira|??|f|palomino|??|??|NV|13.5|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|gastronomico casa|madeira|??|f|palomino|??|??|NV|13.5|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco|=911
W|garzon|single vineyard tannat|??|r|tannat|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|garzon|single vineyard tannat|??|r|tannat|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco|=913
W|garzon|single vineyard pinot noir|??|r|pinot noir|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|garzon|single vineyard petit verdot|??|r|petit verdot|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|garzon|single vineyard petit verdot|??|r|petit verdot|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco|=916
W|garzon|single vineyard petit verdot|??|r|petit verdot|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco|=916
W|garzon|single vineyard petit verdot|??|r|petit verdot|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco|=916
W|garzon|single vineyard merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|garzon|single vineyard merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco|=920
W|garzon|single vineyard albarino|??|w|albarino|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|garzon|single vineyard albarino|??|w|albarino|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=922
W|garzon|single vineyard albarino|??|w|albarino|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=922
W|garzon|rose pinot noir|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|garzon|tannat 2020|??|r|tannat|??|??|2020|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|garzon|tannat|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|garzon|tannat|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=927
W|garzon|tannat|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=927
W|garzon|tannat|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=927
W|garzon|tannat|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=927
W|garzon|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|garzon|marselan tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|garzon|marselan|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|garzon|marselan|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=934
W|garzon|marselan|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=934
W|garzon|marselan|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=934
W|garzon|marselan|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=934
W|garzon|marselan|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=934
W|garzon|cabernet franc tinto|??|r|cabernet franc|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|garzon|cabernet franc|??|r|cabernet franc|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|garzon|cabernet franc|??|r|cabernet franc|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=941
W|garzon|cabernet franc|??|r|cabernet franc|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=941
W|garzon|cabernet franc|??|r|cabernet franc|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=941
W|garzon|cabernet franc|??|r|cabernet franc|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=941
W|garzon|albarino|??|w|albarino|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|garzon|albarino|??|w|albarino|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=946
W|garzon|albarino|??|w|albarino|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=946
W|garzon|albarino|??|w|albarino|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=946
W|garzon|albarino|??|w|albarino|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=946
W|garzon|albarino|??|w|albarino|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=946
W|garzon petit clos cabernet franc|franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|garzon petit clos cabernet franc|franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=952
W|garzon|tannat de corte tinto|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|garzon|tannat de corte 2019|??|r|tannat|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|garzon|tannat de corte 2018|??|r|tannat|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|garzon|tannat de corte 2018|??|r|tannat|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=956
W|garzon|tannat de corte|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|garzon|tannat de corte|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=958
W|garzon|tannat de corte|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=958
W|garzon|sauvignon blanc de corte|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|garzon|sauvignon blanc branco|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|garzon|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|garzon|pinot noir rose de corte|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|garzon|pinot noir rose|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|garzon|pinot noir rose|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=965
W|garzon|pinot noir rose|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=965
W|garzon|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|garzon|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=968
W|garzon|cabernet de corte tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|garzon|cabernet de corte|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|garzon|cabernet de corte|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=971
W|garzon|cabernet de corte|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=971
W|garzon|cabernet de corte|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=971
W|garzon|cabernet de corte|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=971
W|garzon balasto|2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|garzon balasto|balasto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|garzon balasto|balasto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=977
W|garibaldi pinot noir|rose|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|garibaldi harmonia corte i|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|garibaldi harmonia chardonnay|branco seco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|garibaldi acquasantiera|tinto demisec c6|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|garibaldi acordes chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|garibaldi acordes chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=983
W|ganda|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ganda|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
X|=759
W|galiotto|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|galiotto|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=988
W|galiotto|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=988
W|galiotto|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|galiotto|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=991
W|galiotto|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=991
W|galiotto|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=991
W|galiotto demi sec|branco niagara|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|galiotto|branco suave niagara|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|galiotto|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|galiotto|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|gaiao|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|gaggiarone vitigni giovani|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|fuzion malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|fundacao ea cartuxa|cartuxa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|fundacao ea cartuxa|cartuxa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=1002
W|fundacao ea cartuxa|cartuxa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=1002
