W|golan heights winery|gilgal cabernet sauvignon|il|r|cabernet sauvignon|galilee|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|melograno 07|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|melograno granaattiomena barbera 43|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|melograno granatble barbera drue|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|melograno pomegranate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|melograno pomegranate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=918
W|ginato|melograno pomegranate barbera grape|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|melograno pomegranate barbera grape|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=920
W|ginato|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ginato|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=922
W|ginato|pinot grigio sicilian citrus|it|w|pinot grigio|sicily|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ginato|pinot grigio sicilian citrus|it|w|pinot grigio|sicily|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=924
W|ginato|pinot grigio sicilian lemon|it|w|pinot grigio|sicily|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ginato|pompelmo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|pompelmo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=927
W|ginato|pompelmo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=927
W|ginato|pompelmo 07|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginato|pompelmo pink grapefruit|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ginato|pompelmo pink grapefruit|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=931
W|ginato|pompelmo pink grapefruit|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=931
W|ginban|banshu 50 junmai daiginjo frost bottle|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ginban|meisui no sato kuroberan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbassa|ginbassa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbear|miniatura|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginberg|ginberg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginberys|london dry 375|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginberys|rose 375|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|ginbey|ginbey|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbey|ginbey|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=941
W|ginbey|ginbey|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=941
W|ginbey|40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbis|animal biscuit butter flavor 63g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbis|animal shaped biscuit butter flavor 5 x 17g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbis|animal shaped whole wheat biscuit 5 x 20g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbis|mini asparagus shaped black sesame biscuit 6 x 27g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbis|tabekko animal biscuit butter flavor 6 x 23g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbis|tabekko animal gummy grape flavor 65g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbis|tabekko animal shaped cookies|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbis|tabekko baby biscuit 56g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginbis|tabekko baby vegetable biscuit 4 x 14g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginca|berries|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gincident|infusion kit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gincity|london|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gincity|valencia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindara|kasuzuke|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindara|misozuke|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindara|no kirimi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindara|saikyo bento|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindara|saikyo yaki|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindara|tofu for shabu shabu hotpot 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginderella|ginderella|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindl|little buteo|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindl|michis farm orange nv bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindl|michis farm red nv bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindl|michis farm white nv bio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gindome|admiral barrelaged|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindome|ambrosia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindome|mermaid navy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindome|old tom|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindome|old tom old edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindome|viking dry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindome|viking dry old edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindon|con pepa granel 100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gindorf|annaberg riesling schraglage|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gindulgence|gindulgence|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gine|gine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gine|gine doq|??|r|??|??|??|nv|13.5|doq|encorpado|carnes vermelhas, massas, queijos|seco
W|gine|gine priorat|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gine|gine priorat|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|gine|gine priorat doq buil gine|es|r|??|??|??|2021|13.5|doq|encorpado|carnes vermelhas, massas, queijos|seco
W|gine|gine priorat doq buil gine|es|r|??|??|??|2021|13.5|doq|encorpado|carnes vermelhas, massas, queijos|seco|=983
W|gine|rosat|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginebra|amazonian|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginebra|amazzoni dry artesanal brasil|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginebra|armonico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginebra|blue magic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginebra|bols mom|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginebra|bombay|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginebra|bombay bramble|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginebra|bombay bramble|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=992
W|ginebra|bombay bramble raspberry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginebra|bombay bramble raspberry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
W|ginebra|bombay imp|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginebra|bombay imp|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=996
W|ginebra|bombay linea|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ginebra|bombay linea|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=998
W|ginebra|bombay saphire|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
