W|goat|geiss|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|great expectations triangle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=940
W|goedverwacht|great expectations triangle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=940
W|goedverwacht|jg cabernet sauvignon|??|r|cabernet sauvignon|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|jg colombard|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|maxim cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|merlot|??|r|merlot|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goedverwacht|shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|shiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|shiraz rose|??|p|shiraz|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|goedverwacht|shiraz rose|??|p|shiraz|??|??|2025|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|goedverwacht|shiraz rose brut sparkling|??|s|shiraz|??|??|2025|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|goedverwacht|triangle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|triangle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=954
W|goedverwacht|triangle|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goedverwacht|wine estate bad brothers sauvignon blanc sparkling brut 12 075|??|s|sauvignon blanc|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|goeland|valentin valles|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goenchi|goenchi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goerge|schneider riesling vom kalk trocken riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goes|concreto cabernet franc syrah|??|r|cabernet franc|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goes|lotes de colecao petit verdot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goes|lotes de colecao tinta roriz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goes|lotes de colecao touriga nacional|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goes|lotes de colecao verdelho|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goes|maestria chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goes|tempos petalas rose cabernet franc|??|p|cabernet franc|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|goesan|corn makgeolli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goesan|corn makgeolli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=968
W|goethe|goethe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goethe|branco demi sec margherita|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goethe|millet crystal water goblet by val st lambert|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goethe|millet crystal water goblet by val st lambert|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|goethe|moscato bianco|??|w|moscato|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goethe|rose salvati e sirena 6 unidades|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|goetre|farm preserves chilli jam|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goetre|farm preserves seville orange marmalade|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goetre|farm preserves snowdonia ploughmans chutney|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goettweig|riesling silberbichl|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gofarm|super meal nuts and seeds mix original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goferm|25g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goferm|500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goferm|gjrnring 25kg lallemand|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goferm|protect evolution gjrnring 25kg lallemand|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goferm|sterol flash 25kg lallemand|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofers|gofers|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofio|1kg la abundancia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofio|500 gramos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofio|500grs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofit|booster car seat iron|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofit|car seat shark|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofloats|giant inflatable soccer ball made from premium raft grade vinyl black white 25 ft|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gofre|natural alteza 2x110gr 32|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofrenata|macma 320 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofres|de mantequilla jules destrooper 100 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofres|de mantequilla on the go jules destrooper|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofres|de paris jules destrooper|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gofrowe|serce parr maria|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gogenerosity|payitforward|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gogenerosity|payitforward donation|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
