W|vinho|tinto marques de murrieta reserva edicao especial com estojo laranja 2021 rioja espanha|es|r|??|rioja|??|2021|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe barbera doc 2019|??|r|barbera|??|??|2019|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe barbera doc 2018|??|r|barbera|??|??|2018|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto langhe barbera doc 2017|??|r|barbera|??|??|2017|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lan reserva rioja|es|r|??|rioja|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lan grande reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lan crianza rioja 20202021 135|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lan crianza rioja|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lambruso sogno|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lambrusco villa giada amabile|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lambrusco villa fabrizia amabile|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lambrusco montecchio dell emilia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lambrusco igt anella|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lambrusco dolce medici ermete|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vinho|tinto lambrusco concerto medici ermete|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lambrusco cavicchioli amabile|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lambrusco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lalegria bobal cepas viejas arcilla 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lalegria bobal cepas viejas arcilla 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??|=874
W|vinho|tinto lalande de pomerol franc beausejour|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lagrimas do poeta marselan petit verdot audace|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lagoalva reserva magnum 2021 1 tejo|??|r|??|??|??|2021|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lagoalva reserva 2023 tejo|??|r|??|??|??|2023|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lagoalva barrel selection 2021 tejo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lagoalva 2023 tejo|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lagoa velha reserva bairrada|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lagoa velha reserva 2022 bairrada|??|r|??|??|??|2022|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lagoa signature 2018 algarve|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lagoa reserva vinhas velhas 2019 algarve|??|r|??|??|??|2019|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lagar de burmester reserva touriga nacionaltouriga franctinta roriz 2021|??|r|touriga|??|??|2021|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lafou el sender abadal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lacryma christi del vesuvio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lacrau superior 2022 douro|pt|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lacrau reserva 2022 douro|pt|r|??|??|??|2022|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lacrau garrafeira 2015 douro|pt|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lacrau garrafeira 2013 douro|pt|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto lacrau 2023 douro|pt|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto laceira red blend 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto labrusca clarete quinta do lobo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la vitto rosso menicucci 2023no pixem ate3xdesem juroscomprar|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la virtud classic terroir pinot noir 2024|??|r|pinot noir|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la virtud classic terroir carmenere 2024|??|r|carmenere|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la virtud classic terroir cabernet sauvignon 2024|??|r|cabernet sauvignon|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la vina escondida garnacha 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la vina de segundo reserva tempranillo|??|r|tempranillo|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la vieille ferme vin de france rouge|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la vicalanda reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la vaquita clarete natural organico vegano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la tierra rocosa merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la tierra rocosa cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la tempesta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la sangre de jonata syrah 2016 santa barbara eua|??|r|syrah|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la rosa reserva douro|pt|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la rosa reserva 2022 douro|pt|r|??|??|??|2022|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la roque rouge 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la roque rouge 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la roque malbec cahors 2021|??|r|malbec|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la rioja alta vina ardanza reserva 2019 rioja|es|r|??|rioja|??|2019|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la rioja alta vina arana reserva 2017 rioja|es|r|??|rioja|??|2017|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la rioja alta gran reserva 904 2015 rioja|es|r|??|rioja|??|2015|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la rina slarina 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la quercia piemonte barbera|??|r|barbera|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la quebrada san juan argentina|ar|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la quebrada blend 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la pruina negroamaro 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la pruina ilmorantino negroamaro 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la pruina il morante 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la prometida revoltosa syrah 2018|??|r|syrah|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la prometida revoltosa barbera 2018|??|r|barbera|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la posta red blend 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la posta armando bonarda 2013|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la posta armando bonarda|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la playa terroir selection cabernet sauvignon 2021|??|r|cabernet sauvignon|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la playa syrah 2021|??|r|syrah|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la planta arzuaga|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la piu belle red blend 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la piu belle|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la piu belle|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=933
W|vinho|tinto la pierre plantee saint chinian aop 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la petit tour aoc ventoux 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la paz carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la paloma tannat buffon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la memoire de la tour carnet aop medoc bernard magrez|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la mascota shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la mascota shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=940
W|vinho|tinto la mascota malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la marginale saumurchampigny 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la marginale saumur champigny 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la mandala rosso sangiovesedetalhes|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la mandala rosso sangiovese montepulciano puglia igt|it|r|sangiovese|toscana|montepulciano|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la mandala rosso sangiovese igp|??|r|sangiovese|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la linda private selection old vines malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la linda old vines malbec 2017|??|r|malbec|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la linda malbec argentino|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la linda malbec 2024|??|r|malbec|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la linda malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la linda malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=952
W|vinho|tinto la linda cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la linda cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=954
W|vinho|tinto la junta gran reserva carmenere|??|r|carmenere|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la jovem shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la huerta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la huerta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=958
W|vinho|tinto la huerta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=958
W|vinho|tinto la hacienda tannat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la hacienda cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la grange daniel rouge 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la grange daniel rouge 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la gerbaude cotes du rhone rouge 2019|fr|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la gazzarina toscana sangiovese 2022|it|r|sangiovese|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la galoche beaujolais rouge 2022|fr|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la foulee saumurchampigny 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la fosca del priorat 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la fosca del priorat 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??|=969
W|vinho|tinto la forra chianti classico riserva folonari|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la florita el peral malbec 2021|??|r|malbec|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la flor red blend 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la flor malbec 2022|??|r|malbec|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la fiole du pape chateauneufdupape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la esquirla del bardallo rioja doc 2020|es|r|??|rioja|??|2020|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la dorni tempranillo sem alcool|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la dorni sem alcool tannat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la dorni sem alcool canonico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la danza del viento molino quemado 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la danza del viento la isilla 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la dame de montrose saintestephe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la dame de malescot margaux|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la dame de malescot 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la cuvee bistrot selections puy arnaud vin de france 2020|fr|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la croix saint georges pomerol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la commanderie de gombeau aoc bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la commanderie de gombeau aoc bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=987
W|vinho|tinto la colina carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la colina cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la classico cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la chouette red blend 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la celia reserva malbeccabernet franc|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la celia reserva malbeccabernet franc|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=993
W|vinho|tinto la celia reserva malbec|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la celia reserva malbec|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=995
W|vinho|tinto la celia reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la celia reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=997
W|vinho|tinto la celia pioneer reserva malbec|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto la celia pioneer reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
