W|branco|kendalljackson vintners reserve chardonnay 2021 california eua|??|w|chardonnay|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|fitapreta branco de talha 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fita preta macanita|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fiorito puglia igt|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fiorito puglia igt|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=900
W|branco|fiorito pinot grigio delle venezie|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fiorito pinot grigio delle venezie|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=902
W|branco|fiorfiore umbria grechetto 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fiordaliso umbria grechetto 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fiordaliso umbria grechetto 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fio piesporter riesling trocken 2015|??|w|riesling|??|??|2015|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|fino viognier safra 2019 viapiana|??|f|palomino|??|??|2019|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seixo amarelo|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco viognier sfera arbugeri|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco viognier sentidos casa eva|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco viognier otto|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco verdelho capella dos campos familia lemos de almeida|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco torrontes vintage don guerino|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco torrontes finca rivadavia|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco sauvignon blanc ws santa alba|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco sauvignon blanc sinais don guerino|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco sauvignon blanc reserva gran pareja|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco sauvignon blanc otto|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco sauvignon blanc liberta lovara|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco sauvignon blanc estate garzon uruguay|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco riesling jovem luiz argenta|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco riesling de mari|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco reserva especial moscato poleskei de mari|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco regional alma de lisboa|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco pinot grigio reserva dunamis|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco peverella salvati e sirena|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco peverella pleno marzarotto|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco ouro meu|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato salvati e sirena|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato michele carraro|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato giallo sinais don guerino|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato giallo rotava kit com 6|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato giallo rotava|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato giallo levato ulian|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato giallo classic gazzaro kit com 6|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato giallo classic gazzaro|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato giallo|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato giallo|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco|=938
W|branco|fino seco moscato cave antiga|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato altos ares casacorba|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato alexandria levato ulian|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco moscato|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco malvasia de candia reserva don laurindo|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco jovem mayos|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco joaquim villa francioni|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco goethe salvati e sirena|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco gewurztraminer jovem luiz argenta|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco doc conde villar|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco corte elementos ser dunamis|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chimango chardonnay cuvee familia bebber brasil magnum leve refrescante e versatil ideal para compartilhar|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay zanella|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay vallebello|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay vaccaro|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay rotava|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay reserva terroir lovara|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay reserva monte paschoal basso|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay reserva mondadori|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay reserva mayos|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay reserva don guerino|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay l oitenta ulian|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay gran reserva marzarotto|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay gazzaro kit com 6|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay gazzaro kit com 2|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay gazzaro|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay finca rivadavia kit com 6|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay finca rivadavia|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay familia lemos de almeida|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay e viognier flos reserva larentis|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay e schonburger taffarel cave antiga|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay do don laurindo|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay dal pizzol|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay classico luiz argenta|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay cave luiz argenta|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay casacorba|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay casa eva|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco chardonnay absoluto gran reserva mondadori|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco brasileiro gelain don armindo chardonnay|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco blend special edition porta da ravessa|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco blend doc alentejo porta da ravessa|pt|f|palomino|alentejo|??|NV|15|DO|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco blend alentejano conde villar|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco alvarinho vallebello|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco alvarinho conde villar|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco alvarinho capella dos campos familia lemos de almeida|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino seco alvarinho absoluto mondadori|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino sauvignon blanc reserva|??|f|palomino|??|??|NV|15|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino sauvignon blanc|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino sauvignon blanc|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco|=987
W|branco|fino sauvignon blanc|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco|=987
W|branco|fino nicasia viognier|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino moscato giallo|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino meio seco gewurztraminer cap 035|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino meio seco alem do rio|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino lagares de penalva cod 000164|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino hermandad chardonnay|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino demi sec frisante pergola|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|demi-sec
W|branco|fino demi sec frisante pergola|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|demi-sec|=996
W|branco|fino chardonnay castellamare|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino chardonnay|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino cesteira 2023 regional lisboa portugal blend de castas portuguesas seco fresco e leve ideal para o dia a dia|??|f|palomino|??|??|2023|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino blend guatambu|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fino abreu garcia seco chardonnay|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|fincafella cala rey sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|finca sophenia altosur dulce natural 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
