W|grauballe|bryghus jagtl|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|bar chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravel|bar chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravel|bar columbia valley cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|bar columbia valley cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=907
W|gravel|bar red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|bar red blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|down syrah|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|down waoku red|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|gr4 senicx 11s12s 175mm 44t para bicicleta de carretera|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|hill shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|hill syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|lane vineyard botrytised riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravel|loam|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|loam marlborough sauvignon blanc|nz|w|sauvignon blanc|??|marlborough|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravel|loam marlborough sauvignon blanc|nz|w|sauvignon blanc|??|marlborough|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravel|loam nz sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravel|loam sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravel|loam sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=921
W|gravel|loam wairau valley marlborough pinot noir|nz|r|pinot noir|??|marlborough|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|loam wairau valley sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravel|quarry cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravel|quarry cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=925
W|gravel|road chenin blanc|??|w|chenin blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravel|road chenin blanc|??|w|chenin blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=927
W|gravel|road chenin blanc|??|w|chenin blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravel|road chenin blanc|??|w|chenin blanc|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=929
W|gravelland|edicion especial do valle central malbec|??|r|malbec|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravelland|edicion especial do valle central syrah|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravelle|automnehiver le haut planty|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|gravello|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|calabria igt|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|calabria igt|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco|=935
W|gravello|igt librandi|??|r|??|??|??|2010|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|igt calabria|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|librandi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|librandi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=939
W|gravello|librandi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=939
W|gravello|librandi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=939
W|gravello|librandi|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|librandi|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|librandi calabria igt|??|r|??|??|??|2018|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|librandi calabria igt|??|r|??|??|??|2021|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|librandi calabria rosso igt|??|r|??|??|??|2023|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|rosso calabria igt|??|r|??|??|??|2022|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|tenuta arcidiaconato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|val di neto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|val di neto igt cassetta legno|??|r|??|??|??|2022|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gravello|val di neto librandi igt|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gravelly|ford cabernet sauvignon|??|r|cabernet sauvignon|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravelly|ford cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravelly|ford chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravelly|ford chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=955
W|gravelly|ford chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=955
W|gravelly|ford chardonnay|??|w|chardonnay|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravelly|ford chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravelly|ford chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco|=959
W|gravelly|ford chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravelly|ford chardonnay gravelly ford|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gravelly|ford pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravelly|ford pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=963
W|gravelly|ford pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=963
W|gravelly|ford pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=963
W|gravelly|ford pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=963
W|gravelly|ford pinot noir|??|r|pinot noir|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravelly|ford pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravely|ford pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau darchambeau|graven|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau darchambeau|graven|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graven|sec barton guestier|??|r|??|??|??|1986|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravennes|cote du rhone 12|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravennes|cote du rhone 12|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravennes|cotes du rhone|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravenstein|ice ice baby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravensteiner|gravensteiner|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravensteiner|gravensteiner|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=978
W|gravensteiner|gravensteiner|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=978
W|gravensteiner|apfelbrand|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravensteiner|apfelbrand|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|gravensteiner|apfelbrand etter schweiz 41 vol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gravensteiner|erismann|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graverad|champagneflojt bra dag dalig dag|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|graverat|leonardo vinglas med vintage vinranka|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graves|graves|es|r|??|bordeaux|graves|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graves|graves|es|r|??|bordeaux|graves|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|graves|graves|es|r|??|bordeaux|graves|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|chateau hautreys|chateau hautreys|es|r|??|bordeaux|graves|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graves|villa bel air|es|r|??|bordeaux|graves|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graves|graves|es|r|??|bordeaux|graves|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graves|graves|es|r|??|bordeaux|graves|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graves|graves|es|r|??|bordeaux|graves|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graves|graves|es|r|??|bordeaux|graves|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graves|graves|es|r|??|bordeaux|graves|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=995
W|chateau de respide rouge|chateau de respide rouge|es|r|??|bordeaux|graves|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graves|graves|es|r|??|bordeaux|graves|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graves|graves|es|r|??|bordeaux|graves|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=998
W|chateau darricaud|chateau darricaud|es|r|??|bordeaux|graves|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
