W|lata|jardinera 4 legumbres 200grs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|alla bolognese|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|alcachofa y champinones 350 g 1 porcion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|alcachofa y champinones 1 kg 3 porciones|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|al huevo x 500gr granoro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|al huevo granoro15 unidades de 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|al huevo 500gr granoro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|al huevo 500g granoro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|500g liguori|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|270 gr zero carbo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|204 500g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|lasagna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasagna|lasagna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=961
W|lasagna|lasagna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=961
W|lasagna|lasagna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=961
W|lasa|tsokolate rd series rebel bites|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lasa|tsokolate rd series angel bites|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|wildberry springs chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|voladoras|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|vivas sobre vista chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|vivas sobre vista chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|vivas pinot noir|??|r|pinot noir|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|vivas pinot noir|??|r|pinot noir|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|vivas mountain cuvee|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|vivas merlot|??|r|merlot|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|visiones|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|virtudes lavirtu tu alicante red dry 14 075|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|virtudes lavirtu tu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|virtudes lavirtu rose suave|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|las|virtudes lavirtu eco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|virtudes lavirtu del mar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|virtudes ecologico en rama premium|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|virtudes casa ritas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|virgenes suicidas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|violetas albarino|??|w|albarino|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|violetas|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|violetas|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|violetas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|las|vino wilyabrup chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|vino wildberry springs chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|vino wildberry springs chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco|=989
W|las|vino wildberry springs chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|vino wildberry springs chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco|=991
W|las|vino wildberry springs chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|vino wildberry springs chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|vino wildberry springs chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|vino wildberry springs chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|las|vino wildberry springs chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=996
W|las|vino wildberry springs chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=996
W|las|vino wildberry springs chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=996
W|las|vino the pirate blend|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
