W|hacienda|lopez de haro blanco|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hager|matthias sauvignon blanc|??|w|sauvignon blanc|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hager|matthias zweigelt eiswein niederosterreich austria|at|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hager|matthias zweigelt pet nat|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hager|matthias zweigelt petillant naturel|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hager|matthias zweigelt sekt pur|??|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|hager|riesling edelsuss|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hager|zweigelt eiswein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hageredskap|kit 4 ulike deler|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagerty|chandelier cleaner|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagerty|pearl clean 7oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagerty|pearl jewel clean|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagerty|silver clean|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagerty|stainless steel wash|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagesaks|m skaft i ask inkl gave eske|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagesaks|sliper|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagga|ekstra strk salmiak lakrids 120g fra lakridskompagniet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagga|ekstra strk salmiak lakrids 280g naturlig smag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagga|extra strong salmiak lakrids 120g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagga|extra strong salmiak lakrids 280g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haggada|haggada|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haggada|kneidles crumb mix not gebroks jars 140g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haggadah|artscroll mesorah|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haggadah|for passover annotated edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haggadah|for passover hebrew english|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haggadah|for passover with mah nishtana in korean|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haggadah|for pesach|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haggadah|matza cover and afikoman set|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haggadah|shel pesach for youth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haggadah|with new transliteration|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haggis|wine patrick sullivan yarra valley|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haghtanak|tushpa|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagi|no tsuru junmai daiginjo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagi|no tsuru junmai ginjo betsushikomi halloween neko|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagi|no tsuru junmai ginjo betsushikomi halloween neko|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=929
W|hagi|no tsuru junmai ginjo betsushikomi sakura nekko|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagi|no tsuru junmai ginjo betsushikomi sakura neko namagenshu|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagi|no tsuru junmai ginjo mid summer neko|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagi|no tsuru junmai ginjo mid summer neko|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=933
W|hagi|no tsuru megane shinshu nama genshu|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagi|no tsuru seiun shugetsu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagi|no tsuru seiun shugetsu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=936
W|haginishiki|no niwa kasumi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagino|tsuru betsushikomi kotatsu neko namagenshu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagino|tsuru junmai daiginjo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagino|tsuru junmai ginjo betsushikomi kotatsu neko|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|haginotsuyu|junmai daiginjo shifuku|gb|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|haginotsuyu|junmai daiginjo silver|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|haginotsuyu|kijoshu amadare tomizujikomi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haginotsuyu|tokubetsu junmai tomizujikomi|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|blauer burgunder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|blauer burgunder soepele pinot noir uit weinviertel|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|blauer zweigelt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|blauer zweigelt fruitig rood uit oostenrijk|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|brut gruner veltliner sekt|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|hagn|brut gruner veltliner sekt feestelijke bubbel uit niederosterreich|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|hagn|chardonnay classic|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|cuvee avus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|cuvee colloredo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|cuvee colloredo cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|cuvee colloredo krachtige oostenrijkse cabernetmerlot cuvee|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|cuvee komptur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|cuvee weiss green cat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|eiswein gruner veltliner verfijnde traditionele dessertwijn|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|federflug gruner veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|gelber muskateller bloemige charme uit weinviertel|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|green hunter bio krachtige gruner veltliner reserve uit weinviertel|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|green hunter gruner veltliner dac reserve bio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|gruner veltliner antlasbergen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|gruner veltliner federflug|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|gruner veltliner hundschupfen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|gruner veltliner hundschupfen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=966
W|hagn|gruner veltliner reid antlasbergen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|gruner veltliner weinviertel dac|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|komptur volle krachtige pinot noirmerlot cuvee|??|r|merlot|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|komptur krachtige pinot noirmerlot cuvee uit weinviertel|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|hagn|rose blumentanz|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hagn|rose zweigelt|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hagn|roter traminer charmeur zoete aromatische verleider|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagn|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|sauvignon blanc fris fruitig wit uit weinviertel|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|unique gruner veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|unique riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|weinviertel dac classic de klassieke gruner veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|welschriesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|welschriesling fris wit typisch oostenrijks|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|zero gruner veltliner alcoholvrije witte wijn met oostenrijkse flair|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hagn|zero gruner veltliner sparkling alcoholvrije bubbel met stijl|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|hagoromo|organic sweet corn 65g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|hagoromo|seachicken jun tuna flake in spring water no additives oil added 70g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagoromo|seachicken jun tuna flake in spring water no salt oil added 3 70g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagoromo|seachicken l tuna flake in oil 3 70g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagoromo|seachicken l tuna flake in oil 70g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagris|marineeritud beebitomatid|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hags|3pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|haguruma|japanese kishu yuzu citrus dressing|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagymas|chilis barnarizs rizotto 200g ataisz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagymas|rizotto magvakkal es zoldsegekkel 200g ataisz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagymasi|egri bikaver szaraz vorosbor 075|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagymasi|egri csillag|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagymasi|egri rose|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hagymasi|pinceszet bormester|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hagymasi|roze eger wina rozowe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
