W|georges|laval cumieres brut nature jeroboam|??|s|??|??|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|vernay blonde du seigneur|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay collines rhodaniennes igp fleurs de mai|??|r|??|??|??|2016|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay collines rhodaniennes igp fleurs de mai|??|r|??|??|??|2017|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay condrieu chaillees lenfer|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay condrieu coteau de vernon|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay condrieu coteau de vernon|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay condrieu coteau de vernon|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay condrieu coteau du vernon|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay condrieu coteau vernon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay condrieu les chaillees de lenfer|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay condrieu les chaillees de lenfer|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay condrieu les chaillees de lenfer|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay condrieu les terrasses de lempire|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay condrieu les terrasses de lempire|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay cote rotie blonde du seigneur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay cote rotie blonde du seigneur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=871
W|georges|vernay cote rotie blonde du seigneur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=871
W|georges|vernay cote rotie blonde du seigneur|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=871
W|georges|vernay cote rotie maison rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay cote rotie maison rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|georges|vernay cote rotie maison rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|georges|vernay cote rotie maison rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|georges|vernay cote rotie maison rouge|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay cote rotie maison rouge|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay cote rotie maison rouge|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=880
W|georges|vernay coteaux vernon condrieu|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay coterotie blonde du seigneur|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay coterotie maison rouge|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay cotes du rhone sainte agathe|fr|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay fleur de mai|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay fleurs de mai rouge|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay fleurs de mai syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay le pied de samson blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|vernay le pied de samson viognier|??|w|viognier|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|vernay les terrasses de lempire condrieu|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay maison rouge cote rotie|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay saint joseph|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay saint joseph terres dencre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay sainte agathe syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay sainteagathe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay saintjoseph terres dencre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay saintjoseph terres dencres|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay st joseph terres dencre|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vernay vin de pays cote du rhone blanc le pied de samson viognier|fr|w|viognier|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|vesselle champagne grand cru blanc de blancs extra brut|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut
W|georges|vesselle champagne grand cru blanc de blancs extra brut|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut|=901
W|georges|vesselle champagne grand cru blanc de blancs extra brut|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut|=901
W|georges|vesselle champagne grand cru brut|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|georges|vesselle champagne grand cru brut nature|fr|s|??|champagne|??|2016|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|vesselle champagne grand cru brut nature|fr|s|??|champagne|??|2016|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut nature|=905
W|georges|vesselle champagne grand cru brut rose|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|georges|vesselle champagne grand cru brut rose|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut|=907
W|georges|vesselle champagne grand cru brut rose|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut|=907
W|georges|vesselle champagne grand cru cuvee juline brut|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut
W|georges|vesselle champagne grand cru cuvee juline brut|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut|=910
W|georges|vesselle champagne grand cru cuvee juline brut|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|brut|=910
W|georges|vigouroux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux atrium|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau de haute serre malbec de cahors france|fr|r|malbec|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau de hauteserre geron dadine de hauteserre cuvee prestige|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau de hauteserre lucter cahors france|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau de mercues|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau de mercues icone cahors france|fr|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau de mercues les eveques cahors france|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau hauteserre cahors|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau hauteserre georges chateau de hauteserre cahors|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau hauteserre lucter by chateau de hauteserre|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau leret monpezat malbec de cahors|??|r|malbec|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau leret monpezat reserve malbec|??|r|malbec|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau pech de jammes petit jammes cahors france|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau pech de jammes petit jammes cahors france|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau pech de jammes petit jammes cahors france|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux chateau pech de jammes pure malbec cahors france|fr|r|malbec|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux gouleyant cahors malbec|??|r|malbec|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux gouleyant malbec rose|??|p|malbec|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georges|vigouroux gouleyant sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|vigouroux gouleyant sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=932
W|georges|vigouroux malbec cahors gouleyant|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux malbec cahors gouleyant|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=934
W|georges|vigouroux malbec cahors gouleyant|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=934
W|georges|vigouroux pigmentium cahors|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux pigmentum pigmentum blanc gascony|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|vigouroux pigmentum pigmentum malbec cahors|??|r|malbec|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|vigouroux pigmentum pigmentum malbec rose|??|p|malbec|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georges|vincent laval brut nature rose nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|vincent laval cumieres brut nature rose cru|??|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|georges|wine blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|wines koonowla single vineyard shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|zatarains cajun bloody mary mix|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgeton|blanc de montagn|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georgeton|cru champagne blanc de la montagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|georgetonrafflin|cru rose saignee|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georgetonrafflin|anecdote premier cru|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgetonrafflin|cuvee lextra premier cru nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgetonrafflin|lextra extra brut cru|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|georgetonrafflin|reserve cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgetonrafflin|rose de saignee cru|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georgetown|blackberry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
W|georgi|coconut|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgi|coconut|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=957
W|georgi|green apple|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgi|lemon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgi|milkov groovy mavrud|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgi|peach|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgi|pineapple|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgi|pineapple|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=963
W|georgi|raspberry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgi|raspberry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=965
W|georgia|georgia|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|georgia|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=967
W|georgia|georgia|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=967
W|georgia|georgia|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=967
W|georgia|georgia|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=967
W|georgia|3 bottiglie|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|3 bottiglie|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|georgia|georgia|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=967
W|georgia|55 tan|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|alazani valley white semi sweet|ge|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|georgia|day|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|dry white wine rkatsiteli|ge|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georgia|georgian legend rkatsiteli qvevri orange wine ou 3x de 7833 sjuros|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|gotica vintage sweet americano|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|georgia|khvanchkara red semi sweet|ge|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|georgia|kindzmarauli red semi sweet|ge|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|georgia|marani ojaleshi red semisweet wine 11|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|georgia|marani saperavi rose dry rose wine 125|ge|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georgia|marani tsinandali dry white wine 13|ge|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georgia|moon apple pie|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|moon apple pie|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=986
W|georgia|moon apple pie|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=986
W|georgia|moon jar|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|moon peach|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|mtsvane white dry|ge|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georgia|mukuzani red dry|ge|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|pala|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|peach fizz kit|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|pirosmani red semidry|ge|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|rkatsiteli white dry|ge|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georgia|sapreavi red dry|ge|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|silk back support full coverage wireless organic cotton bra|ge|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|tbilvino mukuzani|ge|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georgia|tbilvino qvevris rkatsiteli|ge|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
